v_ee_x, v_ee_y, v_ee_z
0.0405776, 0.0724366, 0.158818
0.0405104, 0.0766563, 0.156883
0.0419872, 0.0823022, 0.156229
0.0430757, 0.0862101, 0.156283
0.0420435, 0.088663, 0.154417
0.0409816, 0.091706, 0.153622
0.0422392, 0.0968038, 0.152397
0.0413846, 0.0999599, 0.150628
0.0406122, 0.102119, 0.148905
0.039887, 0.10464, 0.149444
0.0410314, 0.108824, 0.149225
0.0424062, 0.113915, 0.149713
0.0429594, 0.115744, 0.150649
0.0422193, 0.117859, 0.150201
0.0403442, 0.119069, 0.148653
0.0400718, 0.121067, 0.148494
0.0413452, 0.125157, 0.148148
0.0428394, 0.129967, 0.146852
0.044072, 0.134336, 0.146427
0.0426318, 0.136029, 0.14424
0.0394383, 0.13563, 0.14253
0.0391077, 0.13712, 0.141729
0.0401408, 0.141376, 0.140885
0.0419265, 0.143946, 0.142432
0.0400338, 0.144104, 0.142947
0.0379484, 0.145174, 0.141351
0.0391925, 0.149983, 0.142667
0.0416077, 0.154517, 0.143633
0.0399986, 0.153938, 0.143999
0.038256, 0.153892, 0.143102
0.0383419, 0.158415, 0.142399
0.0406397, 0.164562, 0.14287
0.0401325, 0.166223, 0.143319
0.0396695, 0.167091, 0.14188
0.0398324, 0.172676, 0.138725
0.0400378, 0.174571, 0.138342
0.0400218, 0.176359, 0.14057
0.0417375, 0.180685, 0.141935
0.0402261, 0.182326, 0.141477
0.0397138, 0.183941, 0.140288
0.0403765, 0.187032, 0.139328
0.0397105, 0.188198, 0.138975
0.0405393, 0.190668, 0.139685
0.0400811, 0.19298, 0.140086
0.0385484, 0.192175, 0.139621
0.0390632, 0.19543, 0.139275
0.0388998, 0.197328, 0.138319
0.0381046, 0.199106, 0.138903
0.0377646, 0.201521, 0.137907
0.0352563, 0.201345, 0.136899
0.0366417, 0.204225, 0.136616
0.0366161, 0.205769, 0.137208
0.0367428, 0.207426, 0.137837
0.0359659, 0.208344, 0.138625
0.0336368, 0.207545, 0.13718
0.0334889, 0.210525, 0.135631
0.0328121, 0.21175, 0.13474
0.0324599, 0.214062, 0.13224
0.0319282, 0.215547, 0.132334
0.0323501, 0.216624, 0.132836
0.0328082, 0.220197, 0.132984
0.030973, 0.220338, 0.132801
0.0301696, 0.222176, 0.133021
0.0286267, 0.222338, 0.132254
0.029549, 0.226019, 0.131234
0.029414, 0.227799, 0.13071
0.0286705, 0.228888, 0.131074
0.0286932, 0.230179, 0.132585
0.0275071, 0.231539, 0.13038
0.0264316, 0.234286, 0.127489
0.026349, 0.236252, 0.127628
0.0280032, 0.239077, 0.129293
0.0276665, 0.240994, 0.130037
0.0279292, 0.242639, 0.129785
0.0275076, 0.243513, 0.130732
0.0271967, 0.246504, 0.13011
0.0253704, 0.247241, 0.128881
0.0256794, 0.249688, 0.128743
0.025959, 0.250922, 0.128459
0.0271673, 0.255155, 0.126449
0.0251818, 0.256429, 0.125383
0.0240116, 0.258172, 0.123238
0.0231477, 0.259894, 0.122124
0.0233363, 0.261105, 0.122466
0.0240387, 0.262996, 0.124348
0.0237659, 0.264698, 0.124545
0.0236423, 0.26716, 0.123745
0.0220633, 0.267163, 0.122469
0.0213354, 0.26904, 0.121099
0.020046, 0.26983, 0.119982
0.0191976, 0.270904, 0.118701
0.0196618, 0.271997, 0.119972
0.019388, 0.273768, 0.119799
0.0177253, 0.276949, 0.115976
0.016708, 0.277655, 0.114881
0.0184848, 0.279375, 0.117119
0.0183113, 0.279199, 0.118549
0.0176046, 0.280658, 0.118698
0.0165543, 0.283399, 0.11775
0.0163954, 0.285197, 0.11616
0.016157, 0.28835, 0.113788
0.0153969, 0.28998, 0.112225
0.0161279, 0.290743, 0.113958
0.0151505, 0.293401, 0.112802
0.0135585, 0.296676, 0.108821
0.0130112, 0.298374, 0.109027
0.0140418, 0.298105, 0.111707
0.0133328, 0.298427, 0.111694
0.0127666, 0.300609, 0.110228
0.0114386, 0.30282, 0.109183
0.0108396, 0.304682, 0.107587
0.00977958, 0.306123, 0.105548
0.00969268, 0.30732, 0.105707
0.0106524, 0.309443, 0.10792
0.00928998, 0.31274, 0.105614
0.00843448, 0.315549, 0.102473
0.00862958, 0.315078, 0.103434
0.0101143, 0.316417, 0.105804
0.0100466, 0.319833, 0.106803
0.00938532, 0.322609, 0.105568
0.00786282, 0.323619, 0.103972
0.00742122, 0.324021, 0.100697
0.00634796, 0.325694, 0.0990591
0.00756976, 0.328266, 0.100358
0.00631172, 0.330992, 0.0992769
0.00413949, 0.332, 0.0958135
0.00316175, 0.331387, 0.0957557
0.00380129, 0.331306, 0.0978717
0.00417048, 0.333297, 0.0977538
0.00318914, 0.335569, 0.0965033
0.00222058, 0.33788, 0.0943096
0.00109314, 0.33964, 0.0931237
0.000148922, 0.340228, 0.0907442
0.000180153, 0.340567, 0.0922818
7.5038e-05, 0.342516, 0.0921697
-0.00139372, 0.346045, 0.089069
-0.00175933, 0.348389, 0.087692
-0.000970482, 0.347892, 0.0900764
-0.000218101, 0.349136, 0.0915073
-0.00131022, 0.350987, 0.0904661
-0.00276125, 0.35389, 0.0885586
-0.00335659, 0.355046, 0.0873256
-0.00317919, 0.356002, 0.0862009
-0.00368594, 0.356472, 0.0850273
-0.00632774, 0.35654, 0.0828937
-0.00804726, 0.357599, 0.0804582
-0.00791184, 0.360015, 0.0802741
-0.0064266, 0.361846, 0.0817309
-0.00719122, 0.362304, 0.082259
-0.00879585, 0.363506, 0.0814962
-0.0103083, 0.365184, 0.0794441
-0.0102403, 0.368486, 0.0775098
-0.0100047, 0.370602, 0.0767129
-0.0101138, 0.370292, 0.078103
-0.0117611, 0.372813, 0.0756898
-0.0133602, 0.374816, 0.0724955
-0.0127585, 0.374897, 0.0734038
-0.0119291, 0.375457, 0.0745218
-0.0126394, 0.37737, 0.0743907
-0.0147669, 0.377633, 0.0732396
-0.0158912, 0.376572, 0.0719867
-0.0162453, 0.377179, 0.0711876
-0.0152041, 0.379923, 0.0707329
-0.015983, 0.381868, 0.0714367
-0.0182764, 0.38232, 0.067842
-0.0198158, 0.383614, 0.0648021
-0.0188372, 0.384996, 0.0640741
-0.0180089, 0.386023, 0.0651736
-0.0192846, 0.3875, 0.0647836
-0.0213756, 0.389741, 0.0630474
-0.0225179, 0.391033, 0.0616299
-0.0228593, 0.391518, 0.0606491
-0.0221197, 0.392601, 0.0604758
-0.0224948, 0.394391, 0.0611448
-0.0251505, 0.393507, 0.058954
-0.0268297, 0.392822, 0.0567643
-0.0256438, 0.394423, 0.0575115
-0.0245194, 0.395734, 0.0577874
-0.025594, 0.395857, 0.0567365
-0.0275097, 0.396702, 0.0547098
-0.028684, 0.397904, 0.0539054
-0.0290311, 0.39929, 0.0527614
-0.0289142, 0.400322, 0.0518381
-0.0289303, 0.401458, 0.0522959
-0.0308899, 0.40268, 0.049407
-0.0324041, 0.403793, 0.047315
-0.0315681, 0.405486, 0.0484977
-0.0308876, 0.40594, 0.04989
-0.0325249, 0.404404, 0.0484854
-0.0343632, 0.403155, 0.0466977
-0.0352133, 0.404984, 0.0446275
-0.0357013, 0.407413, 0.0417333
-0.0365017, 0.407983, 0.039758
-0.036161, 0.408017, 0.0418041
-0.0370314, 0.407774, 0.040768
-0.038641, 0.410436, 0.0376937
-0.0381664, 0.413193, 0.0365923
-0.0374689, 0.412799, 0.0386915
-0.0377573, 0.411264, 0.0389862
-0.0388467, 0.411763, 0.0383399
-0.0398865, 0.414694, 0.0364235
-0.0406638, 0.415398, 0.0354439
-0.0419194, 0.412712, 0.0335695
-0.0423792, 0.411506, 0.0334535
-0.0420479, 0.413199, 0.0336272
-0.0431342, 0.417147, 0.0304799
-0.044854, 0.417871, 0.0271554
-0.0450289, 0.414881, 0.0273725
-0.0441841, 0.414841, 0.0295504
-0.044143, 0.418439, 0.0287103
-0.0452224, 0.420433, 0.0274115
-0.0464976, 0.419067, 0.0252997
-0.0476012, 0.418349, 0.0238652
-0.0479611, 0.420165, 0.0221503
-0.0486504, 0.422095, 0.0213895
-0.0481545, 0.420385, 0.02245
-0.0486966, 0.416937, 0.0218726
-0.050229, 0.417422, 0.0186087
-0.0506099, 0.421005, 0.0173766
-0.0498095, 0.422203, 0.0175407
-0.0496005, 0.419573, 0.0188608
-0.0500376, 0.419606, 0.0174891
-0.0504204, 0.423532, 0.0168562
-0.0511125, 0.425681, 0.0141139
-0.0522429, 0.424779, 0.0125684
-0.0528799, 0.422096, 0.0107375
-0.053497, 0.422733, 0.0104721
-0.0523224, 0.424406, 0.0118086
-0.0535005, 0.42265, 0.010439
-0.0548303, 0.419295, 0.00755687
-0.0555661, 0.420251, 0.00557242
-0.0543132, 0.424607, 0.00615721
-0.0539487, 0.425322, 0.00668337
-0.0546817, 0.423214, 0.00549325
-0.0550425, 0.422552, 0.0051697
-0.0548195, 0.425105, 0.00483551
-0.0554424, 0.426974, 0.0024735
-0.0564223, 0.425114, 0.000738245
-0.057147, 0.422648, -0.000790765
-0.0573493, 0.423903, -0.00190747
-0.0571602, 0.424661, -0.00216328
-0.0570645, 0.421667, -0.00216599
-0.0567072, 0.420489, -0.00313675
-0.0571266, 0.422582, -0.00440202
-0.0580462, 0.424538, -0.0061521
-0.0582987, 0.423261, -0.00718521
-0.0578363, 0.422289, -0.00751425
-0.0572827, 0.423513, -0.00609442
-0.057906, 0.426061, -0.00817543
-0.0582354, 0.4258, -0.010148
-0.0582719, 0.42303, -0.0118562
-0.057809, 0.423249, -0.01092
-0.058777, 0.423921, -0.0119178
-0.0592316, 0.420951, -0.0140171
-0.0593533, 0.418341, -0.0158768
-0.0586933, 0.419763, -0.0163367
-0.0594608, 0.422354, -0.017089
-0.0594428, 0.422618, -0.0172649
-0.0592146, 0.420584, -0.0177143
-0.0583959, 0.420878, -0.0188145
-0.058851, 0.424003, -0.0207641
-0.0594271, 0.424098, -0.0225758
-0.059078, 0.420466, -0.0221756
-0.059271, 0.419347, -0.0237277
-0.0587454, 0.421306, -0.0236926
-0.0586377, 0.41963, -0.0248505
-0.0586996, 0.416239, -0.0268547
-0.0579854, 0.415549, -0.0269736
-0.058005, 0.418793, -0.0279178
-0.0583262, 0.420683, -0.0286471
-0.0575342, 0.417515, -0.0289446
-0.0570545, 0.415871, -0.0297789
-0.0575018, 0.419274, -0.0303283
-0.0580655, 0.421705, -0.0297999
-0.0581287, 0.41885, -0.0292083
-0.0587053, 0.415745, -0.0293011
-0.0595191, 0.416142, -0.0287991
-0.060377, 0.417326, -0.0277718
-0.0603821, 0.41399, -0.0267269
-0.0605993, 0.410036, -0.0274371
-0.0611031, 0.411291, -0.0297425
-0.0605373, 0.41498, -0.0305919
-0.0591144, 0.414349, -0.0303614
-0.0579793, 0.411551, -0.0310746
-0.0575312, 0.412304, -0.0324002
-0.0571974, 0.415128, -0.0332866
-0.0571703, 0.415627, -0.0348643
-0.056656, 0.411893, -0.036107
-0.0562904, 0.409271, -0.0363894
-0.0564488, 0.411058, -0.0360103
-0.0563049, 0.410717, -0.0359269
-0.0551267, 0.406659, -0.0366179
-0.0539271, 0.404801, -0.0370806
-0.0532788, 0.407496, -0.0364867
-0.0530437, 0.409711, -0.0355739
-0.0526918, 0.408099, -0.03575
-0.0518873, 0.405413, -0.0369922
-0.0518438, 0.406301, -0.039405
-0.0527547, 0.409396, -0.0411087
-0.0536866, 0.408461, -0.0419116
-0.0542359, 0.404461, -0.0432056
-0.0554042, 0.403463, -0.0464035
-0.0566051, 0.404294, -0.0489203
-0.0576521, 0.402868, -0.0505559
-0.0584548, 0.39917, -0.0522807
-0.0593309, 0.397594, -0.0540435
-0.0607736, 0.399907, -0.0542474
-0.062455, 0.401808, -0.0545815
-0.0625781, 0.399064, -0.0558858
-0.0617743, 0.396659, -0.0564146
-0.0619943, 0.398238, -0.056765
-0.0624877, 0.400082, -0.0575418
-0.0615479, 0.399361, -0.0568522
-0.0597283, 0.39572, -0.0563448
-0.0590488, 0.394004, -0.0569287
-0.0588169, 0.396068, -0.0573346
-0.0579639, 0.395634, -0.0566603
-0.0560405, 0.391118, -0.0567017
-0.0549707, 0.388899, -0.0566725
-0.0547304, 0.391526, -0.0561452
-0.0551436, 0.393254, -0.0572104
-0.0544243, 0.391595, -0.0577445
-0.0532744, 0.388198, -0.0584771
-0.0529962, 0.387862, -0.0586792
-0.0533107, 0.390427, -0.0583901
-0.0539471, 0.390674, -0.0586449
-0.0521202, 0.387366, -0.0575256
-0.0514219, 0.385217, -0.0584885
-0.0518317, 0.385496, -0.0601354
-0.0525342, 0.386597, -0.0618985
-0.0515437, 0.38431, -0.0607261
-0.0495359, 0.380058, -0.0603667
-0.0497783, 0.378822, -0.0602557
-0.0501952, 0.381624, -0.0606087
-0.0502275, 0.382506, -0.0599733
-0.0487043, 0.379372, -0.0602985
-0.0484057, 0.376567, -0.0614123
-0.0482552, 0.377166, -0.0615229
-0.0483176, 0.37857, -0.0605101
-0.0482568, 0.378054, -0.0611741
-0.0475428, 0.375546, -0.0614097
-0.0473715, 0.373532, -0.0634395
-0.0479643, 0.374137, -0.064062
-0.0477016, 0.374406, -0.0637474
-0.047752, 0.372655, -0.0635545
-0.0467641, 0.369912, -0.0640618
-0.0459886, 0.367658, -0.0650223
-0.0449504, 0.367909, -0.0645722
-0.0454379, 0.367959, -0.0656245
-0.0459509, 0.366342, -0.0672531
-0.0452886, 0.364192, -0.0664504
-0.0450518, 0.364274, -0.0663398
-0.0456336, 0.363674, -0.0669785
-0.0450266, 0.362486, -0.0678268
-0.0443983, 0.361565, -0.0674744
-0.0444254, 0.360875, -0.0683197
-0.0447691, 0.36106, -0.0694479
-0.0453362, 0.359601, -0.0700154
-0.0435569, 0.357975, -0.0698677
-0.043578, 0.356531, -0.0687857
-0.0439412, 0.357005, -0.0699703
-0.0446986, 0.355227, -0.0723216
-0.0435596, 0.351669, -0.0732056
-0.0432846, 0.349296, -0.0755743
-0.0430581, 0.348672, -0.0745592
-0.0415372, 0.349032, -0.0729055
-0.0425512, 0.34781, -0.0732659
-0.0417675, 0.345505, -0.0749736
-0.0422649, 0.34385, -0.0755061
-0.0421428, 0.344414, -0.0761016
-0.0434748, 0.343869, -0.0784565
-0.0428641, 0.341714, -0.0787259
-0.0418196, 0.340581, -0.0780178
-0.0428136, 0.340715, -0.0786071
-0.0428391, 0.340062, -0.0797882
-0.0425344, 0.338992, -0.0796187
-0.0413124, 0.336482, -0.0804939
-0.041785, 0.334489, -0.0818246
-0.0422524, 0.333536, -0.0827032
-0.0428004, 0.334028, -0.0826737
-0.0412019, 0.331712, -0.0814716
-0.0386078, 0.328296, -0.0807347
-0.0392142, 0.326345, -0.0823768
-0.0398586, 0.325129, -0.0851161
-0.0401246, 0.32454, -0.0849136
-0.0397022, 0.323465, -0.0859554
-0.0398948, 0.321286, -0.0862564
-0.0392879, 0.320727, -0.0872958
-0.0398755, 0.320077, -0.0879548
-0.0392059, 0.319094, -0.0888277
-0.0385667, 0.317093, -0.0881609
-0.0380327, 0.314713, -0.0887189
-0.0390765, 0.314582, -0.089095
-0.038752, 0.31323, -0.0898498
-0.0374856, 0.312572, -0.0891338
-0.0381439, 0.311592, -0.0901118
-0.0375068, 0.30916, -0.0916419
-0.0383741, 0.307806, -0.0927931
-0.0393916, 0.307461, -0.0939766
-0.0383358, 0.305033, -0.0944602
-0.0374741, 0.302702, -0.095056
-0.0370859, 0.300883, -0.0958511
-0.0360121, 0.298981, -0.0958839
-0.0353976, 0.298533, -0.0948543
-0.0358731, 0.298026, -0.0946802
-0.0360248, 0.295559, -0.0965786
-0.0359309, 0.293021, -0.0985356
-0.0338687, 0.292451, -0.0968328
-0.033148, 0.291837, -0.0960056
-0.0340471, 0.288795, -0.0996224
-0.0340409, 0.286326, -0.101876
-0.0341789, 0.285375, -0.102617
-0.0338647, 0.285141, -0.102425
-0.03296, 0.282761, -0.102321
-0.0321287, 0.280994, -0.102167
-0.0316103, 0.280191, -0.101302
-0.0314496, 0.279453, -0.10121
-0.0317519, 0.27709, -0.103316
-0.0318586, 0.27532, -0.10453
-0.0307599, 0.27502, -0.103758
-0.0309764, 0.27391, -0.103459
-0.0301952, 0.271058, -0.105654
-0.030143, 0.267875, -0.107656
-0.0300486, 0.266266, -0.108731
-0.0305533, 0.266593, -0.108968
-0.0301776, 0.265717, -0.108104
-0.0286185, 0.262771, -0.107943
-0.0270038, 0.260233, -0.107926
-0.0275752, 0.259947, -0.10847
-0.028461, 0.260109, -0.109332
-0.0282625, 0.257123, -0.111537
-0.0266595, 0.253479, -0.112805
-0.0248816, 0.253006, -0.111143
-0.0258057, 0.25235, -0.11296
-0.025854, 0.249495, -0.114861
-0.0253308, 0.247107, -0.115347
-0.0244342, 0.245989, -0.114295
-0.023874, 0.245361, -0.113239
-0.0238471, 0.243864, -0.114326
-0.0228584, 0.242222, -0.113917
-0.0218368, 0.241019, -0.113689
-0.0227946, 0.238453, -0.116552
-0.0225917, 0.235561, -0.118609
-0.0202998, 0.234367, -0.116886
-0.0199527, 0.232884, -0.116707
-0.0197291, 0.230602, -0.118863
-0.0203965, 0.228801, -0.11986
-0.0199277, 0.227793, -0.120256
-0.0190995, 0.22607, -0.119595
-0.0184223, 0.224083, -0.120237
-0.017086, 0.222708, -0.119659
-0.0164379, 0.221927, -0.119451
-0.0173663, 0.219537, -0.122583
-0.0177317, 0.216881, -0.125316
-0.0161898, 0.215347, -0.125313
-0.0143186, 0.214689, -0.12219
-0.0136403, 0.21275, -0.122664
-0.0148973, 0.21158, -0.123592
-0.0153308, 0.211042, -0.124214
-0.0150825, 0.210341, -0.124498
-0.0145761, 0.20905, -0.123815
-0.0133775, 0.207976, -0.122915
-0.0132443, 0.206726, -0.123152
-0.0140839, 0.206242, -0.124161
-0.0147231, 0.204872, -0.125915
-0.0149842, 0.203482, -0.126917
-0.0126191, 0.202281, -0.124242
-0.0123554, 0.20144, -0.123629
-0.013084, 0.200279, -0.12472
-0.0141389, 0.199165, -0.126143
-0.0146424, 0.198453, -0.127204
-0.0137664, 0.197956, -0.125854
-0.0129445, 0.196348, -0.126282
-0.0127895, 0.194424, -0.127131
-0.0124913, 0.193455, -0.127599
-0.0133431, 0.192774, -0.128781
-0.014216, 0.19096, -0.130647
-0.0122526, 0.189699, -0.128444
-0.0103247, 0.188998, -0.125119
-0.0100558, 0.18746, -0.125882
-0.0118829, 0.186068, -0.128796
-0.0123468, 0.184513, -0.129706
-0.00977975, 0.182958, -0.127519
-0.0103799, 0.18177, -0.128145
-0.0105546, 0.180687, -0.129002
-0.00915245, 0.178884, -0.128435
-0.00871808, 0.177076, -0.128591
-0.00922399, 0.174901, -0.130296
-0.00893745, 0.173367, -0.130319
-0.00768338, 0.173699, -0.127218
-0.00719738, 0.172071, -0.127265
-0.00829334, 0.170061, -0.129603
-0.00812106, 0.168362, -0.130268
-0.00724085, 0.166634, -0.130763
-0.00800529, 0.165254, -0.132014
-0.00711352, 0.163212, -0.132421
-0.00589447, 0.161554, -0.131895
-0.00450396, 0.159349, -0.130998
-0.00517618, 0.158503, -0.131642
-0.00633291, 0.156976, -0.133181
-0.00475002, 0.155257, -0.132191
-0.00253509, 0.153852, -0.129986
-0.00200397, 0.151366, -0.130528
-0.0025664, 0.150203, -0.131289
-0.0030011, 0.14818, -0.132875
-0.00394594, 0.147309, -0.134182
-0.00190679, 0.144952, -0.133125
-0.000334123, 0.141608, -0.133605
0.00291578, 0.136493, -0.133834
0.0039788, 0.134812, -0.13334
0.00548933, 0.130934, -0.133909
0.00534062, 0.127993, -0.135615
0.00826479, 0.12316, -0.136576
0.0108811, 0.120219, -0.135474
0.0132243, 0.116272, -0.135989
0.0126039, 0.113823, -0.138458
0.0124771, 0.109981, -0.141513
0.0135245, 0.107843, -0.141855
0.015683, 0.104329, -0.141776
0.0178045, 0.101021, -0.140972
0.0188991, 0.0988368, -0.141112
0.0204779, 0.0965281, -0.140009
0.0206162, 0.0952002, -0.139849
0.0216968, 0.0911692, -0.141239
0.0210067, 0.0891624, -0.143138
0.0235116, 0.0872244, -0.141552
0.0245164, 0.0870138, -0.139119
0.0254092, 0.0823806, -0.141761
0.0259129, 0.0787089, -0.143741
0.0257827, 0.0780875, -0.143955
0.0257777, 0.076403, -0.143926
0.0262459, 0.0753783, -0.142768
0.0284341, 0.0719816, -0.142392
0.0281658, 0.0711562, -0.141637
0.0292412, 0.070085, -0.140869
0.0299804, 0.0675301, -0.140336
0.0285503, 0.0667562, -0.14219
0.0289766, 0.0638912, -0.142514
0.0294182, 0.0628217, -0.142627
0.0298128, 0.0610689, -0.142191
0.0318133, 0.0572662, -0.142899
0.0309127, 0.0565977, -0.14376
0.0307397, 0.0542048, -0.14484
0.0316338, 0.0520987, -0.143672
0.0303939, 0.0527582, -0.143067
0.0317222, 0.0502314, -0.141976
0.0327373, 0.0483956, -0.141747
0.031538, 0.0482039, -0.141907
0.0332723, 0.0444757, -0.142872
0.0337429, 0.0434213, -0.14126
0.0324465, 0.0441105, -0.140259
0.0326963, 0.0399708, -0.142376
0.0321888, 0.0381034, -0.144139
0.0313013, 0.0389575, -0.144036
0.0330845, 0.0359685, -0.143712
0.0341654, 0.033882, -0.142203
0.0329051, 0.0337732, -0.142075
0.0330211, 0.0318365, -0.142028
0.0339353, 0.0290792, -0.141481
0.0337716, 0.028401, -0.141459
0.0328128, 0.0276582, -0.141762
0.0341078, 0.0244326, -0.142412
0.0339558, 0.0231434, -0.142227
0.0326849, 0.0242184, -0.140425
0.0329429, 0.0218733, -0.141673
0.0348274, 0.0174782, -0.141986
0.0349113, 0.0161992, -0.143094
0.0322492, 0.0164332, -0.144304
0.0329773, 0.0130853, -0.144805
0.0350648, 0.00896587, -0.143901
0.0350794, 0.00902338, -0.142217
0.0332961, 0.0103295, -0.142103
0.0333796, 0.00859115, -0.141748
0.0363799, 0.00366902, -0.142031
0.0367518, 0.000479258, -0.14223
0.0339097, 0.00253085, -0.142794
0.0318686, 0.00241825, -0.142899
0.034662, -0.0012378, -0.141272
0.0359393, -0.00573387, -0.142402
0.0343733, -0.00701448, -0.144473
0.0319579, -0.00495278, -0.144656
0.0314321, -0.00650265, -0.14493
0.0343955, -0.0116942, -0.144251
0.0372988, -0.0158732, -0.142383
0.0361428, -0.0157794, -0.14213
0.0334187, -0.0142768, -0.142199
0.033577, -0.0163268, -0.142279
0.0356571, -0.0204685, -0.141857
0.0376421, -0.0231609, -0.140705
0.0361258, -0.0245999, -0.141971
0.0347517, -0.0267951, -0.143977
0.0359941, -0.0296189, -0.143182
0.0371195, -0.0327119, -0.142883
0.0373506, -0.0338404, -0.141419
0.0348753, -0.0328232, -0.14242
0.0334948, -0.0348885, -0.145102
0.0350277, -0.0379621, -0.14463
0.0382229, -0.0423555, -0.142787
0.0384445, -0.0447025, -0.142239
0.0360818, -0.0442204, -0.142516
0.0354675, -0.0449849, -0.141902
0.0362191, -0.0472714, -0.141389
0.0371279, -0.0509796, -0.141955
0.0367454, -0.0531662, -0.142528
0.0362993, -0.0537845, -0.141209
0.0370892, -0.0564284, -0.141068
0.0373002, -0.0593853, -0.140818
0.0369651, -0.0619365, -0.142413
0.0361282, -0.0621753, -0.141394
0.0352828, -0.0632387, -0.141581
0.0360561, -0.065864, -0.139904
0.0358094, -0.0676303, -0.140643
0.0349638, -0.0690446, -0.14081
0.0347826, -0.0708214, -0.142266
0.0347109, -0.0724444, -0.141506
0.0338869, -0.0736225, -0.142288
0.0332379, -0.0750744, -0.141684
0.0327613, -0.0756953, -0.141261
0.0325482, -0.0768192, -0.140441
0.0316716, -0.0775894, -0.140829
0.0311753, -0.0796616, -0.141852
0.0303396, -0.0802781, -0.141605
0.0298179, -0.0810584, -0.141106
0.0288757, -0.0815388, -0.140256
0.0282778, -0.0829004, -0.140504
0.027874, -0.0840891, -0.139938
0.0266281, -0.0852625, -0.140957
0.0257974, -0.0865837, -0.140685
0.0262401, -0.087438, -0.138845
0.0257275, -0.0890507, -0.138332
0.0257344, -0.0899313, -0.136692
0.0255661, -0.0911932, -0.137514
0.0263156, -0.0928012, -0.137641
0.0269783, -0.094588, -0.138373
0.0279672, -0.0964035, -0.138164
0.0315176, -0.100926, -0.135929
0.0347894, -0.105932, -0.134427
0.0354739, -0.106907, -0.13297
0.0348776, -0.106521, -0.132529
0.0372583, -0.110257, -0.132228
0.0406304, -0.114782, -0.130652
0.0425623, -0.117802, -0.129239
0.0425955, -0.118314, -0.128458
0.0435907, -0.119867, -0.127233
0.0455527, -0.122391, -0.125561
0.0476247, -0.125138, -0.124051
0.0479403, -0.125379, -0.122338
0.0482811, -0.126379, -0.121588
0.0504431, -0.129941, -0.120967
0.0535652, -0.134569, -0.119394
0.0547676, -0.137265, -0.118909
0.0545439, -0.137712, -0.118891
0.056125, -0.139252, -0.117021
0.058908, -0.144295, -0.116784
0.0616662, -0.149301, -0.116407
0.0614923, -0.149194, -0.115208
0.0596607, -0.148039, -0.115463
0.0603766, -0.151887, -0.11692
0.0620683, -0.157379, -0.117342
0.0600123, -0.158279, -0.118016
0.0546852, -0.156, -0.118817
0.0534767, -0.159096, -0.118165
0.0539398, -0.164723, -0.117757
0.0527224, -0.167779, -0.118611
0.049943, -0.168016, -0.119584
0.0483976, -0.171526, -0.120698
0.0475426, -0.174284, -0.121134
0.046943, -0.177201, -0.121223
0.0469575, -0.181125, -0.120747
0.0453566, -0.182954, -0.120776
0.0432985, -0.183441, -0.120579
0.0438972, -0.188184, -0.121334
0.0425926, -0.191606, -0.122712
0.0409952, -0.193889, -0.123348
0.0419179, -0.197574, -0.122237
0.0398028, -0.19775, -0.122206
0.0391224, -0.200845, -0.122439
0.0392134, -0.203646, -0.122025
0.0376676, -0.204932, -0.12214
0.0364096, -0.208084, -0.123445
0.0350832, -0.208392, -0.123344
0.0351769, -0.211317, -0.122645
0.0349909, -0.212841, -0.121082
0.033788, -0.214184, -0.120039
0.0319153, -0.216299, -0.121501
0.0300761, -0.217447, -0.12259
0.0294695, -0.220575, -0.123743
0.0293078, -0.221, -0.121936
0.028448, -0.22235, -0.120106
0.0283839, -0.223695, -0.118478
0.0280775, -0.225983, -0.117896
0.0271504, -0.228134, -0.119381
0.025663, -0.228851, -0.119329
0.0256675, -0.230728, -0.117741
0.0259584, -0.232453, -0.115419
0.0251202, -0.235116, -0.115073
0.0227885, -0.235737, -0.116535
0.0213431, -0.238483, -0.118233
0.0207266, -0.240198, -0.118965
0.0206342, -0.242828, -0.118465
0.02061, -0.243495, -0.116301
0.0213567, -0.244159, -0.113177
0.0202187, -0.24516, -0.112807
0.0188656, -0.247763, -0.114281
0.0173608, -0.24981, -0.115318
0.0170585, -0.251815, -0.114775
0.0176712, -0.252254, -0.11197
0.0180224, -0.254171, -0.110113
0.0179318, -0.256084, -0.109677
0.0172581, -0.257782, -0.109813
0.0173271, -0.258997, -0.109211
0.0166529, -0.260738, -0.1082
0.0168385, -0.264366, -0.107569
0.0167218, -0.266099, -0.106496
0.0159794, -0.26749, -0.106375
0.0151423, -0.268028, -0.106156
0.0156696, -0.269838, -0.104755
0.0160838, -0.273896, -0.104508
0.0143255, -0.275016, -0.104686
0.0123721, -0.275165, -0.104947
0.0110663, -0.273837, -0.104017
0.0123064, -0.276026, -0.102505
0.0124671, -0.278247, -0.101921
0.0118675, -0.280335, -0.101783
0.0114801, -0.281398, -0.100749
0.0101928, -0.281661, -0.100085
0.00886586, -0.282661, -0.0999572
0.00855563, -0.285151, -0.0998293
0.00801267, -0.28658, -0.0995191
0.00824544, -0.288059, -0.0984946
0.00857414, -0.289293, -0.0968881
0.00802886, -0.292439, -0.0972705
0.0075593, -0.296013, -0.0979076
0.00671639, -0.296038, -0.0973331
0.0069464, -0.294776, -0.0955604
0.00706569, -0.296517, -0.0952953
0.00683217, -0.298918, -0.095482
