v_ee_x, v_ee_y, v_ee_z
-0.0165433, -0.400199, -0.0585794
-0.0173875, -0.400372, -0.0581282
-0.0182158, -0.40118, -0.0578655
-0.0188203, -0.402787, -0.0574984
-0.0188912, -0.403567, -0.0567239
-0.0196834, -0.403512, -0.0562521
-0.0190924, -0.403307, -0.0548102
-0.0180235, -0.403506, -0.0530981
-0.0189393, -0.405157, -0.0530126
-0.0198977, -0.40552, -0.0525276
-0.020672, -0.404715, -0.0517385
-0.0201274, -0.404973, -0.050575
-0.019957, -0.405337, -0.0497342
-0.0194245, -0.4064, -0.0484893
-0.0199171, -0.408797, -0.0480783
-0.0195329, -0.411028, -0.0469281
-0.0200259, -0.411495, -0.046212
-0.0201117, -0.40973, -0.0451703
-0.0210278, -0.409869, -0.0447518
-0.0212638, -0.411148, -0.0441777
-0.0223107, -0.412489, -0.0438482
-0.0222317, -0.410999, -0.0427937
-0.0236775, -0.409368, -0.0425485
-0.023302, -0.410935, -0.0415956
-0.021944, -0.413574, -0.0398349
-0.0206746, -0.414294, -0.0382896
-0.0212308, -0.412342, -0.0375134
-0.0224501, -0.410753, -0.0371589
-0.0220762, -0.412174, -0.0361044
-0.0216787, -0.416054, -0.0352018
-0.0211173, -0.417535, -0.0340798
-0.0221512, -0.415655, -0.0336884
-0.0222748, -0.413762, -0.0327017
-0.0220447, -0.416344, -0.0317965
-0.0216, -0.419519, -0.0307359
-0.0216839, -0.418418, -0.0297907
-0.0224544, -0.414852, -0.0292139
-0.0226085, -0.413647, -0.0283464
-0.0213723, -0.416644, -0.0269008
-0.0219992, -0.418735, -0.0264403
-0.0227453, -0.417608, -0.0259207
-0.0227053, -0.41558, -0.024945
-0.0230433, -0.416418, -0.0242638
-0.0225867, -0.418798, -0.0231447
-0.0217373, -0.419835, -0.0218356
-0.0227902, -0.41987, -0.0214956
-0.0228442, -0.419588, -0.0206275
-0.0216981, -0.418374, -0.0192216
-0.0217065, -0.419658, -0.0184219
-0.02205, -0.42113, -0.01761
-0.0216692, -0.421008, -0.0165639
-0.0220212, -0.419925, -0.0159305
-0.0229302, -0.417814, -0.0154812
-0.0221689, -0.418335, -0.0142298
-0.0211219, -0.420614, -0.0128047
-0.0220468, -0.420696, -0.0124532
-0.0226071, -0.418506, -0.0119136
-0.0219239, -0.417591, -0.0107353
-0.0208799, -0.419532, -0.00932471
-0.0214615, -0.422935, -0.00866265
-0.0219368, -0.423579, -0.00801739
-0.0213002, -0.420305, -0.00693727
-0.0205347, -0.418152, -0.00587734
-0.0203489, -0.421052, -0.00485532
-0.020986, -0.423009, -0.0041929
-0.0213028, -0.421811, -0.00356298
-0.0211004, -0.419139, -0.00275722
-0.0211693, -0.418662, -0.0020096
-0.0208761, -0.420605, -0.000904235
-0.0206098, -0.421076, 0.000142429
-0.0202609, -0.419698, 0.00107283
-0.0200185, -0.418367, 0.00188578
-0.0199749, -0.417871, 0.00268625
-0.0199008, -0.419139, 0.00364341
-0.0197497, -0.420735, 0.00467439
-0.0198813, -0.422473, 0.00550479
-0.0200689, -0.421268, 0.00611856
-0.0197119, -0.418396, 0.00688714
-0.0193916, -0.418566, 0.00787832
-0.0191871, -0.421053, 0.00898877
-0.0193663, -0.421107, 0.00968991
-0.0190739, -0.418363, 0.0104147
-0.0189572, -0.416407, 0.0111339
-0.0190445, -0.418009, 0.0120549
-0.0187759, -0.419742, 0.0131957
-0.0183788, -0.418471, 0.0140964
-0.0189735, -0.416233, 0.0144187
-0.020014, -0.415954, 0.0146486
-0.0210765, -0.41645, 0.014993
-0.0225879, -0.417771, 0.0152222
-0.0241616, -0.418747, 0.0153656
-0.0257202, -0.419652, 0.0154719
-0.0270557, -0.417926, 0.0154153
-0.0283077, -0.415687, 0.0153717
-0.0297654, -0.417045, 0.015617
-0.0313358, -0.418525, 0.0158262
-0.0327359, -0.417578, 0.0158771
-0.0339016, -0.414998, 0.0158144
-0.0349813, -0.413644, 0.015942
-0.0362401, -0.415232, 0.0163243
-0.0373749, -0.415963, 0.0166743
-0.0383278, -0.413942, 0.0167954
-0.0393615, -0.412123, 0.0167966
-0.0406073, -0.41189, 0.0169204
-0.0419819, -0.412303, 0.0170979
-0.0433965, -0.412898, 0.017311
-0.0447286, -0.413371, 0.0175123
-0.0461637, -0.414373, 0.0176721
-0.0472288, -0.412619, 0.0177243
-0.0481178, -0.410274, 0.0177147
-0.0492097, -0.410518, 0.0179629
-0.0505261, -0.411496, 0.0182644
-0.0505424, -0.410758, 0.018985
-0.0491196, -0.408323, 0.0200869
-0.0477065, -0.407031, 0.0213068
-0.0462181, -0.406824, 0.0227901
-0.0440531, -0.407217, 0.0246688
-0.0411141, -0.406238, 0.026684
-0.0389512, -0.405631, 0.028357
-0.0371289, -0.404651, 0.0298192
-0.0353872, -0.404247, 0.0313885
-0.0336545, -0.404225, 0.0330095
-0.0318088, -0.404809, 0.0347556
-0.0302675, -0.405745, 0.0363664
-0.0281571, -0.405763, 0.0381161
-0.0266092, -0.403503, 0.0391863
-0.0258277, -0.402638, 0.040118
-0.0250535, -0.402352, 0.0411684
-0.0236195, -0.403398, 0.0428502
-0.02224, -0.402154, 0.0441138
-0.0219968, -0.400391, 0.044665
-0.0207098, -0.398518, 0.0456728
-0.0189225, -0.397732, 0.047132
-0.0184908, -0.397266, 0.0480671
-0.018041, -0.398483, 0.0492925
-0.0169183, -0.397312, 0.0503443
-0.017008, -0.395823, 0.0507445
-0.0162876, -0.394986, 0.0517385
-0.0147508, -0.395105, 0.0531815
-0.0137202, -0.394535, 0.0543402
-0.0116048, -0.393474, 0.0559375
-0.0124277, -0.393316, 0.0560693
-0.0127853, -0.395251, 0.0571512
-0.0130452, -0.395016, 0.0577086
-0.0124566, -0.392178, 0.0580142
-0.011671, -0.390004, 0.058818
-0.0128844, -0.389789, 0.0587731
-0.0122979, -0.391003, 0.0602455
-0.0114431, -0.388551, 0.0608944
-0.0105829, -0.38656, 0.0615846
-0.00968602, -0.385742, 0.0625236
-0.00961999, -0.385863, 0.0633182
-0.0085446, -0.385061, 0.0644016
-0.00844198, -0.384126, 0.0649898
-0.00787791, -0.383368, 0.0657388
-0.00883142, -0.382357, 0.0657342
-0.00861022, -0.381523, 0.0664309
-0.00910217, -0.380162, 0.0665304
-0.00847893, -0.380608, 0.0676075
-0.00720598, -0.379529, 0.0686164
-0.00614243, -0.378526, 0.0695123
-0.00776537, -0.377859, 0.0692359
-0.00804168, -0.37816, 0.0699196
-0.00878041, -0.378293, 0.0701143
-0.00836685, -0.377158, 0.0707079
-0.00842928, -0.374378, 0.0706682
-0.00844994, -0.3739, 0.0710725
-0.00859685, -0.373717, 0.0717101
-0.00848714, -0.372646, 0.0721578
-0.00819787, -0.372141, 0.0729488
-0.00690105, -0.370231, 0.073857
-0.00684757, -0.369001, 0.0742661
-0.00733566, -0.368611, 0.0747179
-0.00751026, -0.366148, 0.074593
-0.00779814, -0.365844, 0.0749254
-0.00668463, -0.365409, 0.0761572
-0.0050293, -0.363679, 0.0772446
-0.00645019, -0.3632, 0.077192
-0.00728323, -0.362041, 0.0772834
-0.00760513, -0.361033, 0.0772849
-0.00747773, -0.360437, 0.0778478
-0.00717661, -0.358743, 0.078287
-0.00687497, -0.357778, 0.0787918
-0.00714548, -0.358099, 0.0793991
-0.0068687, -0.356332, 0.0796594
-0.006258, -0.354667, 0.0801255
-0.00581597, -0.35343, 0.0807852
-0.00653841, -0.353284, 0.0812212
-0.00753468, -0.35284, 0.0813934
-0.00691708, -0.35132, 0.0819017
-0.00516639, -0.349909, 0.0830498
-0.00524514, -0.350116, 0.0838566
-0.00657729, -0.348481, 0.0834488
-0.00736265, -0.345968, 0.0830139
-0.00767823, -0.344763, 0.0831592
-0.00758442, -0.34386, 0.0836626
-0.00777924, -0.342123, 0.0837341
-0.00729496, -0.341029, 0.0843752
-0.0072054, -0.340509, 0.0850269
-0.00611212, -0.339302, 0.0858372
-0.00584632, -0.33776, 0.0861098
-0.00650746, -0.336719, 0.0862206
-0.00768064, -0.336213, 0.0863103
-0.00649727, -0.333961, 0.0867713
-0.00255085, -0.331143, 0.0884873
-0.00376424, -0.330454, 0.0881973
-0.0053491, -0.331086, 0.0886283
-0.00641581, -0.329386, 0.0883108
-0.00528877, -0.326752, 0.0884192
-0.00521212, -0.325806, 0.0888302
-0.00571809, -0.326118, 0.0895517
-0.00585611, -0.325411, 0.0902052
-0.00409943, -0.322601, 0.0907645
-0.00303743, -0.320082, 0.0909741
-0.00395012, -0.319848, 0.0910215
-0.00548594, -0.320506, 0.0913762
-0.00359533, -0.318726, 0.0925188
-0.00109749, -0.315871, 0.0934577
-0.00245425, -0.314665, 0.0927396
-0.00441204, -0.314012, 0.0924081
-0.00539953, -0.313307, 0.0923452
-0.00420624, -0.310876, 0.0926081
-0.00269235, -0.307334, 0.0927557
-0.00274877, -0.30649, 0.0930758
-0.0025529, -0.307154, 0.0943389
-0.00162534, -0.306238, 0.0952567
-0.00087751, -0.303379, 0.095047
-0.00224076, -0.301766, 0.0942293
-0.002523, -0.3016, 0.0948046
0.000370132, -0.301591, 0.0973735
0.000890663, -0.299165, 0.0974472
0.000579577, -0.296079, 0.096688
-0.000665918, -0.29475, 0.0963491
-0.000580276, -0.294911, 0.0970172
0.000589179, -0.29349, 0.097996
0.0020226, -0.290612, 0.0981452
0.00272719, -0.289571, 0.0987769
0.00242953, -0.289682, 0.0994174
0.00252564, -0.287664, 0.0994177
0.00232542, -0.284932, 0.0989206
0.00379264, -0.283446, 0.0998273
0.00545907, -0.282854, 0.101647
0.00448181, -0.28187, 0.101028
0.0039822, -0.279794, 0.100724
0.00363671, -0.277424, 0.100208
0.00430646, -0.275938, 0.10058
0.0042071, -0.275534, 0.101095
0.00453339, -0.274496, 0.101526
0.00666387, -0.271854, 0.10256
0.00730422, -0.269605, 0.102707
0.00643116, -0.268287, 0.102164
0.00583241, -0.267202, 0.101994
0.00920217, -0.266262, 0.104744
0.0108276, -0.263927, 0.105605
0.0102206, -0.261779, 0.104394
0.00910559, -0.26057, 0.104054
0.00911315, -0.259848, 0.104468
0.0101217, -0.259145, 0.105645
0.0111924, -0.257014, 0.105948
0.0123182, -0.255793, 0.107041
0.0128125, -0.254952, 0.107984
0.0125872, -0.253818, 0.10797
0.0119233, -0.252277, 0.107583
0.013371, -0.252039, 0.109396
0.0141938, -0.251494, 0.111248
0.0152592, -0.250437, 0.115692
0.0147527, -0.248967, 0.120646
0.0122593, -0.24762, 0.123466
0.0106238, -0.24702, 0.125723
0.0102672, -0.244304, 0.127737
0.0106905, -0.241964, 0.130806
0.0117485, -0.24135, 0.136332
0.0120286, -0.240699, 0.140941
0.0118895, -0.239739, 0.144162
0.0128385, -0.238265, 0.146778
0.0164465, -0.237411, 0.152067
0.0171151, -0.235573, 0.154749
0.0157035, -0.23386, 0.155506
0.0146973, -0.232632, 0.157834
0.0144436, -0.231928, 0.161043
0.0150526, -0.231507, 0.165158
0.0157097, -0.229515, 0.167858
0.0152112, -0.227625, 0.168793
0.0146044, -0.226975, 0.169966
0.0144597, -0.226393, 0.172639
0.0142106, -0.224946, 0.175026
0.0131884, -0.222954, 0.175753
0.0129213, -0.222501, 0.176672
0.0141598, -0.22154, 0.179113
0.013643, -0.218811, 0.178485
0.0127545, -0.216306, 0.177048
0.0122606, -0.214961, 0.177956
0.0109977, -0.213481, 0.177327
0.00937327, -0.21146, 0.175534
0.0103732, -0.208339, 0.175778
0.0113724, -0.205632, 0.176443
0.0095196, -0.204179, 0.174669
0.00940159, -0.202344, 0.17452
0.00997156, -0.200307, 0.17624
0.00879381, -0.197938, 0.17559
0.00859017, -0.195985, 0.175757
0.00786207, -0.195157, 0.176533
0.00823165, -0.193492, 0.176812
0.00931166, -0.191399, 0.177362
0.00867125, -0.189544, 0.176924
0.00812139, -0.187037, 0.175271
0.00658324, -0.185687, 0.173868
0.00605943, -0.183997, 0.172963
0.00562584, -0.180937, 0.171963
0.00680091, -0.178322, 0.171966
0.00746422, -0.175829, 0.172024
0.00655656, -0.1749, 0.170968
0.00625204, -0.171389, 0.168974
0.00682967, -0.169677, 0.169009
0.00840184, -0.166824, 0.170148
0.00794363, -0.165343, 0.169737
0.00736427, -0.162213, 0.167581
0.00628657, -0.161387, 0.166783
0.00624151, -0.157968, 0.165094
0.00688664, -0.156809, 0.165415
0.00859644, -0.154045, 0.166769
0.00789729, -0.153187, 0.166365
0.00716551, -0.149825, 0.16375
0.0078016, -0.148739, 0.164706
0.00714585, -0.146838, 0.163258
0.00630628, -0.144442, 0.160571
0.00622501, -0.142589, 0.159913
0.00744945, -0.138762, 0.159279
0.0071884, -0.137755, 0.158967
0.0102059, -0.131861, 0.158425
0.0120381, -0.127581, 0.15786
0.0134311, -0.123646, 0.156777
0.0161983, -0.11846, 0.156287
0.0183123, -0.114782, 0.15613
0.021199, -0.10746, 0.153723
0.0224677, -0.104001, 0.152724
0.0238427, -0.101063, 0.153255
0.0244723, -0.0974363, 0.152069
0.0252975, -0.0946756, 0.15113
0.0273907, -0.0894047, 0.150051
0.0277923, -0.0875926, 0.149819
0.0287777, -0.0857537, 0.15025
0.0309002, -0.0814859, 0.150329
0.032467, -0.0791079, 0.151114
0.0341643, -0.0744923, 0.150217
0.034754, -0.0720238, 0.149802
0.0340112, -0.0719678, 0.150117
0.0356452, -0.0678224, 0.149146
0.0364434, -0.065274, 0.148813
0.0359335, -0.0638943, 0.148174
0.0380151, -0.0596231, 0.14792
0.0374766, -0.0585811, 0.147238
0.0370081, -0.057605, 0.146856
0.0400952, -0.05316, 0.147625
0.0388294, -0.0526736, 0.14721
0.0381589, -0.0522137, 0.14765
0.0416704, -0.0475112, 0.149366
0.0410526, -0.0465955, 0.149073
0.0402547, -0.045669, 0.148584
0.0417521, -0.0422143, 0.148402
0.0419912, -0.0418258, 0.149336
0.0414892, -0.0407922, 0.149065
0.0421557, -0.0374029, 0.148549
0.0428322, -0.0356971, 0.149418
0.0421512, -0.0359702, 0.150135
0.041881, -0.0334133, 0.148649
0.0430052, -0.0306861, 0.149366
0.0419801, -0.0316699, 0.150661
0.0407631, -0.0313226, 0.150163
0.0417577, -0.0272521, 0.149136
0.0423659, -0.0248514, 0.149429
0.0419607, -0.0264054, 0.151991
0.0413425, -0.0246447, 0.150773
0.0425971, -0.0206979, 0.150811
0.0427447, -0.0190298, 0.149878
0.0405659, -0.0197512, 0.149847
0.0401171, -0.0192178, 0.150036
0.0419727, -0.0149217, 0.150789
0.0423912, -0.0139334, 0.15208
0.0407618, -0.0137009, 0.151354
0.0407253, -0.0118938, 0.151194
0.042521, -0.00749202, 0.150567
0.0429816, -0.00546764, 0.151156
0.0405405, -0.00767564, 0.151582
0.0392338, -0.0072184, 0.151617
0.0409408, -0.0032178, 0.151294
0.0430495, 0.000647936, 0.152192
0.0417995, 0.000419238, 0.152155
0.0380028, -0.00137446, 0.150792
0.0379876, 0.000454166, 0.150918
0.0402947, 0.00536732, 0.151185
0.0413538, 0.00747846, 0.152848
0.0382332, 0.00622248, 0.151562
0.0360337, 0.00568452, 0.1508
0.0373221, 0.0100873, 0.1488
0.0410639, 0.0156703, 0.150303
0.0410346, 0.0171121, 0.150297
0.0383097, 0.0159569, 0.151077
0.0362231, 0.0151919, 0.150836
0.0382967, 0.0193623, 0.151236
0.0406792, 0.0234542, 0.151358
0.0417148, 0.0255197, 0.151575
0.041577, 0.0260371, 0.151043
0.0424265, 0.0274402, 0.152177
0.0444462, 0.0300725, 0.152964
0.0446997, 0.030288, 0.154996
0.044508, 0.0299555, 0.156082
0.0446398, 0.0309502, 0.155461
0.0469132, 0.0346177, 0.155983
0.0491988, 0.0378313, 0.156181
0.0492271, 0.0378828, 0.158382
0.0484703, 0.0371629, 0.158312
0.0488506, 0.0378408, 0.158702
0.0502007, 0.0403523, 0.158461
0.052094, 0.0427697, 0.16036
0.0527104, 0.0442291, 0.161623
0.0538004, 0.0457307, 0.163005
0.0548064, 0.0473912, 0.163494
0.056507, 0.050142, 0.163811
0.0571909, 0.0513274, 0.164807
0.0568381, 0.0513356, 0.165666
0.0572582, 0.0524969, 0.166847
0.0585753, 0.0549184, 0.167177
0.0609655, 0.0584653, 0.167907
0.0611563, 0.0596375, 0.167606
0.0615921, 0.0604603, 0.168315
0.062037, 0.0617757, 0.168705
0.0630557, 0.0642527, 0.167779
0.062889, 0.0650524, 0.167781
0.0633817, 0.0658684, 0.168518
0.0641547, 0.0669871, 0.170163
0.0641137, 0.0675655, 0.170982
0.0635688, 0.0679572, 0.17088
0.0617513, 0.0689697, 0.168927
0.0604954, 0.0705918, 0.168258
0.0593465, 0.0727607, 0.167721
0.0575639, 0.0749214, 0.167109
0.0559042, 0.0768864, 0.165734
0.0536905, 0.0783035, 0.164843
0.0526732, 0.0808873, 0.162111
0.0502695, 0.082418, 0.160185
0.0488245, 0.0844846, 0.158136
0.0465366, 0.0858336, 0.155162
0.045279, 0.0885343, 0.153371
0.0440543, 0.0898137, 0.151658
0.0426014, 0.091567, 0.151589
0.0407443, 0.0927738, 0.1499
0.0395921, 0.0946085, 0.149573
0.0395442, 0.096458, 0.149071
0.038422, 0.0988732, 0.147811
0.0369958, 0.0998309, 0.147007
0.0358819, 0.0998022, 0.14814
0.0345776, 0.101191, 0.147219
0.0338378, 0.103945, 0.144808
0.0337129, 0.106109, 0.144829
0.0328436, 0.107972, 0.14325
0.0318913, 0.109706, 0.141377
0.0342222, 0.116027, 0.140389
0.0360555, 0.121431, 0.140254
0.0364334, 0.12378, 0.141473
0.0353104, 0.126199, 0.140816
0.036249, 0.130366, 0.140087
0.0380543, 0.134446, 0.141395
0.0380524, 0.13734, 0.139858
0.0379234, 0.139371, 0.140647
0.0387727, 0.14325, 0.140689
0.0401343, 0.149074, 0.1392
0.0406649, 0.152866, 0.138388
0.0391606, 0.152945, 0.137994
0.0364573, 0.152174, 0.135376
0.0359187, 0.154774, 0.133331
0.0393489, 0.161246, 0.13412
0.042457, 0.16695, 0.136086
0.0425797, 0.170248, 0.135291
0.0399982, 0.16957, 0.134255
0.0391948, 0.171477, 0.132585
0.0412001, 0.175561, 0.13304
0.0427556, 0.180127, 0.132875
0.0412894, 0.179161, 0.133078
0.039664, 0.179429, 0.132347
0.0413354, 0.184576, 0.131998
0.0440886, 0.191474, 0.130765
0.0418371, 0.190204, 0.130902
0.0394051, 0.188562, 0.130752
0.0399199, 0.193448, 0.128883
0.0414066, 0.198943, 0.128056
0.0404446, 0.198857, 0.128835
0.0403259, 0.199616, 0.13031
0.0414592, 0.201811, 0.132043
0.0410139, 0.203862, 0.131386
0.0409427, 0.208157, 0.128784
0.0405845, 0.209925, 0.128598
0.0395381, 0.208714, 0.129166
0.040358, 0.21242, 0.128664
0.0424289, 0.217441, 0.128519
0.0414859, 0.21813, 0.128547
0.0414411, 0.220354, 0.129183
0.0409688, 0.222205, 0.129155
0.0410814, 0.225008, 0.129011
0.042399, 0.228788, 0.129041
0.0408473, 0.228781, 0.128414
0.0409898, 0.229775, 0.128552
0.0408019, 0.232219, 0.129015
0.0402023, 0.234728, 0.126279
0.0395782, 0.238423, 0.123625
0.0377976, 0.2362, 0.124205
0.0386953, 0.237385, 0.126928
0.0384203, 0.239069, 0.126871
0.0385369, 0.241808, 0.126205
0.0377186, 0.242909, 0.126514
0.0360949, 0.242302, 0.125836
0.035886, 0.245274, 0.12549
0.0354115, 0.247001, 0.124291
0.0359444, 0.249338, 0.124583
0.0346593, 0.248182, 0.12401
0.0333045, 0.250502, 0.121095
0.0328939, 0.253359, 0.119291
0.0331843, 0.255643, 0.119879
0.0339574, 0.256918, 0.122155
0.0338371, 0.257921, 0.122844
0.0339313, 0.259576, 0.123297
0.033107, 0.260861, 0.122739
0.0329953, 0.263749, 0.121421
0.0323145, 0.265136, 0.120723
0.0315187, 0.265822, 0.120626
0.0303729, 0.264879, 0.119711
0.0306845, 0.268597, 0.11954
0.0304981, 0.271907, 0.116956
0.0297007, 0.274364, 0.115527
0.0290427, 0.274051, 0.116476
0.0303435, 0.276093, 0.118955
0.0309853, 0.279475, 0.119104
0.0303745, 0.281332, 0.118617
0.0289327, 0.281998, 0.117181
0.0280282, 0.283938, 0.116137
0.0281295, 0.287478, 0.114041
0.0278292, 0.289176, 0.112871
0.0287726, 0.291471, 0.114643
0.0273174, 0.29215, 0.112458
0.0260693, 0.294941, 0.110101
0.0269127, 0.296875, 0.111104
0.0285501, 0.29911, 0.114759
0.0278917, 0.298861, 0.115089
0.0262113, 0.299439, 0.114028
0.0252408, 0.301218, 0.111283
0.0244528, 0.302836, 0.110215
0.0245873, 0.306252, 0.10825
0.0249538, 0.307662, 0.110218
0.0241111, 0.308028, 0.110169
0.0222525, 0.310248, 0.106274
0.0209835, 0.311093, 0.104749
0.0225122, 0.312689, 0.10737
0.0225499, 0.314058, 0.108822
0.0224422, 0.316852, 0.108506
0.0215331, 0.319054, 0.10662
0.0202219, 0.320851, 0.104413
0.0191659, 0.322118, 0.101267
0.0186617, 0.323647, 0.100774
0.0200224, 0.326306, 0.102706
0.0189319, 0.328525, 0.100549
0.0165757, 0.328288, 0.0981318
0.0165826, 0.328312, 0.0997802
0.0179688, 0.329981, 0.102554
0.0179691, 0.332087, 0.102459
0.0164268, 0.333741, 0.0998389
0.0149984, 0.334961, 0.0975644
0.0147007, 0.33723, 0.0966013
0.0148299, 0.339055, 0.0961001
0.0147969, 0.340994, 0.0973834
0.0137097, 0.3434, 0.0946774
0.0124206, 0.346045, 0.09211
0.0133927, 0.34844, 0.0932341
0.0139149, 0.349205, 0.0958106
0.012776, 0.349541, 0.0957429
0.0118922, 0.352561, 0.0936819
0.0114857, 0.356975, 0.0912204
0.0100525, 0.356913, 0.0893344
0.0084362, 0.354404, 0.0879066
0.007595, 0.35473, 0.0884628
0.00800467, 0.359094, 0.0863952
0.00720267, 0.362567, 0.0841852
0.00674125, 0.362123, 0.0849344
0.00710633, 0.362068, 0.0876374
0.0071896, 0.363778, 0.0886374
0.00644212, 0.368039, 0.08621
0.00529478, 0.369784, 0.084007
0.00429026, 0.370931, 0.0823508
0.00493993, 0.372671, 0.0833596
0.003974, 0.374009, 0.0819317
0.00148786, 0.375136, 0.0783427
0.000964584, 0.376351, 0.0776321
0.00190267, 0.378175, 0.0793814
0.0013994, 0.378145, 0.0798085
-0.000479458, 0.376543, 0.0791999
-0.00185254, 0.377661, 0.0773066
-0.00245555, 0.381435, 0.075718
-0.00253295, 0.384396, 0.0738888
-0.00325709, 0.383026, 0.0748661
-0.00357686, 0.383336, 0.0746312
-0.00491958, 0.386372, 0.0703965
-0.00573393, 0.389104, 0.0680431
-0.00484478, 0.389785, 0.0702428
-0.00512395, 0.390346, 0.0716663
-0.00598725, 0.392139, 0.0706337
-0.00743638, 0.394318, 0.0688322
-0.00768485, 0.396363, 0.0680871
-0.00822327, 0.398262, 0.0671319
-0.00823439, 0.398021, 0.0680733
-0.0102433, 0.396082, 0.0662785
-0.0120827, 0.397425, 0.0630725
-0.011733, 0.401029, 0.0624103
-0.0114321, 0.401781, 0.063211
-0.0121704, 0.400475, 0.0633383
-0.0136965, 0.400568, 0.0620942
-0.0147659, 0.403982, 0.0598182
-0.0154107, 0.407295, 0.057971
-0.0161488, 0.408594, 0.0569808
-0.0158548, 0.409017, 0.0582145
-0.0163236, 0.409748, 0.0587642
-0.0176934, 0.411451, 0.0560737
-0.0179877, 0.414721, 0.0541632
-0.017806, 0.41451, 0.0560416
-0.0185972, 0.410816, 0.0564615
-0.0202696, 0.41004, 0.0545832
-0.0211155, 0.413927, 0.0515031
-0.0215546, 0.417493, 0.0504107
-0.0225329, 0.4174, 0.0492043
-0.0231553, 0.416128, 0.0490885
-0.0232692, 0.417676, 0.0498017
-0.0244162, 0.420499, 0.0472037
-0.0252863, 0.422826, 0.045403
-0.0252138, 0.422955, 0.0460953
-0.0256638, 0.420869, 0.0474399
-0.0263064, 0.421337, 0.0461637
-0.0275636, 0.424838, 0.0445135
-0.0287008, 0.425936, 0.0424189
-0.0304696, 0.423396, 0.0405764
-0.0319844, 0.422429, 0.0384823
-0.03089, 0.425471, 0.0392036
-0.0306089, 0.427805, 0.0400015
-0.0322433, 0.428628, 0.0371757
-0.0339075, 0.426774, 0.0347945
-0.0334835, 0.426742, 0.0362421
-0.0321813, 0.429442, 0.0382397
-0.0329241, 0.432045, 0.0370765
-0.0343751, 0.431593, 0.0358993
-0.0356651, 0.430517, 0.0339234
-0.0362073, 0.432897, 0.0332246
-0.0368646, 0.435419, 0.0304438
-0.0376665, 0.433147, 0.0305732
-0.0380593, 0.430532, 0.0308481
-0.0394528, 0.431267, 0.0276018
-0.0409558, 0.434237, 0.0247549
-0.0404006, 0.435158, 0.0249982
-0.0404967, 0.433721, 0.0271348
-0.0407435, 0.433438, 0.0265887
-0.0415848, 0.436491, 0.0252825
-0.041846, 0.439774, 0.0236231
-0.0426971, 0.439373, 0.0224522
-0.044174, 0.437623, 0.0203415
-0.0452659, 0.438307, 0.0192869
-0.0452651, 0.439888, 0.0187912
-0.0448768, 0.438013, 0.0200734
-0.0459423, 0.435326, 0.0185551
-0.0473576, 0.435518, 0.0161355
-0.0476201, 0.438584, 0.0152704
-0.0470614, 0.441115, 0.0162893
-0.0471153, 0.439017, 0.0168292
-0.0477776, 0.438486, 0.0153704
-0.0483531, 0.440932, 0.0141886
-0.0488881, 0.442659, 0.012411
-0.0496901, 0.441385, 0.011318
-0.0506287, 0.439804, 0.00943048
-0.0513384, 0.440554, 0.00882228
-0.0511203, 0.441871, 0.00835576
-0.0513699, 0.44016, 0.00820194
-0.0511796, 0.437324, 0.00775782
-0.052236, 0.438524, 0.00541327
-0.053095, 0.442111, 0.00316685
-0.0530673, 0.442189, 0.00315931
-0.053371, 0.439244, 0.00351275
-0.0529345, 0.439378, 0.00361388
-0.0531535, 0.442511, 0.00322286
-0.0535395, 0.444172, 0.00194998
-0.0543322, 0.442193, 9.98808e-05
-0.0532162, 0.434018, -0.000754976
-0.0527971, 0.432779, -0.00179765
-0.0535522, 0.439688, -0.00314889
-0.0546067, 0.438121, -0.00398852
-0.0545477, 0.432043, -0.00359588
-0.0554589, 0.433791, -0.00517671
-0.056178, 0.440995, -0.00708101
-0.0568394, 0.442805, -0.00880121
-0.0562426, 0.438697, -0.00790071
-0.0566492, 0.437459, -0.0075171
-0.0569951, 0.443804, -0.00810157
-0.0575321, 0.447662, -0.0110045
-0.0569063, 0.443024, -0.0129293
-0.0565706, 0.438083, -0.0146195
-0.0563186, 0.439732, -0.0137634
-0.0562919, 0.440566, -0.0124242
-0.057295, 0.436889, -0.0151029
-0.0571289, 0.434773, -0.016839
-0.0565897, 0.43811, -0.0179914
-0.0568201, 0.443497, -0.0190614
-0.0568481, 0.442114, -0.0192682
-0.0563262, 0.4375, -0.018992
-0.0564447, 0.437472, -0.0197221
-0.0565646, 0.441278, -0.0206113
-0.0561308, 0.441131, -0.0213268
-0.0562887, 0.437399, -0.0235787
-0.0566443, 0.435456, -0.0255405
-0.0562402, 0.437298, -0.0253762
-0.0557289, 0.43622, -0.0253803
-0.0558118, 0.431305, -0.0260339
-0.0562507, 0.429743, -0.0258993
-0.056286, 0.434209, -0.0239118
-0.056613, 0.436833, -0.0226232
-0.0576782, 0.434421, -0.022838
-0.0589283, 0.433027, -0.0226215
-0.0593139, 0.434777, -0.020679
-0.059642, 0.437595, -0.0187923
-0.0600792, 0.435306, -0.0186721
-0.0602693, 0.430828, -0.0214312
-0.0594654, 0.430562, -0.0233775
-0.058343, 0.433229, -0.0239585
-0.057326, 0.430812, -0.0240457
-0.0563825, 0.426706, -0.024641
-0.05595, 0.42575, -0.0252786
-0.0555145, 0.429652, -0.0260657
-0.0553748, 0.431361, -0.0268443
-0.0548097, 0.427469, -0.0284289
