T1, T2, T3, T4, T5, T6, T7
13.1294, 12.4592, 0.697685, 6.05495, -0.591145, -0.890302, 0.0566173
13.0106, 12.6003, 0.604492, 6.02076, -0.595533, -0.890925, 0.0567644
12.8882, 12.6693, 0.513751, 6.01396, -0.600899, -0.892131, 0.0569147
12.8523, 12.5574, 0.48397, 6.0853, -0.604473, -0.895919, 0.0570055
12.7623, 12.524, 0.423849, 6.12929, -0.608599, -0.898642, 0.0571122
12.6128, 12.6054, 0.321745, 6.08855, -0.613368, -0.897319, 0.0572622
12.489, 12.7201, 0.230688, 6.08084, -0.618185, -0.899615, 0.0574023
12.508, 12.5645, 0.232511, 6.14092, -0.619831, -0.901314, 0.0574511
12.5271, 12.4518, 0.233869, 6.20534, -0.620958, -0.905198, 0.0575023
12.4434, 12.4046, 0.178135, 6.24398, -0.624939, -0.907184, 0.0576041
12.2101, 12.4144, 0.0435594, 6.26316, -0.633038, -0.9084, 0.0577836
12.087, 12.5509, -0.0482433, 6.23429, -0.637505, -0.909036, 0.0579177
12.1408, 12.6031, -0.0458209, 6.20448, -0.636446, -0.909505, 0.0579688
12.1631, 12.6378, -0.0562719, 6.17931, -0.636249, -0.909092, 0.0580175
11.9638, 12.6393, -0.170247, 6.20224, -0.64301, -0.910763, 0.0581683
11.7076, 12.6146, -0.308059, 6.24353, -0.651544, -0.912387, 0.0583319
11.7111, 12.4621, -0.309629, 6.31251, -0.653184, -0.915325, 0.0583773
11.8022, 12.3644, -0.272965, 6.3316, -0.6512, -0.916112, 0.0583865
11.6981, 12.4991, -0.354277, 6.25031, -0.653886, -0.91298, 0.0585045
11.511, 12.3705, -0.449061, 6.32183, -0.660932, -0.915352, 0.0586346
11.4985, 12.2506, -0.459043, 6.38782, -0.662806, -0.9184, 0.058676
11.463, 12.2463, -0.488006, 6.39836, -0.663844, -0.919953, 0.0587372
11.3627, 12.3695, -0.561326, 6.352, -0.666306, -0.919263, 0.0588395
11.2309, 12.4962, -0.652015, 6.3068, -0.670207, -0.918624, 0.0589604
11.1372, 12.4275, -0.706382, 6.3382, -0.674022, -0.919865, 0.0590505
11.08, 12.4893, -0.754184, 6.30623, -0.675718, -0.919298, 0.0591258
10.9823, 12.5185, -0.816981, 6.27715, -0.678201, -0.917984, 0.0592112
10.9124, 12.3204, -0.843357, 6.38099, -0.681656, -0.922203, 0.0592656
10.8974, 12.1688, -0.847249, 6.44733, -0.682835, -0.924402, 0.0592922
10.8412, 12.2923, -0.897617, 6.35314, -0.682815, -0.920572, 0.0593627
10.7412, 12.351, -0.960048, 6.33591, -0.685006, -0.920892, 0.0594506
10.6972, 12.1608, -0.975318, 6.39933, -0.687122, -0.922101, 0.0594915
10.5875, 12.1305, -1.03291, 6.44036, -0.690482, -0.924823, 0.0595689
10.4574, 12.0887, -1.10083, 6.44497, -0.693943, -0.924191, 0.0596527
10.3953, 12.1727, -1.14759, 6.40705, -0.694936, -0.923764, 0.0597177
10.3456, 12.1238, -1.1765, 6.41353, -0.696183, -0.923724, 0.0597689
10.2821, 12.1686, -1.22173, 6.36913, -0.69735, -0.921512, 0.0598298
10.141, 12.1804, -1.29773, 6.34252, -0.700357, -0.919964, 0.0599178
10.0463, 11.9263, -1.32467, 6.45462, -0.703719, -0.923267, 0.0599615
9.99174, 11.6869, -1.33434, 6.55056, -0.705716, -0.92586, 0.0599896
9.94191, 11.6343, -1.36283, 6.52766, -0.706437, -0.92329, 0.0600366
9.86302, 11.9089, -1.43592, 6.3902, -0.706928, -0.919159, 0.0601186
9.83148, 11.8617, -1.45733, 6.38616, -0.707932, -0.918592, 0.0601628
9.68479, 11.8268, -1.53207, 6.42747, -0.713019, -0.921172, 0.0602519
9.49516, 11.7755, -1.62307, 6.44747, -0.718223, -0.921213, 0.060356
9.34579, 11.7263, -1.69782, 6.4469, -0.722497, -0.919965, 0.0604354
9.25492, 11.7992, -1.75674, 6.40855, -0.724821, -0.918977, 0.0605042
9.17105, 11.8595, -1.81195, 6.34822, -0.726522, -0.916205, 0.0605734
9.05351, 11.8457, -1.87383, 6.34204, -0.729792, -0.915584, 0.0606394
8.83327, 11.7596, -1.97438, 6.37724, -0.7362, -0.915922, 0.0607324
8.6812, 11.5936, -2.03667, 6.43624, -0.741101, -0.916924, 0.0607965
8.54231, 11.4972, -2.09901, 6.46756, -0.745268, -0.917212, 0.0608592
8.50403, 11.7087, -2.14711, 6.33124, -0.744805, -0.912107, 0.0609147
8.34687, 11.7723, -2.23204, 6.29211, -0.748501, -0.910499, 0.0609912
8.16256, 11.6892, -2.31373, 6.32554, -0.753632, -0.911142, 0.0610623
7.96421, 11.5731, -2.39907, 6.37696, -0.759551, -0.912451, 0.0611388
7.74133, 11.4598, -2.49488, 6.41166, -0.765652, -0.912046, 0.0612162
7.55918, 11.5601, -2.59295, 6.34213, -0.769388, -0.908723, 0.0612949
7.4511, 11.4871, -2.6417, 6.33131, -0.771852, -0.906573, 0.0613375
7.34472, 11.3983, -2.68762, 6.34604, -0.774795, -0.906111, 0.0613693
7.17439, 11.3153, -2.76335, 6.34515, -0.779221, -0.904138, 0.0614297
6.92012, 11.1905, -2.86926, 6.38741, -0.785981, -0.904049, 0.0615091
6.75026, 11.0115, -2.93278, 6.45696, -0.791103, -0.905422, 0.0615531
6.66033, 11.1716, -2.99447, 6.34411, -0.791888, -0.90058, 0.0615955
6.52014, 11.4647, -3.08825, 6.18483, -0.792911, -0.895064, 0.0616628
6.38038, 11.3744, -3.14788, 6.18792, -0.796599, -0.893315, 0.0616988
6.13489, 11.1044, -3.23472, 6.2981, -0.80414, -0.895623, 0.0617543
5.94131, 11.0179, -3.31361, 6.3239, -0.808713, -0.895594, 0.0618058
5.89179, 11.1602, -3.35546, 6.19624, -0.808245, -0.889497, 0.0618262
5.68433, 11.1007, -3.44496, 6.20897, -0.813622, -0.8891, 0.0618815
5.45941, 10.9942, -3.53522, 6.22587, -0.818851, -0.887515, 0.061932
5.36874, 10.9975, -3.57965, 6.16789, -0.820044, -0.883799, 0.0619491
5.24022, 10.963, -3.63592, 6.14901, -0.822766, -0.881865, 0.0619723
5.10527, 10.7901, -3.6821, 6.19763, -0.826617, -0.882249, 0.0619939
4.95686, 10.7633, -3.74808, 6.1795, -0.830065, -0.880288, 0.0620251
4.68547, 11.0228, -3.89056, 6.03329, -0.834101, -0.87418, 0.0621137
4.53207, 11.0005, -3.95665, 6.00422, -0.837028, -0.871632, 0.0621412
4.34351, 10.7734, -4.01855, 6.07939, -0.842362, -0.872651, 0.062163
4.17741, 10.6823, -4.08295, 6.08238, -0.846, -0.870775, 0.0621861
4.05077, 10.5672, -4.13007, 6.06777, -0.848627, -0.867494, 0.0621952
3.81177, 10.4262, -4.21853, 6.10458, -0.854137, -0.867075, 0.0622356
3.70572, 10.3276, -4.25725, 6.09093, -0.856219, -0.864065, 0.062236
3.58266, 10.3104, -4.3099, 6.03746, -0.857988, -0.859961, 0.0622434
3.52282, 10.3527, -4.3418, 5.9664, -0.858246, -0.856155, 0.0622383
3.26071, 10.2618, -4.44508, 5.97707, -0.86428, -0.854616, 0.0622878
3.00999, 10.1028, -4.53411, 6.0289, -0.870058, -0.8549, 0.0623242
2.90283, 10.1297, -4.58299, 5.95398, -0.871102, -0.849948, 0.0623265
2.80564, 10.2684, -4.63834, 5.82061, -0.871142, -0.843322, 0.0623336
2.7264, 10.1843, -4.66505, 5.80671, -0.872547, -0.841095, 0.0623165
2.49154, 10.0817, -4.75395, 5.81518, -0.877763, -0.839433, 0.0623508
2.32463, 9.89023, -4.80599, 5.85426, -0.881745, -0.838521, 0.0623526
2.02004, 9.72268, -4.91437, 5.89461, -0.888401, -0.837125, 0.0623933
1.97964, 9.74287, -4.933, 5.80722, -0.887419, -0.831841, 0.0623687
1.9396, 9.63264, -4.9303, 5.78206, -0.885346, -0.828348, 0.0623102
2.09952, 9.52196, -4.84132, 5.72544, -0.877211, -0.823564, 0.0621755
1.89191, 9.51479, -4.91082, 5.66781, -0.877223, -0.818859, 0.0621724
1.89638, 9.41394, -4.88505, 5.64245, -0.872981, -0.815935, 0.0620961
1.74653, 9.22353, -4.91154, 5.68155, -0.87272, -0.815167, 0.0620586
1.88762, 9.01887, -4.81793, 5.65396, -0.864421, -0.810441, 0.0619295
1.86871, 9.03945, -4.80831, 5.55294, -0.858506, -0.80395, 0.0618639
1.97433, 8.88904, -4.73786, 5.51055, -0.851715, -0.799104, 0.0617637
1.83766, 8.59502, -4.75199, 5.57872, -0.85207, -0.798458, 0.0617283
1.8329, 8.23311, -4.7045, 5.66847, -0.849248, -0.798652, 0.0616509
1.76061, 8.0958, -4.70785, 5.64495, -0.846957, -0.794375, 0.061612
1.88587, 7.98111, -4.63671, 5.59073, -0.84043, -0.789588, 0.0615243
1.98584, 7.95995, -4.58122, 5.51046, -0.833586, -0.784484, 0.0614403
1.95623, 7.84592, -4.56992, 5.47062, -0.830168, -0.780013, 0.0613993
1.96435, 7.86921, -4.55557, 5.37982, -0.825314, -0.774612, 0.0613503
1.85171, 7.82663, -4.58681, 5.3369, -0.824609, -0.770946, 0.0613451
2.00401, 7.59765, -4.49295, 5.34313, -0.818033, -0.768674, 0.0612403
1.88091, 7.35494, -4.5037, 5.39039, -0.817323, -0.76753, 0.0612111
1.93699, 7.3648, -4.47262, 5.26862, -0.811531, -0.759502, 0.0611564
1.78873, 7.5279, -4.53768, 5.12544, -0.810525, -0.752472, 0.061175
1.99718, 7.16472, -4.40867, 5.17733, -0.803, -0.750969, 0.0610457
2.09011, 6.87992, -4.32859, 5.21087, -0.796891, -0.749251, 0.0609484
1.94924, 6.7636, -4.36604, 5.18492, -0.797383, -0.744946, 0.0609478
1.92042, 6.69163, -4.36466, 5.1505, -0.795787, -0.741894, 0.0609232
1.79729, 6.73594, -4.40305, 5.06614, -0.793826, -0.736895, 0.0609143
1.97106, 6.64342, -4.31238, 4.98966, -0.785186, -0.731079, 0.0608159
1.82174, 6.67305, -4.36174, 4.92589, -0.784742, -0.727226, 0.0608109
1.78291, 6.6346, -4.36665, 4.83931, -0.782248, -0.720643, 0.0607929
1.83752, 6.6209, -4.33205, 4.77044, -0.777219, -0.716707, 0.0607254
1.63247, 6.39299, -4.38118, 4.80987, -0.779405, -0.715061, 0.0607319
1.68934, 6.29425, -4.33682, 4.78002, -0.774511, -0.712244, 0.0606592
1.59732, 6.17491, -4.35163, 4.73636, -0.773037, -0.706887, 0.0606319
1.55941, 6.14688, -4.3519, 4.67436, -0.770013, -0.702625, 0.0605971
1.79441, 5.92198, -4.22897, 4.63681, -0.761099, -0.697364, 0.0604676
1.62684, 5.76789, -4.27202, 4.63644, -0.762477, -0.694292, 0.0604631
1.62022, 5.58702, -4.24527, 4.64024, -0.75931, -0.692006, 0.0604029
1.66171, 5.61443, -4.22116, 4.54842, -0.754537, -0.687145, 0.0603485
1.34127, 5.63433, -4.33766, 4.49705, -0.758541, -0.683095, 0.0603941
1.42204, 5.6769, -4.29689, 4.3931, -0.752154, -0.677872, 0.0603215
1.44526, 5.62023, -4.27255, 4.31759, -0.74786, -0.672253, 0.0602625
1.18208, 5.54888, -4.35629, 4.29564, -0.75049, -0.668928, 0.0602748
1.39927, 5.37166, -4.24352, 4.25181, -0.741574, -0.664305, 0.0601509
1.32532, 5.48551, -4.27149, 4.13492, -0.739153, -0.658778, 0.0601254
0.985957, 5.53773, -4.39727, 4.06965, -0.743485, -0.65436, 0.0601711
1.14538, 5.2877, -4.29848, 4.09323, -0.736504, -0.65333, 0.0600476
1.0884, 5.02083, -4.28766, 4.12119, -0.735554, -0.650676, 0.0599885
0.729981, 4.92371, -4.40578, 4.08751, -0.739977, -0.645064, 0.0600245
0.86876, 4.87386, -4.33474, 3.99847, -0.732325, -0.639277, 0.0599217
0.922648, 4.968, -4.31281, 3.87678, -0.727306, -0.633783, 0.0598561
0.621413, 4.93158, -4.41071, 3.84451, -0.730118, -0.630194, 0.05987
0.56724, 4.88353, -4.41354, 3.79169, -0.727327, -0.626322, 0.0598163
0.656622, 4.88996, -4.36854, 3.70642, -0.721582, -0.621988, 0.0597265
0.484312, 4.80799, -4.41629, 3.65745, -0.721877, -0.616783, 0.059706
0.251897, 4.72012, -4.48358, 3.63538, -0.723379, -0.613331, 0.0596938
0.393043, 4.56735, -4.40527, 3.58771, -0.716689, -0.608587, 0.0595768
0.280904, 4.5152, -4.43274, 3.53499, -0.71582, -0.60422, 0.0595377
-0.135251, 4.6509, -4.59006, 3.44047, -0.720916, -0.599007, 0.0595883
-0.154245, 4.43559, -4.56713, 3.43175, -0.718135, -0.595009, 0.0595091
0.0933689, 4.35137, -4.44894, 3.36062, -0.707731, -0.590646, 0.0593523
-0.0260317, 4.1194, -4.46275, 3.35001, -0.706927, -0.585429, 0.0592995
-0.434982, 3.92007, -4.59028, 3.39641, -0.713916, -0.583951, 0.0593241
-0.331818, 3.79593, -4.5279, 3.36004, -0.708083, -0.580562, 0.0592103
-0.0737186, 3.82784, -4.41876, 3.24629, -0.697615, -0.575612, 0.0590665
-0.306537, 3.91328, -4.50299, 3.13593, -0.698631, -0.569033, 0.0590589
-0.787318, 3.82923, -4.66533, 3.11338, -0.705775, -0.564184, 0.0591074
-0.897088, 3.80767, -4.68962, 3.05075, -0.703816, -0.559761, 0.0590472
-0.522556, 3.6793, -4.52472, 2.95952, -0.691043, -0.553569, 0.0588585
-0.448202, 3.6111, -4.47644, 2.91135, -0.685401, -0.550526, 0.0587497
-1.01944, 3.43464, -4.67032, 2.93378, -0.696342, -0.546709, 0.0588176
-1.4071, 3.37296, -4.79587, 2.92821, -0.701306, -0.544448, 0.0588275
-1.18965, 3.46615, -4.70614, 2.77208, -0.690804, -0.53719, 0.0586859
-0.938026, 3.27232, -4.58413, 2.7445, -0.68206, -0.533924, 0.0585198
-1.15674, 2.95844, -4.62868, 2.80342, -0.684518, -0.531999, 0.0584704
-1.73692, 2.80478, -4.82532, 2.80985, -0.694933, -0.527384, 0.0585369
-1.93184, 2.69831, -4.87239, 2.78893, -0.694815, -0.523932, 0.0584813
-1.57797, 2.69694, -4.72139, 2.67142, -0.6812, -0.518424, 0.0582886
-1.27449, 2.82024, -4.60319, 2.50687, -0.669041, -0.511698, 0.0581207
-1.5667, 2.74073, -4.69839, 2.47024, -0.672934, -0.507174, 0.0581108
-2.09807, 2.63403, -4.8809, 2.47447, -0.682681, -0.503935, 0.0581612
-2.18473, 2.54179, -4.89139, 2.42992, -0.680482, -0.49965, 0.0580786
-1.98843, 2.51923, -4.79665, 2.33183, -0.670227, -0.494332, 0.0579202
-1.91149, 2.55153, -4.75288, 2.20457, -0.662604, -0.48715, 0.0577954
-2.1028, 2.33671, -4.79687, 2.23059, -0.664533, -0.485278, 0.0577416
-2.21871, 2.03238, -4.80595, 2.28655, -0.665205, -0.484177, 0.0576567
-2.12507, 2.01809, -4.75912, 2.19405, -0.659255, -0.47889, 0.0575374
-2.02456, 1.95783, -4.70342, 2.11979, -0.652726, -0.474134, 0.057407
-2.15027, 2.02927, -4.74304, 2.01555, -0.651061, -0.468634, 0.0573443
-2.64261, 1.80302, -4.89805, 2.04927, -0.659408, -0.465414, 0.0573638
-2.83122, 1.41524, -4.9216, 2.13234, -0.660379, -0.463997, 0.0572782
-2.7409, 1.35367, -4.86808, 2.05012, -0.653502, -0.458401, 0.057143
-2.42261, 1.45955, -4.74099, 1.88471, -0.64027, -0.451311, 0.0569548
-2.42145, 1.43466, -4.72693, 1.81695, -0.636491, -0.447393, 0.0568524
-2.81866, 1.30022, -4.85676, 1.82511, -0.643345, -0.444869, 0.0568512
-3.03895, 1.26707, -4.92424, 1.77032, -0.644499, -0.440575, 0.0568018
-3.02384, 1.21299, -4.90501, 1.69581, -0.640709, -0.435464, 0.0566892
-2.8801, 1.05959, -4.82724, 1.65887, -0.633824, -0.431833, 0.0565296
-2.93682, 0.897803, -4.82528, 1.64554, -0.632072, -0.428856, 0.0564299
-3.15879, 0.947486, -4.89857, 1.5617, -0.632708, -0.424189, 0.0563781
-3.13996, 0.866244, -4.87038, 1.49907, -0.627619, -0.419468, 0.0562548
-3.10786, 0.826201, -4.84098, 1.44363, -0.622686, -0.416512, 0.0561265
-3.13107, 0.539939, -4.81706, 1.46723, -0.620419, -0.413788, 0.0560049
-3.39523, 0.546018, -4.90474, 1.40294, -0.622637, -0.409445, 0.055963
-3.59147, 0.414203, -4.95733, 1.3842, -0.623926, -0.406062, 0.0558931
-3.56725, 0.532446, -4.94225, 1.26824, -0.61834, -0.401832, 0.0557736
-3.71006, 0.349293, -4.96466, 1.25638, -0.616906, -0.398036, 0.0556745
-3.9238, 0.252864, -5.01878, 1.23589, -0.616862, -0.395196, 0.0555995
-4.07737, -0.0332671, -5.03719, 1.25252, -0.615743, -0.391139, 0.0554942
-4.23291, -0.0362862, -5.07617, 1.18723, -0.613755, -0.387157, 0.0554043
-4.48338, -0.233022, -5.1366, 1.19187, -0.614626, -0.38383, 0.0553298
-4.70486, -0.241387, -5.19812, 1.14412, -0.614015, -0.380888, 0.0552539
-4.9855, -0.307602, -5.28065, 1.09881, -0.615301, -0.376335, 0.0551919
-5.22389, -0.310706, -5.34943, 1.0337, -0.614868, -0.372027, 0.0551181
-5.52819, -0.465429, -5.43418, 1.02519, -0.617057, -0.368346, 0.0550542
-5.72495, -0.673746, -5.47039, 1.03606, -0.615996, -0.365556, 0.0549492
-6.04788, -0.758431, -5.56705, 1.00701, -0.618358, -0.361793, 0.0548925
-6.35755, -0.811107, -5.6591, 0.96294, -0.619791, -0.357645, 0.0548272
-6.71082, -0.814465, -5.7727, 0.913502, -0.622634, -0.354099, 0.0547793
-6.99684, -0.940322, -5.84918, 0.898702, -0.623501, -0.350775, 0.054698
-7.28504, -0.97177, -5.93372, 0.850959, -0.624188, -0.347018, 0.0546224
-7.63843, -1.15875, -6.03337, 0.866962, -0.627484, -0.344633, 0.0545496
-7.96237, -1.19279, -6.13078, 0.83328, -0.62914, -0.341969, 0.0544753
-8.24431, -1.10344, -6.22151, 0.727684, -0.628896, -0.33635, 0.0544025
-8.53809, -1.10007, -6.30879, 0.67743, -0.629316, -0.333456, 0.054318
-8.84997, -1.00421, -6.41101, 0.581602, -0.629932, -0.328757, 0.0542474
-9.15919, -1.19839, -6.49335, 0.571293, -0.631532, -0.324194, 0.0541559
-9.39202, -1.3365, -6.549, 0.525186, -0.630408, -0.318285, 0.0540455
-9.61723, -1.54646, -6.59723, 0.50125, -0.629388, -0.312541, 0.0539283
-9.81371, -1.65527, -6.64103, 0.440826, -0.627172, -0.306339, 0.0538078
-9.53338, -1.55502, -6.52615, 0.276835, -0.61413, -0.298913, 0.0535884
-9.13074, -1.54056, -6.3704, 0.140121, -0.601103, -0.292438, 0.0533452
-9.23619, -1.53655, -6.40624, 0.0346059, -0.60054, -0.285835, 0.0532402
-9.5621, -1.64711, -6.51712, -0.0196808, -0.60564, -0.279722, 0.053182
-9.38425, -1.74284, -6.43353, -0.118334, -0.597076, -0.272691, 0.0529715
-9.04505, -1.68104, -6.3015, -0.283226, -0.584378, -0.26486, 0.0527354
-8.91055, -1.63118, -6.24498, -0.422647, -0.576672, -0.257952, 0.0525517
-9.0816, -1.68078, -6.30158, -0.510185, -0.577738, -0.251457, 0.0524532
-9.13875, -1.65978, -6.31477, -0.632499, -0.574552, -0.244356, 0.0523178
-9.0537, -1.57589, -6.27761, -0.790628, -0.567395, -0.236513, 0.0521455
-8.95034, -1.49975, -6.23052, -0.948904, -0.559236, -0.228569, 0.0519628
-9.1839, -1.40101, -6.30971, -1.09104, -0.558687, -0.221002, 0.0518728
-9.35604, -1.40617, -6.35873, -1.19916, -0.557039, -0.21404, 0.0517567
-9.16312, -1.42226, -6.27351, -1.33191, -0.547452, -0.206465, 0.0515434
-8.76689, -1.31917, -6.12395, -1.51711, -0.533605, -0.198453, 0.0512872
-8.64424, -1.35075, -6.06881, -1.63409, -0.52694, -0.191595, 0.0510999
-8.84628, -1.45081, -6.12634, -1.71413, -0.527002, -0.184589, 0.0509902
-8.87516, -1.31888, -6.12866, -1.89561, -0.520728, -0.175614, 0.0508389
-8.46556, -1.35873, -5.96131, -2.0338, -0.506265, -0.168116, 0.0505644
-8.02217, -1.38464, -5.7846, -2.17805, -0.491522, -0.160585, 0.050285
-8.20365, -1.34638, -5.84718, -2.31105, -0.491402, -0.152801, 0.0501843
-8.60744, -1.47536, -5.98047, -2.3628, -0.496863, -0.146752, 0.0501291
-8.41799, -1.71637, -5.88329, -2.4042, -0.488651, -0.141437, 0.0499008
-8.00134, -1.81097, -5.70921, -2.49568, -0.474587, -0.136577, 0.049617
-8.222, -1.94637, -5.77026, -2.51706, -0.475682, -0.133862, 0.049506
-8.91112, -2.09299, -6.00966, -2.47418, -0.489182, -0.134325, 0.0495262
-8.8748, -2.03155, -5.98991, -2.5441, -0.484869, -0.13363, 0.0493531
-8.49196, -1.98632, -5.84043, -2.62954, -0.472712, -0.132741, 0.0490852
-8.5369, -2.08107, -5.83435, -2.65272, -0.468987, -0.131752, 0.0489036
-8.90433, -2.23146, -5.95134, -2.64466, -0.474103, -0.130584, 0.0488145
-8.89069, -2.36042, -5.92851, -2.64262, -0.471049, -0.131147, 0.0486198
-8.89038, -2.45367, -5.9138, -2.67346, -0.467909, -0.129652, 0.0484357
-8.89353, -2.49574, -5.8979, -2.72012, -0.463372, -0.12806, 0.0482477
-8.72069, -2.46864, -5.82452, -2.79213, -0.455623, -0.126792, 0.048021
-8.82823, -2.50935, -5.85389, -2.82173, -0.455052, -0.126276, 0.0478692
-9.11242, -2.53359, -5.94765, -2.85283, -0.457717, -0.125251, 0.0477603
-8.84873, -2.66466, -5.83089, -2.88534, -0.448239, -0.123663, 0.0474951
-8.8342, -2.8454, -5.80215, -2.86484, -0.444546, -0.12438, 0.0472874
-8.91079, -2.96213, -5.81435, -2.86226, -0.443311, -0.124761, 0.0471143
-8.68522, -2.90381, -5.72324, -2.95729, -0.43396, -0.122321, 0.0468743
-8.96859, -2.97088, -5.81715, -2.97176, -0.437266, -0.121618, 0.0467652
-8.90949, -3.04569, -5.78101, -2.99288, -0.432677, -0.121523, 0.0465547
-8.82051, -3.07145, -5.73662, -3.04841, -0.426907, -0.119775, 0.0463414
-8.99695, -3.14127, -5.78629, -3.0618, -0.426896, -0.1195, 0.0461926
-8.96536, -3.3413, -5.7548, -3.03085, -0.42385, -0.12058, 0.0459788
-9.19996, -3.42943, -5.82881, -3.05051, -0.425643, -0.118984, 0.0458488
-9.09294, -3.42699, -5.78033, -3.10647, -0.419734, -0.117926, 0.0456287
-9.13885, -3.32851, -5.79232, -3.19213, -0.416259, -0.11617, 0.0454539
-9.28007, -3.25819, -5.83684, -3.24482, -0.415003, -0.116215, 0.0452992
-9.39407, -3.47775, -5.85883, -3.19679, -0.415236, -0.117673, 0.0451144
-9.60744, -3.67847, -5.91833, -3.16045, -0.41714, -0.118185, 0.0449596
-9.54461, -3.8933, -5.87555, -3.13232, -0.413437, -0.118579, 0.0447288
-9.71665, -3.79601, -5.9333, -3.21897, -0.412167, -0.116132, 0.0445798
-9.81922, -3.65091, -5.97041, -3.29252, -0.41044, -0.116357, 0.0444167
-9.89785, -3.54507, -5.99437, -3.37542, -0.407474, -0.114871, 0.0442389
-9.89533, -3.54367, -5.98415, -3.41663, -0.403789, -0.114607, 0.0440331
-9.96689, -3.79337, -5.98844, -3.37721, -0.402639, -0.1146, 0.0438265
-10.1909, -3.86682, -6.05997, -3.38037, -0.40435, -0.114878, 0.0436756
-10.2064, -3.76243, -6.06167, -3.45588, -0.400508, -0.11419, 0.0434776
-10.2356, -3.55993, -6.06998, -3.56455, -0.395728, -0.113102, 0.0432812
-10.2228, -3.56004, -6.05671, -3.58516, -0.392386, -0.114671, 0.0430673
-10.5287, -3.78779, -6.15076, -3.52493, -0.396549, -0.116239, 0.0429131
-10.545, -4.04905, -6.13912, -3.45799, -0.395782, -0.118482, 0.0426931
-10.6653, -4.22464, -6.16299, -3.43919, -0.39461, -0.118315, 0.0424885
-10.6114, -4.25446, -6.13349, -3.46308, -0.390363, -0.118799, 0.0422616
-10.7662, -4.09717, -6.18689, -3.55234, -0.388415, -0.117704, 0.0420887
-10.8111, -3.84347, -6.2113, -3.6879, -0.385205, -0.115479, 0.0419085
-11.007, -3.86016, -6.27349, -3.70348, -0.385626, -0.116238, 0.041733
-11.0549, -4.08603, -6.2729, -3.64566, -0.384737, -0.118487, 0.0415066
-11.1715, -4.26726, -6.29904, -3.59733, -0.384809, -0.120775, 0.0412987
-11.2119, -4.28483, -6.30365, -3.61911, -0.382079, -0.121401, 0.0410817
-11.3348, -4.06277, -6.35062, -3.73817, -0.379516, -0.119504, 0.0409043
-11.3371, -3.91552, -6.3478, -3.81981, -0.375004, -0.11934, 0.0406831
-11.358, -3.93783, -6.34671, -3.84814, -0.372212, -0.119393, 0.0404582
-11.4403, -4.02118, -6.36572, -3.84735, -0.371035, -0.120183, 0.0402474
-11.5359, -4.03812, -6.39118, -3.88531, -0.369123, -0.119277, 0.0400377
-11.6135, -3.97142, -6.41376, -3.9209, -0.367038, -0.120806, 0.0398281
-11.4597, -3.94023, -6.34572, -3.95227, -0.360089, -0.122528, 0.0395487
-11.5066, -3.87191, -6.35493, -4.00033, -0.356772, -0.123083, 0.039325
-11.5953, -3.92157, -6.37971, -4.00602, -0.356014, -0.124129, 0.039115
-11.7832, -3.97197, -6.44182, -4.01576, -0.35708, -0.124537, 0.0389268
-11.7615, -3.88343, -6.42928, -4.08284, -0.35281, -0.124147, 0.0386912
-11.5818, -3.88517, -6.34428, -4.10435, -0.344374, -0.125834, 0.0383867
-11.7581, -3.94902, -6.4007, -4.08122, -0.34563, -0.128801, 0.0381919
-12.041, -4.0381, -6.49824, -4.0526, -0.349412, -0.131204, 0.0380203
-12.4066, -4.02404, -6.63639, -4.07706, -0.354875, -0.131407, 0.0378904
-12.3567, -3.92474, -6.60826, -4.15538, -0.348709, -0.130341, 0.0376318
-12.3451, -3.91678, -6.59352, -4.18502, -0.344765, -0.131042, 0.0373753
-12.3992, -3.94614, -6.60093, -4.18655, -0.342292, -0.13301, 0.0371345
-12.5091, -3.88799, -6.63707, -4.22317, -0.341162, -0.134035, 0.0369196
-12.7557, -3.8653, -6.72458, -4.23469, -0.343272, -0.135971, 0.0367373
-12.9438, -3.89772, -6.78703, -4.22386, -0.34449, -0.138556, 0.0365312
-12.9173, -3.93601, -6.76765, -4.22301, -0.341416, -0.140669, 0.0362685
-13.0327, -3.95622, -6.80016, -4.22802, -0.340347, -0.142322, 0.0360356
-13.085, -3.90572, -6.81237, -4.26907, -0.33762, -0.142863, 0.0357979
-13.1457, -3.78373, -6.8311, -4.33245, -0.334854, -0.143304, 0.0355633
-13.0961, -3.85944, -6.79615, -4.30894, -0.330682, -0.146412, 0.0352746
-12.9699, -3.97298, -6.73295, -4.27308, -0.32576, -0.14977, 0.0349744
-13.1938, -3.98037, -6.81206, -4.28194, -0.327642, -0.151087, 0.0347761
-13.4736, -3.88156, -6.91961, -4.35485, -0.330022, -0.149547, 0.03461
-13.5112, -3.91766, -6.92231, -4.36704, -0.327447, -0.150303, 0.0343511
-13.5069, -3.99549, -6.90615, -4.35445, -0.324284, -0.152219, 0.0340737
-13.5097, -3.99618, -6.89497, -4.37776, -0.320464, -0.153029, 0.0338084
-13.7219, -4.10104, -6.96956, -4.34864, -0.323486, -0.155144, 0.0336
-14.0338, -4.20325, -7.07999, -4.30768, -0.328002, -0.158102, 0.0334129
-14.2176, -4.27627, -7.14012, -4.29118, -0.329188, -0.15998, 0.0331899
-14.0887, -4.33758, -7.07562, -4.29005, -0.323283, -0.161444, 0.0328737
-14.0963, -4.33171, -7.06757, -4.32602, -0.319597, -0.161219, 0.0326
