T1, T2, T3, T4, T5, T6, T7
-9.97475, -3.48713, -6.74965, -3.52686, -0.273293, 0.319661, 0.0431888
-9.93449, -3.47317, -6.71259, -3.54397, -0.268703, 0.318074, 0.042971
-9.9896, -3.51877, -6.70428, -3.54463, -0.264599, 0.316344, 0.0427748
-9.88549, -3.57746, -6.63811, -3.54599, -0.259206, 0.31477, 0.0425378
-10.2155, -3.60237, -6.75209, -3.55778, -0.260593, 0.314097, 0.0424145
-10.1871, -3.6517, -6.7193, -3.5589, -0.25674, 0.312437, 0.0421921
-10.3185, -3.71507, -6.74833, -3.55845, -0.254877, 0.311151, 0.0420116
-10.2059, -3.54629, -6.68428, -3.67082, -0.247012, 0.315091, 0.0417756
-10.5045, -3.53235, -6.79026, -3.68679, -0.248395, 0.313966, 0.0416392
-10.4853, -3.6821, -6.75331, -3.63406, -0.245009, 0.309422, 0.0414078
-10.6519, -3.77226, -6.79729, -3.61415, -0.244273, 0.306959, 0.0412295
-10.6526, -3.75615, -6.77337, -3.65421, -0.239347, 0.307635, 0.0410111
-10.9092, -3.62966, -6.86581, -3.73963, -0.238731, 0.310488, 0.0408642
-10.9008, -3.59278, -6.84149, -3.76717, -0.234406, 0.309563, 0.0406375
-11.1698, -3.64559, -6.93175, -3.76112, -0.23546, 0.307723, 0.0404807
-11.1595, -3.67042, -6.90124, -3.77415, -0.230809, 0.306708, 0.040251
-11.2587, -3.61702, -6.91828, -3.8275, -0.227107, 0.307863, 0.0400497
-11.2891, -3.58119, -6.91273, -3.85373, -0.22388, 0.306922, 0.0398295
-11.5925, -3.63929, -7.01787, -3.82687, -0.226006, 0.303373, 0.0396724
-11.5716, -3.6504, -6.98585, -3.8513, -0.221392, 0.303093, 0.039434
-11.5356, -3.69979, -6.94123, -3.84464, -0.216389, 0.300794, 0.0391831
-11.5583, -3.66707, -6.92772, -3.8832, -0.212093, 0.300995, 0.0389561
-11.6103, -3.53603, -6.93147, -3.94663, -0.208201, 0.30151, 0.0387372
-11.6773, -3.60458, -6.93232, -3.9181, -0.205754, 0.297742, 0.038512
-11.6284, -3.69106, -6.8883, -3.87598, -0.202367, 0.293003, 0.0382541
-11.8542, -3.72588, -6.95912, -3.87144, -0.202366, 0.290963, 0.0380706
-11.9082, -3.67492, -6.96333, -3.93223, -0.198812, 0.292949, 0.0378493
-11.9144, -3.63466, -6.94038, -3.97241, -0.193926, 0.293171, 0.0376047
-11.9068, -3.67212, -6.91102, -3.9776, -0.189689, 0.291799, 0.0373581
-11.9758, -3.63118, -6.92037, -3.9991, -0.187109, 0.290426, 0.0371309
-12.2501, -3.55162, -7.0161, -4.0409, -0.187229, 0.290306, 0.0369635
-12.4758, -3.59806, -7.09015, -4.02018, -0.188092, 0.287006, 0.0367735
-12.5327, -3.69769, -7.08505, -3.97419, -0.185747, 0.282375, 0.0365306
-12.5905, -3.7279, -7.08409, -3.96717, -0.182957, 0.279879, 0.0362925
-12.6486, -3.75609, -7.08227, -3.96157, -0.180009, 0.277496, 0.0360509
-12.8255, -3.67147, -7.13831, -4.01025, -0.178654, 0.277872, 0.0358481
-12.9716, -3.55103, -7.17988, -4.06792, -0.176308, 0.278276, 0.0356367
-13.1084, -3.64719, -7.21088, -4.01511, -0.175739, 0.273092, 0.0354089
-13.1867, -3.73093, -7.21669, -3.97429, -0.173898, 0.268684, 0.0351637
-13.1232, -3.69233, -7.16309, -3.99796, -0.168244, 0.267616, 0.0348864
-13.102, -3.50551, -7.13177, -4.10907, -0.161756, 0.271435, 0.0346242
-13.2729, -3.46532, -7.18428, -4.12597, -0.161007, 0.269816, 0.0344089
-13.4024, -3.51626, -7.21721, -4.10093, -0.160412, 0.266221, 0.0341781
-13.4446, -3.43451, -7.21352, -4.13742, -0.156917, 0.265493, 0.0339251
-13.4383, -3.41406, -7.18084, -4.14799, -0.152154, 0.263624, 0.0336485
-13.6228, -3.50849, -7.23475, -4.09667, -0.152702, 0.258603, 0.0334313
-13.9561, -3.54698, -7.35822, -4.07775, -0.155719, 0.255536, 0.0332531
-14.2363, -3.54514, -7.45661, -4.08054, -0.15697, 0.253586, 0.0330612
-14.2395, -3.45788, -7.43304, -4.14248, -0.151922, 0.255068, 0.0327894
-14.1731, -3.41677, -7.37334, -4.15985, -0.1459, 0.253392, 0.0324907
-14.3509, -3.63077, -7.42109, -4.05178, -0.147306, 0.245732, 0.0322568
-14.6037, -3.72556, -7.50674, -3.99817, -0.149356, 0.240673, 0.0320463
-14.749, -3.66484, -7.54997, -4.02338, -0.148314, 0.239593, 0.0318073
-14.7812, -3.51754, -7.53833, -4.10486, -0.143217, 0.241701, 0.0315381
-14.7601, -3.52944, -7.50016, -4.09587, -0.138955, 0.238869, 0.0312495
-14.8375, -3.60714, -7.50682, -4.05965, -0.13735, 0.23495, 0.0309808
-14.8337, -3.55558, -7.47968, -4.06915, -0.133443, 0.232588, 0.0306942
-14.7366, -3.56121, -7.40878, -4.0553, -0.128165, 0.229235, 0.0303765
-14.849, -3.62995, -7.43367, -4.00934, -0.127775, 0.224394, 0.0301201
-15.0647, -3.70305, -7.50567, -3.97129, -0.129227, 0.220361, 0.0298927
-15.2855, -3.77247, -7.57826, -3.94208, -0.13031, 0.217129, 0.029668
-15.2057, -3.69867, -7.51337, -3.99315, -0.123674, 0.2181, 0.0293568
-15.1375, -3.72994, -7.45407, -3.97804, -0.118923, 0.21523, 0.0290378
-15.449, -3.90725, -7.5685, -3.88762, -0.123258, 0.20869, 0.0288338
-15.7479, -3.98781, -7.67536, -3.83835, -0.126073, 0.203928, 0.028625
-15.8422, -3.95679, -7.69169, -3.86176, -0.123733, 0.203425, 0.02836
-15.7345, -3.88547, -7.61182, -3.90857, -0.116502, 0.204137, 0.0280283
-15.7443, -3.98187, -7.58683, -3.86995, -0.113676, 0.200589, 0.0277311
-15.9652, -4.03216, -7.66018, -3.84394, -0.11481, 0.19734, 0.0274975
-16.1595, -4.05441, -7.7242, -3.82296, -0.115723, 0.193969, 0.0272545
-16.249, -4.14833, -7.73711, -3.7752, -0.114851, 0.189663, 0.0269745
-16.257, -4.22333, -7.70839, -3.73096, -0.111714, 0.185317, 0.0266696
-16.3009, -4.29065, -7.69901, -3.69311, -0.109551, 0.181386, 0.0263755
-16.2659, -4.31314, -7.65471, -3.68709, -0.10538, 0.179477, 0.0260616
-16.3094, -4.25579, -7.64899, -3.7217, -0.102173, 0.17955, 0.0257716
-16.5472, -4.39399, -7.73137, -3.64035, -0.105084, 0.17321, 0.0255309
-16.7149, -4.58242, -7.78276, -3.53006, -0.107479, 0.165368, 0.0252669
-16.6636, -4.618, -7.72608, -3.49256, -0.103037, 0.161013, 0.0249386
-16.6895, -4.60563, -7.70828, -3.50898, -0.0993745, 0.160596, 0.0246421
-16.8824, -4.59895, -7.77029, -3.51484, -0.0995364, 0.159171, 0.0243907
-17.0536, -4.69255, -7.82362, -3.46562, -0.100704, 0.15491, 0.0241287
-17.2231, -4.71801, -7.87592, -3.44228, -0.101224, 0.151654, 0.0238679
-17.3159, -4.75387, -7.8851, -3.40899, -0.0994384, 0.14772, 0.0235753
-17.3934, -4.83541, -7.88969, -3.35395, -0.098174, 0.14282, 0.0232823
-17.4948, -4.92784, -7.90731, -3.28971, -0.0978761, 0.137355, 0.0229916
-17.6351, -4.99899, -7.94711, -3.23812, -0.0986483, 0.132594, 0.0227124
-17.8381, -5.07309, -8.01351, -3.20357, -0.0998635, 0.129542, 0.0224578
-17.8881, -4.98824, -8.00525, -3.24937, -0.0959618, 0.130294, 0.022155
-17.7898, -5.05161, -7.92813, -3.19641, -0.0914331, 0.125329, 0.0217958
-17.6796, -5.16293, -7.84754, -3.11681, -0.0875164, 0.119065, 0.0214397
-17.7779, -5.19416, -7.86631, -3.07523, -0.0871021, 0.114531, 0.0211468
-17.928, -5.15073, -7.91112, -3.09698, -0.0866309, 0.114221, 0.0208733
-18.0775, -5.1248, -7.95366, -3.10724, -0.0861019, 0.113058, 0.0205988
-18.0631, -5.18402, -7.91514, -3.06797, -0.0828874, 0.10932, 0.0202666
-18.1233, -5.23133, -7.91192, -3.0221, -0.081299, 0.104809, 0.0199597
-18.2799, -5.22564, -7.95843, -3.01095, -0.0814862, 0.10228, 0.0196856
-18.51, -5.3104, -8.03646, -2.95266, -0.0836441, 0.0972986, 0.0194281
-18.7669, -5.41654, -8.12844, -2.88376, -0.0867203, 0.0918512, 0.019177
-18.7147, -5.44057, -8.07053, -2.84956, -0.0825509, 0.0881127, 0.018828
-18.6372, -5.49605, -8.00381, -2.80401, -0.0785953, 0.0839909, 0.0184679
-18.7489, -5.48356, -8.02789, -2.80464, -0.0775466, 0.0825101, 0.0181767
-18.9058, -5.45704, -8.07489, -2.808, -0.0775771, 0.080904, 0.0178951
-18.9883, -5.57409, -8.08545, -2.72557, -0.0777226, 0.0746655, 0.0175872
-19.0483, -5.69184, -8.08098, -2.62582, -0.0772067, 0.0670212, 0.0172662
-19.0215, -5.68645, -8.03709, -2.60636, -0.0736344, 0.0641407, 0.0169243
-18.9249, -5.66506, -7.96191, -2.60016, -0.0687455, 0.0621854, 0.0165576
-19.0273, -5.66552, -7.98474, -2.59052, -0.0682543, 0.0601308, 0.0162611
-19.3306, -5.74121, -8.10363, -2.53904, -0.07259, 0.0557304, 0.0160237
-19.3827, -5.77042, -8.09803, -2.49752, -0.0712, 0.0515759, 0.0157009
-19.2963, -5.7794, -8.02407, -2.46464, -0.0666413, 0.0479317, 0.0153328
-19.3303, -5.84267, -8.00987, -2.40416, -0.0652767, 0.0428067, 0.0150067
-19.5077, -5.91852, -8.06825, -2.34191, -0.0673305, 0.0377208, 0.0147266
-19.7691, -5.99972, -8.16635, -2.27674, -0.0710266, 0.0324112, 0.0144715
-19.9061, -6.05758, -8.19757, -2.22269, -0.071065, 0.0277752, 0.0141717
-19.8491, -6.10964, -8.13696, -2.1729, -0.0673847, 0.0236704, 0.013809
-19.8099, -6.06928, -8.08684, -2.17301, -0.0633889, 0.0220652, 0.0134574
-20.0381, -6.05286, -8.16815, -2.17613, -0.065022, 0.0208617, 0.0131915
-20.3268, -6.15454, -8.27982, -2.10332, -0.0694454, 0.0153091, 0.0129467
-20.359, -6.21639, -8.26184, -2.03116, -0.068037, 0.00935866, 0.0126067
-20.1421, -6.21761, -8.12591, -1.99886, -0.0612685, 0.00606648, 0.0121864
-19.9714, -6.19867, -8.01306, -1.98745, -0.0551169, 0.00421781, 0.0117873
-20.0881, -6.1999, -8.04315, -1.97118, -0.0553164, 0.0018698, 0.0114869
-20.438, -6.29474, -8.18796, -1.90394, -0.0613639, -0.00328103, 0.011262
-20.5713, -6.31693, -8.22102, -1.86421, -0.0617145, -0.00715891, 0.010958
-20.4006, -6.35242, -8.10545, -1.81249, -0.0560567, -0.0114286, 0.0105531
-20.3548, -6.34459, -8.05019, -1.79076, -0.0523295, -0.014034, 0.0101909
-20.722, -6.43855, -8.20098, -1.71616, -0.0585578, -0.0198159, 0.00996638
-21.0207, -6.51386, -8.31964, -1.65667, -0.0632629, -0.0244846, 0.00972309
-20.9942, -6.56349, -8.272, -1.58892, -0.060605, -0.02992, 0.00936027
-20.7713, -6.55538, -8.13038, -1.56429, -0.0534391, -0.0324184, 0.00893609
-20.7627, -6.62336, -8.0944, -1.48834, -0.0516915, -0.0382392, 0.00858366
-21.1104, -6.59924, -8.23463, -1.49314, -0.055953, -0.039108, 0.00835488
-21.3911, -6.60089, -8.34283, -1.48719, -0.0591014, -0.0405647, 0.00810537
-21.3107, -6.61758, -8.26835, -1.44808, -0.0548639, -0.0440281, 0.00772031
-21.0515, -6.66822, -8.11104, -1.36855, -0.0484227, -0.0499848, 0.00728088
-21.0653, -6.72183, -8.08379, -1.30118, -0.0467571, -0.0552229, 0.00693315
-21.2725, -6.77639, -8.16122, -1.25089, -0.0499676, -0.0591276, 0.00666328
-21.447, -6.8066, -8.22212, -1.21009, -0.0523702, -0.0626966, 0.00637211
-21.3789, -6.84168, -8.16028, -1.15948, -0.0495463, -0.0664745, 0.00599989
-21.1903, -6.82446, -8.03396, -1.13159, -0.0432172, -0.0692951, 0.00558385
-21.3314, -6.88053, -8.06871, -1.06494, -0.0441137, -0.0744549, 0.00527957
-21.6759, -6.893, -8.21111, -1.04198, -0.0493437, -0.0769784, 0.00505364
-21.8729, -6.94742, -8.28051, -0.990012, -0.0520559, -0.0810168, 0.00477003
-21.7456, -6.92677, -8.1833, -0.970905, -0.0467686, -0.0829334, 0.00437315
-21.6858, -6.93286, -8.11545, -0.933635, -0.0426494, -0.0862497, 0.00399504
-21.8161, -7.01982, -8.14748, -0.847236, -0.0440199, -0.092434, 0.0036925
-22.0261, -7.05845, -8.22591, -0.795973, -0.0474143, -0.0965826, 0.00341504
-22.0535, -7.12567, -8.21555, -0.721841, -0.0476749, -0.101815, 0.00307331
-21.9341, -7.12076, -8.12257, -0.686084, -0.0429841, -0.104825, 0.00267936
-21.9135, -7.14342, -8.07573, -0.632358, -0.0402617, -0.109115, 0.00231637
-21.9412, -7.19915, -8.05849, -0.557777, -0.0396459, -0.114456, 0.00197568
-21.9854, -7.16826, -8.05462, -0.55333, -0.0388558, -0.115478, 0.00164559
-22.0999, -7.20868, -8.08585, -0.509851, -0.0401469, -0.118614, 0.00134071
-22.2308, -7.15954, -8.11287, -0.521227, -0.0393136, -0.118578, 0.00103239
-22.6405, -7.09117, -8.27735, -0.572043, -0.043274, -0.116296, 0.0008284
-22.8715, -7.13816, -8.36462, -0.533737, -0.0466763, -0.1192, 0.000555376
-22.4871, -7.22655, -8.15497, -0.424661, -0.0399856, -0.126103, 6.51194e-05
-22.4283, -7.26844, -8.096, -0.349055, -0.0379433, -0.131435, -0.000307987
-22.8019, -7.27913, -8.24043, -0.320784, -0.0423345, -0.134194, -0.000528352
-22.9299, -7.25586, -8.26584, -0.309482, -0.0418476, -0.135946, -0.00083715
-22.6859, -7.31961, -8.11087, -0.20627, -0.036019, -0.143057, -0.00128262
-22.5958, -7.34129, -8.03172, -0.140345, -0.0326102, -0.147647, -0.00166249
-22.8119, -7.32003, -8.10191, -0.139613, -0.0338463, -0.148331, -0.00193361
-22.9489, -7.34143, -8.13733, -0.111599, -0.0345601, -0.150365, -0.00223901
-22.6808, -7.34964, -7.9792, -0.0558306, -0.0286478, -0.153976, -0.00267734
-22.2857, -7.34868, -7.75522, 0.000258534, -0.0198448, -0.157673, -0.00316522
-22.4248, -7.36867, -7.79553, 0.0344876, -0.0211806, -0.160399, -0.00345461
-22.9022, -7.43428, -8.00497, 0.0939501, -0.0299799, -0.164965, -0.0036308
-23.0072, -7.49553, -8.02936, 0.172921, -0.0316112, -0.170418, -0.00393772
-22.8321, -7.47918, -7.91059, 0.206718, -0.0263852, -0.17284, -0.00434749
-22.7798, -7.43269, -7.84817, 0.208385, -0.0225102, -0.173408, -0.00471673
-22.9025, -7.44367, -7.88038, 0.236666, -0.0235029, -0.175541, -0.00501316
-23.0349, -7.5038, -7.92046, 0.309358, -0.0258423, -0.180647, -0.00530624
-22.8229, -7.50993, -7.786, 0.362347, -0.0206093, -0.18404, -0.00572811
-22.6827, -7.47229, -7.67797, 0.381552, -0.0150614, -0.185713, -0.00612618
-22.8396, -7.4875, -7.72028, 0.420959, -0.0160671, -0.188858, -0.00641098
-23.0721, -7.53123, -7.81128, 0.47439, -0.0202953, -0.192741, -0.00666796
-23.1201, -7.58451, -7.81002, 0.545651, -0.0210432, -0.197396, -0.00698871
-23.0811, -7.5463, -7.75314, 0.557529, -0.0175601, -0.198446, -0.0073459
-22.9524, -7.49548, -7.64913, 0.563305, -0.0118355, -0.199175, -0.00773481
-22.9051, -7.48997, -7.59085, 0.600076, -0.00898364, -0.201769, -0.00809935
-23.0006, -7.5354, -7.61796, 0.661756, -0.0111596, -0.205854, -0.00839523
-23.2147, -7.59956, -7.70217, 0.728456, -0.0155527, -0.210197, -0.00865401
-23.233, -7.60381, -7.67653, 0.770947, -0.0141041, -0.213112, -0.0089884
-23.0849, -7.56319, -7.56385, 0.790127, -0.00840641, -0.214498, -0.00937795
-22.9933, -7.54801, -7.48845, 0.81933, -0.00519594, -0.216485, -0.0097489
-23.1619, -7.56551, -7.54883, 0.851078, -0.00797933, -0.218645, -0.0100182
-23.3349, -7.57762, -7.60616, 0.882142, -0.0102079, -0.220774, -0.0102906
-23.2277, -7.54571, -7.51383, 0.905593, -0.00550738, -0.222352, -0.010674
-23.0029, -7.50597, -7.36468, 0.930576, 0.00134947, -0.224015, -0.0110888
-23.0359, -7.51542, -7.35087, 0.97228, 0.00193188, -0.226829, -0.0114076
-23.3094, -7.55844, -7.46498, 1.01636, -0.00333301, -0.229776, -0.0116338
-23.4403, -7.57263, -7.50007, 1.05383, -0.00467178, -0.232271, -0.0119164
-23.2369, -7.54382, -7.36137, 1.0872, 0.0015748, -0.234374, -0.0123277
-23.0275, -7.51565, -7.22141, 1.12012, 0.00773845, -0.236364, -0.0127368
-22.9966, -7.50942, -7.17616, 1.15388, 0.0096122, -0.238376, -0.0130747
-23.1778, -7.51239, -7.24306, 1.17297, 0.00668393, -0.239541, -0.0133298
-23.2633, -7.52403, -7.26206, 1.20563, 0.00547281, -0.241512, -0.0136227
-23.095, -7.50265, -7.14378, 1.24112, 0.0105903, -0.243514, -0.0140122
-23.0362, -7.47848, -7.07693, 1.26688, 0.0141264, -0.245048, -0.0143565
-23.1173, -7.46293, -7.08582, 1.28445, 0.0141867, -0.246082, -0.0146524
-23.221, -7.49369, -7.11626, 1.33042, 0.0120978, -0.248688, -0.0149327
-23.3535, -7.54408, -7.15435, 1.39845, 0.00991751, -0.252776, -0.0152074
-23.2741, -7.57441, -7.07899, 1.47132, 0.0128833, -0.257084, -0.0155625
-23.1216, -7.61495, -6.97059, 1.56009, 0.0166444, -0.262397, -0.0159399
-23.106, -7.68418, -6.93988, 1.65849, 0.0163252, -0.268375, -0.0162644
-23.2565, -7.78284, -6.9962, 1.75687, 0.0122626, -0.274357, -0.0165232
-23.3754, -7.87274, -7.03115, 1.85405, 0.00956345, -0.280217, -0.0167946
-23.3316, -7.94293, -6.97788, 1.95807, 0.010835, -0.286416, -0.0171317
-23.088, -8.00677, -6.83022, 2.07122, 0.0152913, -0.292917, -0.017537
-22.9768, -8.0866, -6.75241, 2.18439, 0.016656, -0.299561, -0.0178917
-23.0128, -8.19588, -6.75389, 2.30352, 0.0143281, -0.306472, -0.0181819
-23.1275, -8.30502, -6.79158, 2.41938, 0.0107954, -0.313191, -0.0184524
-23.0751, -8.39498, -6.74629, 2.5381, 0.0105012, -0.320045, -0.0187799
-22.857, -8.46875, -6.61136, 2.66009, 0.0143748, -0.327023, -0.0191697
-22.8719, -8.55555, -6.59514, 2.77308, 0.0134316, -0.333528, -0.0194691
-23.0167, -8.66878, -6.64995, 2.89064, 0.00905095, -0.340154, -0.019719
-23.0431, -8.772, -6.64555, 3.01034, 0.00700492, -0.346783, -0.0200144
-23.0522, -8.86801, -6.62733, 3.13102, 0.00595579, -0.353751, -0.0203183
-22.9128, -8.94798, -6.53098, 3.25472, 0.00835264, -0.360562, -0.0206713
-22.8516, -9.04004, -6.4781, 3.3792, 0.00857235, -0.367368, -0.0209999
-22.8657, -9.15346, -6.47057, 3.50883, 0.00632365, -0.374604, -0.0212906
-22.9353, -9.27708, -6.48989, 3.64135, 0.00301799, -0.38207, -0.0215669
-22.948, -9.38933, -6.47779, 3.77369, 0.00124667, -0.38937, -0.021858
-22.873, -9.49701, -6.41888, 3.9122, 0.00151754, -0.39697, -0.0221839
-22.6628, -9.59797, -6.29701, 4.05715, 0.00383186, -0.404825, -0.0225552
-22.5229, -9.71474, -6.21285, 4.20613, 0.00438243, -0.412922, -0.0228993
-22.4649, -9.84426, -6.17072, 4.3568, 0.00320538, -0.421093, -0.0232031
-22.5076, -9.9761, -6.17831, 4.50216, 6.36232e-05, -0.428998, -0.023483
-22.4571, -10.0586, -6.14011, 4.6126, -0.000772749, -0.434437, -0.0237841
-22.3305, -10.051, -6.04807, 4.65805, 0.00275311, -0.435802, -0.0241271
-22.3097, -10.0807, -6.01514, 4.71421, 0.00336814, -0.437807, -0.0244189
-22.3037, -10.0809, -5.98845, 4.75273, 0.00395319, -0.438713, -0.0247073
-22.285, -10.0568, -5.95794, 4.76383, 0.00484814, -0.437428, -0.0249969
-22.3205, -10.002, -5.9463, 4.74523, 0.00609406, -0.434427, -0.0252708
-22.276, -9.94224, -5.89175, 4.74051, 0.00908033, -0.432473, -0.0255709
-22.1636, -9.8809, -5.80399, 4.74601, 0.0131106, -0.431237, -0.0259011
-22.0507, -9.81995, -5.72062, 4.74216, 0.0168068, -0.429272, -0.0262201
-22.1069, -9.76322, -5.72016, 4.72478, 0.0174467, -0.426496, -0.0264822
-22.1866, -9.68669, -5.72835, 4.68514, 0.0183356, -0.422226, -0.0267323
-22.1482, -9.59793, -5.67314, 4.64414, 0.0222368, -0.418127, -0.0270285
-21.9655, -9.53708, -5.55019, 4.6389, 0.0281256, -0.416823, -0.0273727
-21.8571, -9.52748, -5.47199, 4.66697, 0.0311236, -0.417304, -0.027683
-21.7442, -9.51167, -5.3913, 4.69076, 0.0342246, -0.416894, -0.027994
-21.7145, -9.44162, -5.34563, 4.66417, 0.037122, -0.413667, -0.0282768
-21.7073, -9.43336, -5.32103, 4.67571, 0.0380457, -0.413442, -0.0285414
-21.736, -9.46373, -5.31578, 4.72095, 0.0375201, -0.415225, -0.0288005
-21.6256, -9.43523, -5.23309, 4.73722, 0.0411285, -0.41463, -0.0291044
-21.4983, -9.36698, -5.13813, 4.71552, 0.0460852, -0.411567, -0.0294191
-21.432, -9.34673, -5.07763, 4.72793, 0.0489806, -0.411229, -0.0297037
-21.5474, -9.35458, -5.11382, 4.74375, 0.0473792, -0.411197, -0.0299218
-21.5612, -9.30512, -5.0897, 4.72286, 0.0494881, -0.408333, -0.0301765
-21.5297, -9.26388, -5.0453, 4.71175, 0.0520563, -0.405994, -0.0304527
-21.3448, -9.24669, -4.92867, 4.73846, 0.0567812, -0.406189, -0.0307737
-21.3298, -9.20706, -4.89239, 4.72892, 0.0590625, -0.404286, -0.0310393
-21.3922, -9.15814, -4.89461, 4.69863, 0.0601017, -0.401063, -0.031273
-21.3849, -9.15366, -4.86792, 4.70778, 0.0613373, -0.399781, -0.0315278
-21.2254, -9.09515, -4.76052, 4.6932, 0.0664765, -0.396644, -0.0318377
-21.1978, -9.0971, -4.72157, 4.70989, 0.0684111, -0.396415, -0.0320966
-21.1973, -9.08056, -4.69684, 4.71296, 0.069851, -0.395835, -0.0323465
-21.1307, -9.08709, -4.64259, 4.73785, 0.0719958, -0.396516, -0.0326172
-20.9035, -9.08841, -4.51343, 4.77296, 0.0765943, -0.396927, -0.0329393
-20.7093, -9.05255, -4.39091, 4.77976, 0.082053, -0.395378, -0.0332525
-20.7657, -9.0966, -4.40273, 4.81504, 0.0810212, -0.395869, -0.0334681
-20.8158, -9.05657, -4.40299, 4.79269, 0.0817821, -0.393402, -0.0336928
-20.6807, -9.03534, -4.31773, 4.79063, 0.0853682, -0.391572, -0.033977
-20.5483, -8.93004, -4.21543, 4.74216, 0.0915114, -0.386751, -0.0342723
-20.493, -8.99457, -4.1691, 4.80253, 0.0929649, -0.388786, -0.034516
-20.543, -9.00093, -4.17279, 4.81551, 0.0928857, -0.388059, -0.0347365
-20.4983, -9.05291, -4.14093, 4.8574, 0.0932004, -0.389012, -0.0349764
-20.4929, -9.04852, -4.11856, 4.85905, 0.094247, -0.387036, -0.035214
-20.4029, -9.07477, -4.05107, 4.89965, 0.0970767, -0.388081, -0.0354747
-20.3827, -9.0769, -4.02067, 4.90727, 0.0985571, -0.386625, -0.0357078
-20.2022, -9.06232, -3.91161, 4.91998, 0.103073, -0.385183, -0.0360018
-20.2019, -9.08831, -3.89588, 4.93913, 0.10347, -0.384356, -0.0362254
-20.1445, -9.07947, -3.84515, 4.94527, 0.106015, -0.383182, -0.0364687
-20.1018, -9.07452, -3.80064, 4.94996, 0.108503, -0.382327, -0.0367081
-20.0083, -9.02698, -3.73474, 4.92565, 0.111813, -0.379288, -0.0369633
-19.9544, -9.04439, -3.69188, 4.94002, 0.113542, -0.378208, -0.0372032
-19.9391, -9.08012, -3.67008, 4.96712, 0.114071, -0.377715, -0.0374232
-19.8421, -9.11948, -3.60665, 5.00741, 0.116375, -0.378688, -0.0376713
-19.553, -9.15347, -3.45476, 5.06027, 0.12168, -0.379969, -0.0379801
-19.4178, -9.16515, -3.37326, 5.08339, 0.124832, -0.379451, -0.0382392
-19.3458, -9.12008, -3.31744, 5.05533, 0.127896, -0.375135, -0.0384731
-19.331, -9.10907, -3.29093, 5.04579, 0.129517, -0.372483, -0.0386918
-19.3139, -9.20282, -3.27859, 5.1072, 0.128697, -0.374441, -0.0388987
-19.1688, -9.23638, -3.19513, 5.1491, 0.131558, -0.375134, -0.0391548
-19.0984, -9.27503, -3.14805, 5.17408, 0.133297, -0.374312, -0.0393781
-19.048, -9.29977, -3.10696, 5.1932, 0.13506, -0.373003, -0.0396001
-18.8909, -9.29379, -3.01226, 5.20109, 0.139273, -0.370793, -0.0398539
-18.8739, -9.3551, -2.99589, 5.23292, 0.139411, -0.370833, -0.0400572
-18.8062, -9.357, -2.94776, 5.23904, 0.141495, -0.369148, -0.0402846
-18.7452, -9.41177, -2.90698, 5.27387, 0.142857, -0.369019, -0.0404969
-18.7641, -9.41811, -2.90127, 5.26666, 0.143436, -0.366182, -0.0406871
-18.6092, -9.40872, -2.80977, 5.26765, 0.14759, -0.363992, -0.040935
-18.5611, -9.48418, -2.77965, 5.30886, 0.148233, -0.364415, -0.0411401
-18.5137, -9.51099, -2.74546, 5.32613, 0.149457, -0.363394, -0.0413503
-18.3111, -9.59736, -2.6433, 5.39125, 0.152614, -0.36499, -0.0416026
-18.1828, -9.58458, -2.56869, 5.38242, 0.155858, -0.361482, -0.0418387
-18.174, -9.5647, -2.547, 5.35656, 0.157604, -0.357222, -0.0420283
-18.104, -9.68463, -2.51201, 5.42385, 0.157909, -0.358829, -0.0422298
-18.0304, -9.73861, -2.46898, 5.46848, 0.158973, -0.359643, -0.0424381
-17.8569, -9.8201, -2.38626, 5.51819, 0.161142, -0.359691, -0.0426755
-17.7511, -9.87204, -2.32898, 5.54601, 0.163025, -0.358231, -0.0428899
-17.7567, -9.9218, -2.32384, 5.56213, 0.163067, -0.356709, -0.043066
-17.7179, -9.9822, -2.29953, 5.58421, 0.163746, -0.355408, -0.0432548
-17.4711, -10.0072, -2.17327, 5.60845, 0.168651, -0.353706, -0.0435122
-17.2549, -10.031, -2.0609, 5.62753, 0.173168, -0.351914, -0.04376
-17.202, -10.0605, -2.02826, 5.63119, 0.174522, -0.349607, -0.0439505
-17.1771, -10.1141, -2.01171, 5.6446, 0.175042, -0.348114, -0.0441248
-17.0571, -10.1771, -1.95045, 5.67731, 0.177127, -0.347658, -0.0443309
-16.8224, -10.2832, -1.84232, 5.74899, 0.180174, -0.349264, -0.0445676
-16.8259, -10.3143, -1.8377, 5.74326, 0.180418, -0.345654, -0.0447361
-16.8742, -10.2586, -1.84316, 5.6729, 0.181731, -0.337928, -0.0448953
-16.7398, -10.3596, -1.77709, 5.72316, 0.183951, -0.33842, -0.0451005
-16.471, -10.4663, -1.65509, 5.80186, 0.187473, -0.341111, -0.0453367
-16.4304, -10.6037, -1.64383, 5.86881, 0.18639, -0.342491, -0.045506
-16.3583, -10.6864, -1.61159, 5.89787, 0.186955, -0.340538, -0.0456857
-16.242, -10.7024, -1.5447, 5.89742, 0.190254, -0.33702, -0.0458878
-16.2123, -10.7723, -1.5287, 5.91319, 0.190763, -0.335186, -0.0460506
-16.1731, -10.839, -1.51313, 5.92683, 0.190787, -0.333065, -0.0462179
