q1, q2, q3, q4, q5, q6, q7
0.279465, 0.887918, 0.234093, -1.30749, 0.000322903, 0.990776, 8.49082e-05
0.27992, 0.88906, 0.233478, -1.30748, 0.000322519, 0.990776, 8.46685e-05
0.280386, 0.890195, 0.232827, -1.30746, 0.000322711, 0.990776, 8.47284e-05
0.280827, 0.891331, 0.232141, -1.30744, 0.000322711, 0.990776, 8.49082e-05
0.281236, 0.892463, 0.231462, -1.30741, 0.000322999, 0.990776, 8.47284e-05
0.281651, 0.893597, 0.230813, -1.30738, 0.000323286, 0.990776, 8.45487e-05
0.282093, 0.894739, 0.230198, -1.30735, 0.000322519, 0.990776, 8.47884e-05
0.282539, 0.895881, 0.229558, -1.30734, 0.000322424, 0.990776, 8.47284e-05
0.282954, 0.897015, 0.228861, -1.30731, 0.000322807, 0.990776, 8.45487e-05
0.283343, 0.898153, 0.228173, -1.30727, 0.000323286, 0.990776, 8.47884e-05
0.283744, 0.899285, 0.227543, -1.30725, 0.000322999, 0.990776, 8.49082e-05
0.28416, 0.900437, 0.226909, -1.30722, 0.000322711, 0.990776, 8.46685e-05
0.284577, 0.901571, 0.226233, -1.30719, 0.000322711, 0.990775, 8.46685e-05
0.284974, 0.90271, 0.225546, -1.30716, 0.000322519, 0.990777, 8.50281e-05
0.285351, 0.903832, 0.224866, -1.30713, 0.000322999, 0.990775, 8.47884e-05
0.285729, 0.904979, 0.224214, -1.30711, 0.000322999, 0.990776, 8.45487e-05
0.286118, 0.906122, 0.223572, -1.30709, 0.000322807, 0.990775, 8.47884e-05
0.286501, 0.907275, 0.222904, -1.30707, 0.000322519, 0.990777, 8.49082e-05
0.286874, 0.908415, 0.222216, -1.30705, 0.000322711, 0.990776, 8.45487e-05
0.287246, 0.909557, 0.22154, -1.30702, 0.000322807, 0.990776, 8.46685e-05
0.287608, 0.910696, 0.220875, -1.30699, 0.000322903, 0.990775, 8.49082e-05
0.287965, 0.91184, 0.220199, -1.30696, 0.000323478, 0.990776, 8.45487e-05
0.288313, 0.912989, 0.219517, -1.30694, 0.000322519, 0.990776, 8.46685e-05
0.288657, 0.91413, 0.218839, -1.30691, 0.000322424, 0.990776, 8.49082e-05
0.289001, 0.915271, 0.218167, -1.30687, 0.000322999, 0.990775, 8.46685e-05
0.289342, 0.916412, 0.21748, -1.30682, 0.000323286, 0.990775, 8.47884e-05
0.289678, 0.91756, 0.216786, -1.30678, 0.000323286, 0.990775, 8.49082e-05
0.290004, 0.918711, 0.216111, -1.30673, 0.000323286, 0.990775, 8.46685e-05
0.290319, 0.919871, 0.215437, -1.30669, 0.000322519, 0.990776, 8.46685e-05
0.290628, 0.92101, 0.214768, -1.30663, 0.000322424, 0.990775, 8.49082e-05
0.290944, 0.92216, 0.2141, -1.30656, 0.000323191, 0.990776, 8.46685e-05
0.291273, 0.923289, 0.213404, -1.30649, 0.000323478, 0.990775, 8.47884e-05
0.291598, 0.924448, 0.212703, -1.30642, 0.000322903, 0.990776, 8.49082e-05
0.291905, 0.9256, 0.212026, -1.30635, 0.000323191, 0.990775, 8.45487e-05
0.292188, 0.926766, 0.211345, -1.30628, 0.000322807, 0.990776, 8.47884e-05
0.292471, 0.927915, 0.210663, -1.3062, 0.000322807, 0.990776, 8.47284e-05
0.292764, 0.92907, 0.210002, -1.30611, 0.000322999, 0.990775, 8.46685e-05
0.293066, 0.930216, 0.209321, -1.30604, 0.000323286, 0.990775, 8.47884e-05
0.29337, 0.931365, 0.208637, -1.30594, 0.000322999, 0.990775, 8.49082e-05
0.293661, 0.932514, 0.207964, -1.30584, 0.000322711, 0.990775, 8.45487e-05
0.293929, 0.933666, 0.20727, -1.30575, 0.000322519, 0.990775, 8.47884e-05
0.294186, 0.934823, 0.206574, -1.30564, 0.000322999, 0.990775, 8.49082e-05
0.294447, 0.93597, 0.205902, -1.30554, 0.000323958, 0.990775, 8.46685e-05
0.294708, 0.937117, 0.205234, -1.30542, 0.000323382, 0.990775, 8.49082e-05
0.294976, 0.93826, 0.204561, -1.30531, 0.000322807, 0.990775, 8.46685e-05
0.295248, 0.939421, 0.203892, -1.30519, 0.000322807, 0.990776, 8.46685e-05
0.295522, 0.940567, 0.203207, -1.30507, 0.000322999, 0.990775, 8.49082e-05
0.295787, 0.941729, 0.202513, -1.30492, 0.000323191, 0.990776, 8.47884e-05
0.296034, 0.94286, 0.201818, -1.30479, 0.000323478, 0.990774, 8.46685e-05
0.296274, 0.944016, 0.201134, -1.30465, 0.000322903, 0.990775, 8.49082e-05
0.296512, 0.945162, 0.200459, -1.30452, 0.000323191, 0.990775, 8.46685e-05
0.296756, 0.946329, 0.199784, -1.30437, 0.000323286, 0.990775, 8.45487e-05
0.296994, 0.947483, 0.199118, -1.30422, 0.000322807, 0.990775, 8.49082e-05
0.297225, 0.94864, 0.198446, -1.30408, 0.000323286, 0.990775, 8.45487e-05
0.297455, 0.949787, 0.197761, -1.30394, 0.000323191, 0.990775, 8.47884e-05
0.297693, 0.950936, 0.197073, -1.30378, 0.000323191, 0.990775, 8.47284e-05
0.297926, 0.952079, 0.196383, -1.30363, 0.000323286, 0.990775, 8.46685e-05
0.298147, 0.953231, 0.195682, -1.30347, 0.000322711, 0.990775, 8.49082e-05
0.298367, 0.954381, 0.195001, -1.30332, 0.000322999, 0.990775, 8.46685e-05
0.298585, 0.955529, 0.194351, -1.30315, 0.000323382, 0.990775, 8.47884e-05
0.298798, 0.956685, 0.193687, -1.30298, 0.000323478, 0.990775, 8.47284e-05
0.299005, 0.95783, 0.193016, -1.30282, 0.000323478, 0.990775, 8.45487e-05
0.299209, 0.958995, 0.192354, -1.30265, 0.000322903, 0.990775, 8.49082e-05
0.299416, 0.960142, 0.191673, -1.30248, 0.000323191, 0.990775, 8.47884e-05
0.299632, 0.961301, 0.190996, -1.30228, 0.000323478, 0.990774, 8.45487e-05
0.299855, 0.962438, 0.190334, -1.3021, 0.000323191, 0.990774, 8.49082e-05
0.300076, 0.963595, 0.189649, -1.30193, 0.000323286, 0.990775, 8.46685e-05
0.300286, 0.964742, 0.188965, -1.30175, 0.000323478, 0.990774, 8.46685e-05
0.300489, 0.965905, 0.188315, -1.30157, 0.000322903, 0.990775, 8.49082e-05
0.300679, 0.967054, 0.187661, -1.3014, 0.000323191, 0.990775, 8.46685e-05
0.300864, 0.968208, 0.187003, -1.30123, 0.000323286, 0.990774, 8.45487e-05
0.30105, 0.969356, 0.186352, -1.30105, 0.000323191, 0.990775, 8.47284e-05
0.301234, 0.970504, 0.185695, -1.30086, 0.000323286, 0.990774, 8.46685e-05
0.30142, 0.971654, 0.185034, -1.30066, 0.000323191, 0.990774, 8.46685e-05
0.30161, 0.972811, 0.184382, -1.30046, 0.000322903, 0.990775, 8.49082e-05
0.301798, 0.973967, 0.183724, -1.30026, 0.000323286, 0.990774, 8.46685e-05
0.301987, 0.97512, 0.183055, -1.30004, 0.000323478, 0.990774, 8.46685e-05
0.30218, 0.976272, 0.182393, -1.29983, 0.000323286, 0.990775, 8.49082e-05
0.302365, 0.977413, 0.181742, -1.29964, 0.000323286, 0.990774, 8.45487e-05
0.302545, 0.978572, 0.181096, -1.29943, 0.000322999, 0.990775, 8.47884e-05
0.302718, 0.979713, 0.180444, -1.29924, 0.000322999, 0.990774, 8.49082e-05
0.30288, 0.980867, 0.1798, -1.29902, 0.000323478, 0.990774, 8.45487e-05
0.303039, 0.981998, 0.179165, -1.29881, 0.000323478, 0.990774, 8.47284e-05
0.303195, 0.983149, 0.178527, -1.2986, 0.000323478, 0.990775, 8.47884e-05
0.303359, 0.984298, 0.177879, -1.2984, 0.000323478, 0.990774, 8.46087e-05
0.303527, 0.985465, 0.177241, -1.29818, 0.000322999, 0.990775, 8.49082e-05
0.303692, 0.986616, 0.176604, -1.29797, 0.000323382, 0.990774, 8.47884e-05
0.303859, 0.987771, 0.175956, -1.29775, 0.000323766, 0.990774, 8.46685e-05
0.304031, 0.988914, 0.175324, -1.29754, 0.000323191, 0.990774, 8.49082e-05
0.304205, 0.99006, 0.174697, -1.29733, 0.000323478, 0.990774, 8.46685e-05
0.304369, 0.991201, 0.174049, -1.29711, 0.000323478, 0.990774, 8.46685e-05
0.304527, 0.992346, 0.173406, -1.29688, 0.000323478, 0.990774, 8.49082e-05
0.304685, 0.993497, 0.172791, -1.29667, 0.00032367, 0.990774, 8.45487e-05
0.304834, 0.994637, 0.172164, -1.29644, 0.000323478, 0.990774, 8.47284e-05
0.304979, 0.995783, 0.171537, -1.2962, 0.000323286, 0.990775, 8.47284e-05
0.305124, 0.996924, 0.170932, -1.29598, 0.000323286, 0.990774, 8.46685e-05
0.305269, 0.998073, 0.170322, -1.29574, 0.000323191, 0.990774, 8.49082e-05
0.305411, 0.999217, 0.169698, -1.29551, 0.000323478, 0.990774, 8.46685e-05
0.305559, 1.00036, 0.16909, -1.29528, 0.000323766, 0.990774, 8.46685e-05
0.305704, 1.00149, 0.168492, -1.29505, 0.000323382, 0.990774, 8.49082e-05
0.305852, 1.00263, 0.167874, -1.29481, 0.000323478, 0.990774, 8.46685e-05
0.306004, 1.00376, 0.167256, -1.2946, 0.000323191, 0.990774, 8.47284e-05
0.306159, 1.00492, 0.166654, -1.29436, 0.000323478, 0.990774, 8.46685e-05
0.30631, 1.00606, 0.166044, -1.29411, 0.000323862, 0.990774, 8.47884e-05
0.306464, 1.0072, 0.165429, -1.29388, 0.00032367, 0.990774, 8.47884e-05
0.306616, 1.00834, 0.164822, -1.29363, 0.000323478, 0.990774, 8.47884e-05
0.306761, 1.00948, 0.164217, -1.29338, 0.000323191, 0.990774, 8.49082e-05
0.306896, 1.01061, 0.163609, -1.29313, 0.000323478, 0.990774, 8.46685e-05
0.307028, 1.01174, 0.163012, -1.29288, 0.00032367, 0.990774, 8.49082e-05
0.307161, 1.01288, 0.162424, -1.29263, 0.000323766, 0.990774, 8.46087e-05
0.307296, 1.01401, 0.161833, -1.29238, 0.00032367, 0.990774, 8.47884e-05
0.307427, 1.01515, 0.16124, -1.29211, 0.000323478, 0.990774, 8.46685e-05
0.307558, 1.01628, 0.160646, -1.29186, 0.000323478, 0.990774, 8.47884e-05
0.30769, 1.01741, 0.160063, -1.29159, 0.000323478, 0.990773, 8.47884e-05
0.307826, 1.01854, 0.159486, -1.29133, 0.00032367, 0.990774, 8.46685e-05
0.30796, 1.01967, 0.1589, -1.29105, 0.000323478, 0.990773, 8.47284e-05
0.308097, 1.02079, 0.158311, -1.29078, 0.00032367, 0.990774, 8.46685e-05
0.30824, 1.02191, 0.157742, -1.29051, 0.000323478, 0.990773, 8.47884e-05
0.308386, 1.02303, 0.15717, -1.29025, 0.000323478, 0.990774, 8.47884e-05
0.308526, 1.02416, 0.156578, -1.28999, 0.000323478, 0.990772, 8.47884e-05
0.308665, 1.02529, 0.155989, -1.2897, 0.00032367, 0.990774, 8.47884e-05
0.308797, 1.02641, 0.155424, -1.28943, 0.000323862, 0.990773, 8.46685e-05
0.308928, 1.02753, 0.154855, -1.28915, 0.000323478, 0.990774, 8.47284e-05
0.309057, 1.02865, 0.154267, -1.28887, 0.00032367, 0.990773, 8.47884e-05
0.309187, 1.02977, 0.153698, -1.28857, 0.000323862, 0.990773, 8.46087e-05
0.309309, 1.03089, 0.153148, -1.28829, 0.00032367, 0.990773, 8.49082e-05
0.309426, 1.032, 0.152582, -1.28801, 0.000323862, 0.990773, 8.46685e-05
0.30955, 1.03312, 0.152017, -1.28771, 0.000323286, 0.990773, 8.49082e-05
0.309682, 1.03423, 0.151478, -1.28741, 0.000323862, 0.990773, 8.46685e-05
0.309809, 1.03534, 0.150939, -1.2871, 0.00032367, 0.990773, 8.47284e-05
0.309932, 1.03645, 0.150372, -1.28679, 0.000323766, 0.990773, 8.47884e-05
0.310061, 1.03757, 0.149814, -1.28649, 0.00032367, 0.990773, 8.46685e-05
0.310201, 1.03867, 0.149283, -1.28619, 0.00032367, 0.990773, 8.47884e-05
0.310339, 1.03978, 0.148746, -1.28587, 0.000323766, 0.990774, 8.46685e-05
0.310466, 1.04086, 0.148182, -1.28557, 0.000323862, 0.990773, 8.47884e-05
0.310601, 1.04197, 0.147626, -1.28525, 0.000323958, 0.990774, 8.46685e-05
0.310745, 1.04307, 0.14709, -1.28495, 0.00032367, 0.990773, 8.47284e-05
0.310885, 1.04419, 0.146539, -1.28462, 0.00032367, 0.990773, 8.49082e-05
0.311013, 1.04529, 0.145978, -1.28429, 0.000323766, 0.990773, 8.47884e-05
0.311145, 1.0464, 0.145434, -1.28397, 0.00032367, 0.990773, 8.47884e-05
0.311279, 1.04749, 0.144905, -1.28365, 0.000323862, 0.990773, 8.46685e-05
0.311408, 1.04859, 0.144369, -1.28332, 0.00032367, 0.990773, 8.47884e-05
0.311529, 1.04968, 0.143833, -1.28297, 0.000323766, 0.990773, 8.46685e-05
0.311652, 1.05078, 0.143311, -1.28263, 0.000324149, 0.990773, 8.46685e-05
0.31178, 1.05188, 0.142796, -1.28228, 0.000323958, 0.990773, 8.49082e-05
0.311908, 1.05298, 0.142272, -1.28194, 0.000323958, 0.990773, 8.46685e-05
0.312032, 1.05406, 0.141744, -1.28159, 0.00032367, 0.990773, 8.47284e-05
0.312156, 1.05515, 0.14122, -1.28123, 0.000323958, 0.990773, 8.46685e-05
0.312286, 1.05623, 0.140708, -1.28088, 0.000323958, 0.990773, 8.47284e-05
0.312419, 1.05732, 0.140204, -1.28052, 0.000323766, 0.990773, 8.47884e-05
0.312549, 1.0584, 0.139688, -1.28016, 0.000323958, 0.990773, 8.46685e-05
0.312673, 1.05948, 0.139163, -1.27978, 0.000323862, 0.990773, 8.49082e-05
0.312806, 1.06053, 0.13864, -1.27941, 0.000323958, 0.990772, 8.46685e-05
0.312947, 1.06161, 0.13814, -1.27902, 0.000323766, 0.990773, 8.47884e-05
0.313084, 1.06268, 0.137627, -1.27865, 0.000323766, 0.990773, 8.47884e-05
0.313209, 1.06377, 0.137095, -1.27828, 0.000323958, 0.990773, 8.46685e-05
0.313335, 1.06484, 0.136573, -1.2779, 0.000323862, 0.990773, 8.47284e-05
0.313469, 1.06591, 0.136087, -1.27752, 0.000324245, 0.990773, 8.46685e-05
0.313595, 1.06697, 0.135604, -1.27714, 0.000323862, 0.990773, 8.47284e-05
0.313713, 1.06804, 0.13509, -1.27675, 0.000324149, 0.990773, 8.46685e-05
0.313831, 1.0691, 0.134571, -1.27635, 0.000323958, 0.990773, 8.47884e-05
0.313962, 1.07017, 0.134087, -1.27597, 0.000323958, 0.990773, 8.47884e-05
0.314091, 1.07123, 0.133616, -1.27558, 0.00032367, 0.990773, 8.46685e-05
0.314215, 1.07229, 0.133117, -1.27518, 0.000323862, 0.990773, 8.47884e-05
0.314338, 1.07334, 0.132607, -1.27477, 0.000323958, 0.990773, 8.46685e-05
0.314473, 1.07439, 0.132125, -1.27437, 0.000323958, 0.990773, 8.47284e-05
0.314614, 1.07543, 0.131666, -1.27397, 0.000323958, 0.990773, 8.47884e-05
0.314749, 1.07648, 0.131176, -1.27356, 0.000324149, 0.990773, 8.47884e-05
0.314881, 1.07753, 0.130656, -1.27317, 0.000323958, 0.990773, 8.47284e-05
0.315029, 1.07857, 0.130161, -1.27275, 0.000324245, 0.990772, 8.46685e-05
0.315185, 1.07959, 0.129698, -1.27233, 0.000323862, 0.990773, 8.49082e-05
0.315326, 1.08061, 0.129216, -1.27191, 0.000323958, 0.990773, 8.46685e-05
0.315456, 1.08165, 0.128702, -1.2715, 0.000323862, 0.990773, 8.47884e-05
0.315598, 1.0827, 0.128206, -1.27109, 0.000323958, 0.990772, 8.47884e-05
0.315744, 1.08375, 0.127749, -1.27067, 0.000323766, 0.990773, 8.46087e-05
0.315877, 1.08477, 0.127292, -1.27025, 0.000323862, 0.990772, 8.46087e-05
0.315998, 1.0858, 0.126805, -1.26982, 0.000323958, 0.990772, 8.46685e-05
0.316133, 1.08682, 0.12632, -1.26939, 0.000323958, 0.990773, 8.49082e-05
0.316282, 1.08784, 0.125865, -1.26896, 0.000323958, 0.990773, 8.46685e-05
0.316422, 1.08885, 0.125419, -1.26852, 0.000323862, 0.990773, 8.47284e-05
0.316548, 1.08987, 0.124952, -1.26808, 0.000324149, 0.990772, 8.46685e-05
0.316678, 1.09089, 0.124471, -1.26764, 0.000324437, 0.990773, 8.47884e-05
0.316829, 1.0919, 0.124011, -1.26719, 0.000324149, 0.990773, 8.47284e-05
0.316985, 1.0929, 0.123565, -1.26674, 0.000324245, 0.990773, 8.47284e-05
0.31713, 1.0939, 0.123107, -1.2663, 0.000323862, 0.990773, 8.49082e-05
0.317277, 1.09489, 0.122629, -1.26584, 0.000324149, 0.990772, 8.46685e-05
0.31743, 1.09588, 0.122156, -1.26538, 0.000324149, 0.990773, 8.47884e-05
0.317582, 1.09689, 0.121692, -1.26493, 0.000324149, 0.990773, 8.47884e-05
0.317725, 1.09788, 0.121236, -1.26448, 0.000324149, 0.990772, 8.46685e-05
0.317842, 1.09887, 0.120771, -1.26402, 0.00032367, 0.990773, 8.47884e-05
0.317936, 1.09983, 0.120281, -1.26356, 0.000324245, 0.990772, 8.46685e-05
0.318018, 1.10081, 0.119793, -1.26311, 0.000324245, 0.990773, 8.47284e-05
0.318087, 1.10178, 0.119304, -1.26269, 0.000324245, 0.990773, 8.47884e-05
0.318131, 1.10277, 0.118813, -1.26227, 0.000323766, 0.990774, 8.46685e-05
0.318141, 1.10373, 0.118296, -1.26187, 0.000323958, 0.990773, 8.47884e-05
0.318128, 1.10468, 0.117745, -1.26146, 0.000324149, 0.990774, 8.46685e-05
0.318104, 1.10561, 0.117177, -1.26108, 0.000323862, 0.990774, 8.49082e-05
0.318073, 1.10653, 0.11661, -1.26071, 0.000323958, 0.990773, 8.46685e-05
0.318023, 1.10744, 0.116016, -1.26035, 0.000323478, 0.990774, 8.47884e-05
0.317938, 1.10834, 0.115341, -1.26, 0.000323862, 0.990773, 8.47884e-05
0.317796, 1.10923, 0.11463, -1.25966, 0.000323766, 0.990774, 8.46685e-05
0.317634, 1.1101, 0.113948, -1.25935, 0.000323958, 0.990774, 8.47284e-05
0.317434, 1.11096, 0.113269, -1.25906, 0.000323958, 0.990774, 8.46685e-05
0.317179, 1.1118, 0.112553, -1.2588, 0.00032367, 0.990774, 8.47284e-05
0.316852, 1.11263, 0.111819, -1.25854, 0.000323766, 0.990774, 8.46685e-05
0.316468, 1.11344, 0.111053, -1.25831, 0.000323958, 0.990775, 8.47884e-05
0.316055, 1.11425, 0.110297, -1.25812, 0.00032367, 0.990775, 8.47884e-05
0.315617, 1.11503, 0.109553, -1.25795, 0.00032367, 0.990775, 8.46685e-05
0.315136, 1.11581, 0.108741, -1.25781, 0.000323478, 0.990775, 8.47284e-05
0.314591, 1.11656, 0.107879, -1.25769, 0.00032367, 0.990775, 8.46685e-05
0.313985, 1.11729, 0.107006, -1.25759, 0.00032367, 0.990775, 8.47284e-05
0.313362, 1.11801, 0.106163, -1.25752, 0.000323862, 0.990775, 8.47884e-05
0.312727, 1.11871, 0.105333, -1.25747, 0.000323862, 0.990775, 8.47284e-05
0.312013, 1.11939, 0.104445, -1.25745, 0.00032367, 0.990775, 8.47284e-05
0.311226, 1.12009, 0.103507, -1.25746, 0.00032367, 0.990776, 8.46685e-05
0.310442, 1.12077, 0.102571, -1.25746, 0.000323862, 0.990776, 8.47884e-05
0.309617, 1.12144, 0.10165, -1.25748, 0.000323766, 0.990776, 8.46087e-05
0.30873, 1.12209, 0.100697, -1.25751, 0.000323862, 0.990776, 8.47284e-05
0.3078, 1.12273, 0.099699, -1.25752, 0.000323862, 0.990777, 8.46685e-05
0.306815, 1.12335, 0.0986691, -1.25754, 0.000324149, 0.990777, 8.47884e-05
0.305828, 1.12397, 0.0976594, -1.25756, 0.000323766, 0.990777, 8.49082e-05
0.304795, 1.12459, 0.0966643, -1.25759, 0.000323286, 0.990777, 8.46685e-05
0.303739, 1.12518, 0.0956359, -1.25761, 0.000323862, 0.990778, 8.47884e-05
0.302632, 1.12577, 0.0945688, -1.25764, 0.000323478, 0.990778, 8.47884e-05
0.301504, 1.12634, 0.0934924, -1.25767, 0.000324149, 0.990778, 8.47884e-05
0.300343, 1.12689, 0.0924316, -1.2577, 0.000324245, 0.990779, 8.47284e-05
0.299169, 1.12743, 0.0913741, -1.25777, 0.000323766, 0.990778, 8.45487e-05
0.297952, 1.12795, 0.0902791, -1.25786, 0.000323478, 0.990779, 8.47284e-05
0.296702, 1.12846, 0.0891654, -1.25799, 0.000323478, 0.990779, 8.46685e-05
0.295411, 1.12895, 0.0880328, -1.25814, 0.000323958, 0.990779, 8.46685e-05
0.294096, 1.12941, 0.0869068, -1.25835, 0.000323766, 0.990779, 8.46087e-05
0.292752, 1.12985, 0.085776, -1.25859, 0.000324149, 0.990779, 8.46685e-05
0.291377, 1.13027, 0.0846301, -1.25885, 0.000324245, 0.99078, 8.49082e-05
0.289968, 1.13069, 0.0834632, -1.25914, 0.000324437, 0.99078, 8.44888e-05
0.288527, 1.1311, 0.0822786, -1.25947, 0.000323862, 0.99078, 8.47284e-05
0.287054, 1.13148, 0.0810976, -1.25983, 0.000323286, 0.99078, 8.46685e-05
0.285546, 1.13185, 0.0798844, -1.26023, 0.000324437, 0.990781, 8.46087e-05
0.284003, 1.1322, 0.0786592, -1.26065, 0.000323958, 0.990781, 8.47284e-05
0.282446, 1.13253, 0.0774414, -1.2611, 0.000324149, 0.990781, 8.45487e-05
0.280864, 1.13287, 0.0762347, -1.26158, 0.000323958, 0.990781, 8.47284e-05
0.279246, 1.13318, 0.0749943, -1.26209, 0.000324245, 0.990781, 8.46685e-05
0.277606, 1.13347, 0.0737381, -1.26261, 0.000323862, 0.990782, 8.47884e-05
0.275951, 1.13373, 0.0724894, -1.26315, 0.000324245, 0.990782, 8.45487e-05
0.274282, 1.13398, 0.0712421, -1.26373, 0.000324437, 0.990782, 8.47284e-05
0.272583, 1.13423, 0.0699978, -1.26434, 0.000323958, 0.990783, 8.47284e-05
0.270866, 1.13447, 0.0687234, -1.26498, 0.000323958, 0.990782, 8.45487e-05
0.269128, 1.1347, 0.0674311, -1.26561, 0.000324245, 0.990783, 8.47284e-05
0.267377, 1.13492, 0.0661443, -1.26628, 0.000325108, 0.990783, 8.45487e-05
0.265609, 1.13511, 0.0648652, -1.26697, 0.000325204, 0.990783, 8.47884e-05
0.263821, 1.13528, 0.0635818, -1.26765, 0.000323191, 0.990783, 8.47884e-05
0.262027, 1.13545, 0.0622721, -1.26836, 0.000323286, 0.990784, 8.46685e-05
0.260197, 1.13561, 0.0609489, -1.2691, 0.00032367, 0.990784, 8.47884e-05
0.258347, 1.13576, 0.0596128, -1.26985, 0.000325588, 0.990784, 8.46685e-05
0.256489, 1.13588, 0.0582961, -1.27063, 0.00032482, 0.990784, 8.47884e-05
0.254629, 1.136, 0.0569889, -1.27143, 0.000324245, 0.990784, 8.46685e-05
0.252754, 1.1361, 0.0556569, -1.27223, 0.000324245, 0.990784, 8.46685e-05
0.250865, 1.13619, 0.054313, -1.27306, 0.000323958, 0.990785, 8.47884e-05
0.248972, 1.13627, 0.0529757, -1.2739, 0.000324916, 0.990784, 8.46685e-05
0.247074, 1.13634, 0.051659, -1.27474, 0.000325588, 0.990785, 8.47284e-05
0.245163, 1.13641, 0.0503363, -1.27561, 0.000325683, 0.990785, 8.46685e-05
0.243247, 1.13647, 0.0489856, -1.2765, 0.000324916, 0.990785, 8.47884e-05
0.241319, 1.13651, 0.0476264, -1.27739, 0.000324149, 0.990785, 8.46087e-05
0.239382, 1.13655, 0.0462737, -1.27831, 0.000324245, 0.990785, 8.46685e-05
0.237435, 1.13658, 0.0449421, -1.27922, 0.000324245, 0.990785, 8.47284e-05
0.235479, 1.1366, 0.0435972, -1.28016, 0.000324629, 0.990785, 8.46685e-05
0.233506, 1.13662, 0.042223, -1.2811, 0.000324629, 0.990785, 8.47284e-05
0.231518, 1.13663, 0.0408382, -1.28204, 0.000324916, 0.990785, 8.45487e-05
0.229522, 1.13663, 0.0394617, -1.28298, 0.000325875, 0.990786, 8.47284e-05
0.227519, 1.13663, 0.0381088, -1.28394, 0.000325588, 0.990786, 8.46087e-05
0.225504, 1.13664, 0.0367565, -1.28492, 0.000324629, 0.990786, 8.46087e-05
0.223476, 1.13664, 0.0353689, -1.28589, 0.00032482, 0.990786, 8.47884e-05
0.221441, 1.13664, 0.0339786, -1.28688, 0.000324629, 0.990786, 8.46685e-05
0.219402, 1.13664, 0.0326093, -1.28785, 0.000324149, 0.990787, 8.47284e-05
0.217354, 1.13664, 0.0312531, -1.28884, 0.000324725, 0.990786, 8.46087e-05
0.215295, 1.13664, 0.0298822, -1.28981, 0.000325396, 0.990787, 8.47884e-05
0.213219, 1.13664, 0.0284746, -1.2908, 0.000325683, 0.990786, 8.47884e-05
0.21114, 1.13664, 0.0270714, -1.29178, 0.000324629, 0.990787, 8.46685e-05
0.209067, 1.13664, 0.025696, -1.29277, 0.000324245, 0.990787, 8.47884e-05
0.206975, 1.13664, 0.0243281, -1.29375, 0.000323766, 0.990787, 8.45487e-05
0.204868, 1.13664, 0.0229266, -1.29473, 0.000323958, 0.990787, 8.47284e-05
0.202752, 1.13664, 0.0215019, -1.29573, 0.000326067, 0.990787, 8.46685e-05
0.200622, 1.13664, 0.0200818, -1.29672, 0.000326163, 0.990787, 8.46685e-05
0.198493, 1.13664, 0.0186821, -1.29774, 0.000326163, 0.990787, 8.47284e-05
0.196352, 1.13664, 0.017312, -1.29874, 0.000324149, 0.990786, 8.46685e-05
0.194203, 1.13664, 0.0158978, -1.29974, 0.000324725, 0.990787, 8.47284e-05
0.192045, 1.13665, 0.0144671, -1.30075, 0.000324916, 0.990787, 8.45487e-05
0.189895, 1.13664, 0.0130629, -1.30174, 0.000325204, 0.990787, 8.47284e-05
0.187746, 1.13665, 0.0116803, -1.30272, 0.000325588, 0.990787, 8.46685e-05
0.185578, 1.13665, 0.0102925, -1.30369, 0.000325108, 0.990787, 8.47284e-05
0.183408, 1.13665, 0.00886174, -1.30468, 0.000326163, 0.990787, 8.46087e-05
0.181231, 1.13664, 0.00742806, -1.30566, 0.000324916, 0.990787, 8.46685e-05
0.179062, 1.13665, 0.00601566, -1.30663, 0.000324629, 0.990787, 8.47284e-05
0.17688, 1.13664, 0.00462603, -1.30759, 0.000324245, 0.990787, 8.45487e-05
0.174688, 1.13664, 0.00321351, -1.30855, 0.000324149, 0.990787, 8.46087e-05
0.172492, 1.13664, 0.00176438, -1.30948, 0.000326834, 0.990787, 8.46685e-05
0.170294, 1.13664, 0.000322136, -1.31042, 0.00032645, 0.990787, 8.47884e-05
0.168101, 1.13664, -0.00108901, -1.31135, 0.000325875, 0.990787, 8.47884e-05
0.165892, 1.13664, -0.00246851, -1.31227, 0.00032482, 0.990787, 8.46685e-05
0.163688, 1.13664, -0.00388265, -1.31319, 0.000324916, 0.990787, 8.47284e-05
0.161476, 1.13664, -0.00531884, -1.31409, 0.000324437, 0.990787, 8.46685e-05
0.159266, 1.13664, -0.00673711, -1.315, 0.000325108, 0.990787, 8.47284e-05
0.157055, 1.13664, -0.00812357, -1.31591, 0.00032645, 0.990787, 8.46685e-05
0.154835, 1.13664, -0.00950912, -1.3168, 0.000325683, 0.990787, 8.46685e-05
0.152612, 1.13664, -0.0109367, -1.31769, 0.000325683, 0.990786, 8.46087e-05
0.150387, 1.13664, -0.0123701, -1.31854, 0.000325204, 0.990787, 8.45487e-05
0.148164, 1.13664, -0.0137794, -1.31942, 0.00032482, 0.990787, 8.47284e-05
0.145923, 1.13664, -0.0151638, -1.32026, 0.00032482, 0.990787, 8.45487e-05
0.143687, 1.13664, -0.0165696, -1.32108, 0.000325204, 0.990786, 8.47284e-05
