target_x, target_y, target_z
0.6, 0.379594, 0.297298
0.6, 0.38022, 0.296586
0.6, 0.380836, 0.295873
0.6, 0.381443, 0.295158
0.6, 0.38204, 0.294442
0.6, 0.382628, 0.293725
0.6, 0.383206, 0.293007
0.6, 0.383775, 0.292288
0.6, 0.384334, 0.291568
0.6, 0.384883, 0.290847
0.6, 0.385423, 0.290125
0.6, 0.385953, 0.289402
0.6, 0.386474, 0.288678
0.6, 0.386985, 0.287952
0.6, 0.387486, 0.287226
0.6, 0.387978, 0.286499
0.6, 0.388459, 0.285771
0.6, 0.388931, 0.285043
0.6, 0.389394, 0.284313
0.6, 0.389846, 0.283582
0.6, 0.390289, 0.282851
0.6, 0.390722, 0.282119
0.6, 0.391146, 0.281386
0.6, 0.391559, 0.280652
0.6, 0.391963, 0.279917
0.6, 0.392357, 0.279182
0.6, 0.392741, 0.278446
0.6, 0.393116, 0.277709
0.6, 0.39348, 0.276972
0.6, 0.393835, 0.276234
0.6, 0.39418, 0.275495
0.6, 0.394515, 0.274756
0.6, 0.39484, 0.274016
0.6, 0.395155, 0.273275
0.6, 0.395461, 0.272534
0.6, 0.395756, 0.271792
0.6, 0.396042, 0.27105
0.6, 0.396318, 0.270307
0.6, 0.396583, 0.269564
0.6, 0.396839, 0.26882
0.6, 0.397085, 0.268075
0.6, 0.397321, 0.267331
0.6, 0.397547, 0.266585
0.6, 0.397764, 0.26584
0.6, 0.39797, 0.265094
0.6, 0.398166, 0.264347
0.6, 0.398352, 0.263601
0.6, 0.398529, 0.262854
0.6, 0.398695, 0.262106
0.6, 0.398852, 0.261359
0.6, 0.398998, 0.260611
0.6, 0.399134, 0.259862
0.6, 0.399261, 0.259114
0.6, 0.399378, 0.258365
0.6, 0.399484, 0.257616
0.6, 0.399581, 0.256867
0.6, 0.399667, 0.256118
0.6, 0.399744, 0.255368
0.6, 0.39981, 0.254619
0.6, 0.399867, 0.253869
0.6, 0.399914, 0.253119
0.6, 0.39995, 0.252369
0.6, 0.399977, 0.251619
0.6, 0.399993, 0.250869
0.6, 0.4, 0.250119
0.6, 0.399996, 0.249369
0.6, 0.399983, 0.248619
0.6, 0.39996, 0.24787
0.6, 0.399926, 0.24712
0.6, 0.399883, 0.24637
0.6, 0.399829, 0.24562
0.6, 0.399766, 0.24487
0.6, 0.399693, 0.244121
0.6, 0.399609, 0.243372
0.6, 0.399516, 0.242622
0.6, 0.399413, 0.241873
0.6, 0.399299, 0.241125
0.6, 0.399176, 0.240376
0.6, 0.399043, 0.239628
0.6, 0.398899, 0.23888
0.6, 0.398746, 0.238132
0.6, 0.398583, 0.237384
0.6, 0.39841, 0.236637
0.6, 0.398226, 0.23589
0.6, 0.398033, 0.235144
0.6, 0.39783, 0.234398
0.6, 0.397617, 0.233652
0.6, 0.397394, 0.232907
0.6, 0.397161, 0.232162
0.6, 0.396919, 0.231417
0.6, 0.396666, 0.230673
0.6, 0.396403, 0.22993
0.6, 0.396131, 0.229187
0.6, 0.395848, 0.228444
0.6, 0.395556, 0.227702
0.6, 0.395254, 0.226961
0.6, 0.394942, 0.22622
0.6, 0.39462, 0.22548
0.6, 0.394288, 0.22474
0.6, 0.393946, 0.224001
0.6, 0.393594, 0.223263
0.6, 0.393233, 0.222525
0.6, 0.392862, 0.221788
0.6, 0.392481, 0.221052
0.6, 0.39209, 0.220317
0.6, 0.391689, 0.219582
0.6, 0.391279, 0.218848
0.6, 0.390858, 0.218115
0.6, 0.390428, 0.217382
0.6, 0.389989, 0.21665
0.6, 0.389539, 0.21592
0.6, 0.38908, 0.21519
0.6, 0.388611, 0.214461
0.6, 0.388132, 0.213732
0.6, 0.387644, 0.213005
0.6, 0.387146, 0.212279
0.6, 0.386638, 0.211553
0.6, 0.38612, 0.210829
0.6, 0.385593, 0.210105
0.6, 0.385056, 0.209383
0.6, 0.38451, 0.208661
0.6, 0.383954, 0.207941
0.6, 0.383389, 0.207222
0.6, 0.382813, 0.206503
0.6, 0.382229, 0.205786
0.6, 0.381634, 0.20507
0.6, 0.38103, 0.204355
0.6, 0.380417, 0.203641
0.6, 0.379794, 0.202928
0.6, 0.379162, 0.202217
0.6, 0.37852, 0.201507
0.6, 0.377869, 0.200797
0.6, 0.377208, 0.20009
0.6, 0.376538, 0.199383
0.6, 0.375858, 0.198678
0.6, 0.375169, 0.197973
0.6, 0.374471, 0.197271
0.6, 0.373763, 0.196569
0.6, 0.373046, 0.195869
0.6, 0.37232, 0.19517
0.6, 0.371584, 0.194473
0.6, 0.370839, 0.193777
0.6, 0.370085, 0.193082
0.6, 0.369321, 0.192389
0.6, 0.368548, 0.191697
0.6, 0.367766, 0.191007
0.6, 0.366975, 0.190318
0.6, 0.366175, 0.189631
0.6, 0.365365, 0.188945
0.6, 0.364547, 0.188261
0.6, 0.363719, 0.187578
0.6, 0.362882, 0.186897
0.6, 0.362036, 0.186217
0.6, 0.361181, 0.185539
0.6, 0.360317, 0.184863
0.6, 0.359444, 0.184188
0.6, 0.358562, 0.183515
0.6, 0.357671, 0.182843
0.6, 0.356771, 0.182174
0.6, 0.355863, 0.181505
0.6, 0.354945, 0.180839
0.6, 0.354018, 0.180174
0.6, 0.353083, 0.179512
0.6, 0.352139, 0.17885
0.6, 0.351186, 0.178191
0.6, 0.350224, 0.177533
0.6, 0.349253, 0.176878
0.6, 0.348274, 0.176224
0.6, 0.347286, 0.175572
0.6, 0.346289, 0.174921
0.6, 0.345284, 0.174273
0.6, 0.34427, 0.173627
0.6, 0.343247, 0.172982
0.6, 0.342216, 0.172339
0.6, 0.341176, 0.171699
0.6, 0.340128, 0.17106
0.6, 0.339071, 0.170423
0.6, 0.338006, 0.169789
0.6, 0.336932, 0.169156
0.6, 0.33585, 0.168525
0.6, 0.33476, 0.167896
0.6, 0.333661, 0.16727
0.6, 0.332553, 0.166645
0.6, 0.331438, 0.166023
0.6, 0.330314, 0.165402
0.6, 0.329182, 0.164784
0.6, 0.328042, 0.164168
0.6, 0.326893, 0.163554
0.6, 0.325736, 0.162942
0.6, 0.324572, 0.162332
0.6, 0.323399, 0.161725
0.6, 0.322218, 0.16112
0.6, 0.321028, 0.160517
0.6, 0.319831, 0.159916
0.6, 0.318626, 0.159317
0.6, 0.317413, 0.158721
0.6, 0.316192, 0.158127
0.6, 0.314963, 0.157535
0.6, 0.313726, 0.156946
0.6, 0.312482, 0.156359
0.6, 0.311229, 0.155774
0.6, 0.309969, 0.155192
0.6, 0.308701, 0.154612
0.6, 0.307425, 0.154034
0.6, 0.306142, 0.153459
0.6, 0.304851, 0.152886
0.6, 0.303552, 0.152316
0.6, 0.302246, 0.151748
0.6, 0.300932, 0.151182
0.6, 0.299611, 0.150619
0.6, 0.298282, 0.150059
0.6, 0.296946, 0.149501
0.6, 0.295602, 0.148945
0.6, 0.294251, 0.148392
0.6, 0.292893, 0.147842
0.6, 0.291527, 0.147294
0.6, 0.290154, 0.146748
0.6, 0.288773, 0.146206
0.6, 0.287386, 0.145666
0.6, 0.285991, 0.145128
0.6, 0.284589, 0.144593
0.6, 0.28318, 0.144061
0.6, 0.281764, 0.143531
0.6, 0.280341, 0.143004
0.6, 0.278911, 0.14248
0.6, 0.277474, 0.141958
0.6, 0.27603, 0.141439
0.6, 0.274579, 0.140923
0.6, 0.273121, 0.14041
0.6, 0.271657, 0.139899
0.6, 0.270185, 0.139391
0.6, 0.268707, 0.138886
0.6, 0.267222, 0.138383
0.6, 0.265731, 0.137884
0.6, 0.264232, 0.137387
0.6, 0.262728, 0.136893
0.6, 0.261216, 0.136402
0.6, 0.259698, 0.135913
0.6, 0.258174, 0.135428
0.6, 0.256643, 0.134945
0.6, 0.255106, 0.134465
0.6, 0.253562, 0.133988
0.6, 0.252012, 0.133514
0.6, 0.250456, 0.133043
0.6, 0.248893, 0.132575
0.6, 0.247325, 0.13211
0.6, 0.24575, 0.131648
0.6, 0.244169, 0.131188
0.6, 0.242581, 0.130732
0.6, 0.240988, 0.130279
0.6, 0.239389, 0.129828
0.6, 0.237784, 0.129381
0.6, 0.236172, 0.128937
0.6, 0.234555, 0.128495
0.6, 0.232932, 0.128057
0.6, 0.231303, 0.127622
0.6, 0.229669, 0.12719
0.6, 0.228029, 0.126761
0.6, 0.226382, 0.126335
0.6, 0.224731, 0.125912
0.6, 0.223073, 0.125492
0.6, 0.221411, 0.125075
0.6, 0.219742, 0.124662
0.6, 0.218068, 0.124251
0.6, 0.216389, 0.123844
0.6, 0.214704, 0.12344
0.6, 0.213014, 0.123039
0.6, 0.211318, 0.122641
0.6, 0.209618, 0.122246
0.6, 0.207912, 0.121855
0.6, 0.206201, 0.121467
0.6, 0.204484, 0.121082
0.6, 0.202763, 0.1207
0.6, 0.201036, 0.120321
0.6, 0.199305, 0.119946
0.6, 0.197568, 0.119574
0.6, 0.195827, 0.119205
0.6, 0.19408, 0.11884
0.6, 0.192329, 0.118477
0.6, 0.190573, 0.118118
0.6, 0.188812, 0.117763
0.6, 0.187047, 0.11741
0.6, 0.185277, 0.117061
0.6, 0.183502, 0.116716
0.6, 0.181722, 0.116373
0.6, 0.179938, 0.116034
0.6, 0.17815, 0.115698
0.6, 0.176357, 0.115366
0.6, 0.17456, 0.115037
0.6, 0.172758, 0.114711
0.6, 0.170952, 0.114389
0.6, 0.169142, 0.11407
0.6, 0.167327, 0.113755
0.6, 0.165508, 0.113443
0.6, 0.163686, 0.113134
0.6, 0.161859, 0.112829
0.6, 0.160028, 0.112527
0.6, 0.158193, 0.112229
0.6, 0.156354, 0.111934
0.6, 0.154511, 0.111643
0.6, 0.152664, 0.111355
0.6, 0.150814, 0.11107
0.6, 0.14896, 0.110789
0.6, 0.147102, 0.110512
0.6, 0.14524, 0.110237
0.6, 0.143375, 0.109967
0.6, 0.141506, 0.1097
0.6, 0.139633, 0.109436
0.6, 0.137757, 0.109176
0.6, 0.135878, 0.10892
0.6, 0.133995, 0.108667
0.6, 0.132109, 0.108417
0.6, 0.13022, 0.108171
0.6, 0.128327, 0.107929
0.6, 0.126431, 0.10769
0.6, 0.124532, 0.107455
0.6, 0.12263, 0.107223
0.6, 0.120725, 0.106995
0.6, 0.118817, 0.10677
0.6, 0.116905, 0.106549
0.6, 0.114991, 0.106332
0.6, 0.113074, 0.106118
0.6, 0.111154, 0.105908
0.6, 0.109232, 0.105701
0.6, 0.107306, 0.105498
0.6, 0.105378, 0.105299
0.6, 0.103448, 0.105103
0.6, 0.101514, 0.104911
0.6, 0.0995787, 0.104722
0.6, 0.0976404, 0.104538
0.6, 0.0956997, 0.104356
0.6, 0.0937566, 0.104179
0.6, 0.0918112, 0.104005
0.6, 0.0898634, 0.103834
0.6, 0.0879134, 0.103668
0.6, 0.0859613, 0.103505
0.6, 0.0840069, 0.103345
0.6, 0.0820505, 0.10319
0.6, 0.080092, 0.103038
0.6, 0.0781315, 0.102889
0.6, 0.0761691, 0.102745
0.6, 0.0742047, 0.102604
0.6, 0.0722385, 0.102466
0.6, 0.0702705, 0.102333
0.6, 0.0683007, 0.102203
0.6, 0.0663293, 0.102077
0.6, 0.0643561, 0.101954
0.6, 0.0623814, 0.101835
0.6, 0.0604051, 0.10172
0.6, 0.0584273, 0.101609
0.6, 0.056448, 0.101501
0.6, 0.0544673, 0.101397
0.6, 0.0524853, 0.101297
0.6, 0.0505019, 0.1012
0.6, 0.0485173, 0.101107
0.6, 0.0465315, 0.101018
0.6, 0.0445445, 0.100933
0.6, 0.0425564, 0.100851
0.6, 0.0405672, 0.100773
0.6, 0.038577, 0.100699
0.6, 0.0365859, 0.100629
0.6, 0.0345938, 0.100562
0.6, 0.0326009, 0.100499
0.6, 0.0306071, 0.10044
0.6, 0.0286126, 0.100384
0.6, 0.0266174, 0.100332
0.6, 0.0246215, 0.100284
0.6, 0.022625, 0.10024
0.6, 0.0206279, 0.1002
0.6, 0.0186303, 0.100163
0.6, 0.0166323, 0.10013
0.6, 0.0146338, 0.1001
0.6, 0.012635, 0.100075
0.6, 0.0106358, 0.100053
0.6, 0.00863639, 0.100035
0.6, 0.00663676, 0.100021
0.6, 0.00463696, 0.10001
0.6, 0.00263704, 0.100003
0.6, 0.000637061, 0.1
0.6, -0.00136294, 0.100001
0.6, -0.0033629, 0.100005
0.6, -0.00536278, 0.100013
0.6, -0.00736252, 0.100025
0.6, -0.00936208, 0.100041
0.6, -0.0113614, 0.100061
0.6, -0.0133605, 0.100084
0.6, -0.0153592, 0.100111
0.6, -0.0173575, 0.100141
0.6, -0.0193554, 0.100176
0.6, -0.0213528, 0.100214
0.6, -0.0233497, 0.100256
0.6, -0.0253459, 0.100301
0.6, -0.0273416, 0.100351
0.6, -0.0293366, 0.100404
0.6, -0.0313308, 0.100461
0.6, -0.0333243, 0.100521
0.6, -0.0353169, 0.100586
0.6, -0.0373086, 0.100654
0.6, -0.0392994, 0.100726
0.6, -0.0412893, 0.100801
0.6, -0.0432781, 0.100881
0.6, -0.0452658, 0.100964
0.6, -0.0472523, 0.10105
0.6, -0.0492377, 0.101141
0.6, -0.0512219, 0.101235
0.6, -0.0532048, 0.101333
0.6, -0.0551863, 0.101434
0.6, -0.0571665, 0.10154
0.6, -0.0591453, 0.101649
0.6, -0.0611225, 0.101762
0.6, -0.0630983, 0.101878
0.6, -0.0650724, 0.101998
0.6, -0.067045, 0.102122
0.6, -0.0690158, 0.10225
0.6, -0.070985, 0.102381
0.6, -0.0729523, 0.102516
0.6, -0.0749179, 0.102654
0.6, -0.0768815, 0.102797
0.6, -0.0788433, 0.102943
0.6, -0.080803, 0.103092
0.6, -0.0827608, 0.103246
0.6, -0.0847165, 0.103403
0.6, -0.08667, 0.103563
0.6, -0.0886214, 0.103728
0.6, -0.0905706, 0.103896
0.6, -0.0925175, 0.104067
0.6, -0.0944621, 0.104243
0.6, -0.0964044, 0.104422
0.6, -0.0983442, 0.104604
0.6, -0.100282, 0.10479
0.6, -0.102216, 0.10498
0.6, -0.104149, 0.105174
0.6, -0.106078, 0.105371
0.6, -0.108006, 0.105572
0.6, -0.10993, 0.105776
0.6, -0.111851, 0.105984
0.6, -0.11377, 0.106195
0.6, -0.115686, 0.10641
0.6, -0.117599, 0.106629
0.6, -0.119509, 0.106851
0.6, -0.121417, 0.107077
0.6, -0.123321, 0.107307
0.6, -0.125222, 0.10754
0.6, -0.12712, 0.107776
0.6, -0.129014, 0.108016
0.6, -0.130906, 0.10826
0.6, -0.132794, 0.108507
0.6, -0.134679, 0.108758
0.6, -0.136561, 0.109012
0.6, -0.138439, 0.10927
0.6, -0.140313, 0.109531
0.6, -0.142184, 0.109796
0.6, -0.144052, 0.110065
0.6, -0.145916, 0.110337
0.6, -0.147776, 0.110612
0.6, -0.149633, 0.110891
0.6, -0.151486, 0.111173
0.6, -0.153335, 0.111459
0.6, -0.15518, 0.111748
0.6, -0.157022, 0.112041
0.6, -0.158859, 0.112337
0.6, -0.160693, 0.112636
0.6, -0.162522, 0.112939
0.6, -0.164348, 0.113246
0.6, -0.166169, 0.113556
0.6, -0.167986, 0.113869
0.6, -0.169799, 0.114186
0.6, -0.171608, 0.114506
0.6, -0.173412, 0.114829
0.6, -0.175212, 0.115156
0.6, -0.177008, 0.115486
0.6, -0.178799, 0.11582
0.6, -0.180586, 0.116157
0.6, -0.182369, 0.116497
0.6, -0.184146, 0.116841
0.6, -0.18592, 0.117188
0.6, -0.187688, 0.117538
0.6, -0.189452, 0.117891
0.6, -0.191211, 0.118248
0.6, -0.192965, 0.118608
0.6, -0.194715, 0.118972
0.6, -0.196459, 0.119339
0.6, -0.198199, 0.119709
0.6, -0.199934, 0.120082
0.6, -0.201663, 0.120458
0.6, -0.203388, 0.120838
0.6, -0.205108, 0.121221
0.6, -0.206822, 0.121607
0.6, -0.208532, 0.121997
0.6, -0.210236, 0.122389
0.6, -0.211934, 0.122785
0.6, -0.213628, 0.123184
0.6, -0.215316, 0.123586
0.6, -0.216999, 0.123991
0.6, -0.218676, 0.1244
0.6, -0.220348, 0.124811
0.6, -0.222015, 0.125226
0.6, -0.223676, 0.125644
0.6, -0.225331, 0.126065
0.6, -0.226981, 0.126489
0.6, -0.228625, 0.126916
0.6, -0.230263, 0.127346
0.6, -0.231895, 0.12778
0.6, -0.233522, 0.128216
0.6, -0.235143, 0.128655
0.6, -0.236758, 0.129098
0.6, -0.238367, 0.129543
0.6, -0.23997, 0.129992
0.6, -0.241567, 0.130443
0.6, -0.243158, 0.130897
0.6, -0.244743, 0.131355
0.6, -0.246322, 0.131815
0.6, -0.247895, 0.132279
0.6, -0.249461, 0.132745
0.6, -0.251022, 0.133214
0.6, -0.252576, 0.133686
0.6, -0.254123, 0.134161
0.6, -0.255665, 0.134639
0.6, -0.257199, 0.13512
0.6, -0.258728, 0.135604
0.6, -0.26025, 0.13609
0.6, -0.261766, 0.13658
0.6, -0.263275, 0.137072
0.6, -0.264777, 0.137567
0.6, -0.266273, 0.138065
0.6, -0.267762, 0.138565
0.6, -0.269244, 0.139069
0.6, -0.27072, 0.139575
0.6, -0.272189, 0.140084
0.6, -0.273651, 0.140596
0.6, -0.275106, 0.14111
0.6, -0.276555, 0.141627
0.6, -0.277996, 0.142147
0.6, -0.279431, 0.14267
0.6, -0.280859, 0.143195
0.6, -0.282279, 0.143723
0.6, -0.283693, 0.144254
0.6, -0.285099, 0.144787
0.6, -0.286498, 0.145323
0.6, -0.28789, 0.145861
0.6, -0.289275, 0.146402
0.6, -0.290653, 0.146946
0.6, -0.292023, 0.147492
0.6, -0.293386, 0.148041
0.6, -0.294742, 0.148592
0.6, -0.296091, 0.149146
0.6, -0.297432, 0.149703
0.6, -0.298765, 0.150262
0.6, -0.300091, 0.150823
0.6, -0.30141, 0.151387
0.6, -0.302721, 0.151953
0.6, -0.304024, 0.152522
0.6, -0.30532, 0.153094
0.6, -0.306609, 0.153667
0.6, -0.307889, 0.154243
0.6, -0.309162, 0.154822
0.6, -0.310427, 0.155403
0.6, -0.311685, 0.155986
0.6, -0.312934, 0.156571
0.6, -0.314176, 0.157159
0.6, -0.31541, 0.15775
0.6, -0.316636, 0.158342
0.6, -0.317854, 0.158937
0.6, -0.319064, 0.159534
0.6, -0.320267, 0.160134
0.6, -0.321461, 0.160735
0.6, -0.322647, 0.161339
0.6, -0.323825, 0.161945
0.6, -0.324995, 0.162553
0.6, -0.326157, 0.163164
0.6, -0.327311, 0.163776
0.6, -0.328456, 0.164391
0.6, -0.329594, 0.165008
0.6, -0.330723, 0.165627
0.6, -0.331844, 0.166248
0.6, -0.332956, 0.166872
0.6, -0.33406, 0.167497
0.6, -0.335156, 0.168124
0.6, -0.336244, 0.168754
0.6, -0.337323, 0.169385
0.6, -0.338393, 0.170019
0.6, -0.339456, 0.170654
0.6, -0.340509, 0.171292
0.6, -0.341555, 0.171931
0.6, -0.342591, 0.172572
0.6, -0.343619, 0.173216
0.6, -0.344639, 0.173861
0.6, -0.34565, 0.174508
0.6, -0.346652, 0.175157
0.6, -0.347645, 0.175808
0.6, -0.34863, 0.176461
0.6, -0.349606, 0.177115
0.6, -0.350574, 0.177772
0.6, -0.351533, 0.17843
0.6, -0.352482, 0.17909
0.6, -0.353423, 0.179752
0.6, -0.354356, 0.180415
0.6, -0.355279, 0.181081
0.6, -0.356194, 0.181748
0.6, -0.357099, 0.182416
0.6, -0.357996, 0.183087
0.6, -0.358883, 0.183759
0.6, -0.359762, 0.184433
0.6, -0.360632, 0.185108
0.6, -0.361493, 0.185785
0.6, -0.362344, 0.186464
0.6, -0.363187, 0.187144
0.6, -0.36402, 0.187826
0.6, -0.364845, 0.188509
0.6, -0.36566, 0.189194
0.6, -0.366466, 0.18988
0.6, -0.367263, 0.190568
0.6, -0.368051, 0.191257
0.6, -0.36883, 0.191948
