target_x, target_y, target_z
0.6, -0.338583, 0.170131
0.6, -0.339643, 0.170767
0.6, -0.340696, 0.171405
0.6, -0.341739, 0.172045
0.6, -0.342774, 0.172687
0.6, -0.343801, 0.17333
0.6, -0.344819, 0.173976
0.6, -0.345828, 0.174623
0.6, -0.346829, 0.175273
0.6, -0.347821, 0.175924
0.6, -0.348804, 0.176577
0.6, -0.349779, 0.177232
0.6, -0.350745, 0.177889
0.6, -0.351702, 0.178547
0.6, -0.35265, 0.179208
0.6, -0.35359, 0.17987
0.6, -0.35452, 0.180534
0.6, -0.355442, 0.181199
0.6, -0.356355, 0.181866
0.6, -0.357259, 0.182535
0.6, -0.358154, 0.183206
0.6, -0.35904, 0.183879
0.6, -0.359917, 0.184553
0.6, -0.360785, 0.185228
0.6, -0.361645, 0.185905
0.6, -0.362495, 0.186584
0.6, -0.363336, 0.187265
0.6, -0.364168, 0.187947
0.6, -0.36499, 0.18863
0.6, -0.365804, 0.189316
0.6, -0.366609, 0.190002
0.6, -0.367404, 0.19069
0.6, -0.36819, 0.19138
0.6, -0.368967, 0.192071
0.6, -0.369735, 0.192764
0.6, -0.370493, 0.193458
0.6, -0.371243, 0.194153
0.6, -0.371983, 0.19485
0.6, -0.372713, 0.195548
0.6, -0.373435, 0.196247
0.6, -0.374147, 0.196948
0.6, -0.37485, 0.19765
0.6, -0.375543, 0.198354
0.6, -0.376227, 0.199059
0.6, -0.376901, 0.199765
0.6, -0.377566, 0.200472
0.6, -0.378222, 0.201181
0.6, -0.378868, 0.20189
0.6, -0.379505, 0.202601
0.6, -0.380132, 0.203314
0.6, -0.38075, 0.204027
0.6, -0.381358, 0.204741
0.6, -0.381957, 0.205457
0.6, -0.382546, 0.206174
0.6, -0.383125, 0.206891
0.6, -0.383695, 0.20761
0.6, -0.384256, 0.20833
0.6, -0.384807, 0.209051
0.6, -0.385348, 0.209773
0.6, -0.385879, 0.210496
0.6, -0.386401, 0.21122
0.6, -0.386913, 0.211945
0.6, -0.387416, 0.212671
0.6, -0.387909, 0.213398
0.6, -0.388392, 0.214126
0.6, -0.388866, 0.214855
0.6, -0.389329, 0.215584
0.6, -0.389783, 0.216315
0.6, -0.390228, 0.217046
0.6, -0.390662, 0.217778
0.6, -0.391087, 0.218511
0.6, -0.391502, 0.219245
0.6, -0.391907, 0.219979
0.6, -0.392302, 0.220714
0.6, -0.392688, 0.22145
0.6, -0.393064, 0.222187
0.6, -0.39343, 0.222924
0.6, -0.393786, 0.223662
0.6, -0.394132, 0.224401
0.6, -0.394468, 0.22514
0.6, -0.394795, 0.22588
0.6, -0.395111, 0.226621
0.6, -0.395418, 0.227362
0.6, -0.395715, 0.228103
0.6, -0.396002, 0.228846
0.6, -0.396279, 0.229588
0.6, -0.396546, 0.230332
0.6, -0.396804, 0.231075
0.6, -0.397051, 0.23182
0.6, -0.397289, 0.232564
0.6, -0.397516, 0.23331
0.6, -0.397734, 0.234055
0.6, -0.397941, 0.234801
0.6, -0.398139, 0.235547
0.6, -0.398327, 0.236294
0.6, -0.398504, 0.237041
0.6, -0.398672, 0.237788
0.6, -0.39883, 0.238536
0.6, -0.398978, 0.239284
0.6, -0.399116, 0.240032
0.6, -0.399244, 0.240781
0.6, -0.399362, 0.241529
0.6, -0.39947, 0.242278
0.6, -0.399568, 0.243027
0.6, -0.399656, 0.243777
0.6, -0.399734, 0.244526
0.6, -0.399802, 0.245276
0.6, -0.39986, 0.246025
0.6, -0.399908, 0.246775
0.6, -0.399946, 0.247525
0.6, -0.399974, 0.248275
0.6, -0.399992, 0.249025
0.6, -0.4, 0.249775
0.6, -0.399998, 0.250525
0.6, -0.399986, 0.251275
0.6, -0.399964, 0.252025
0.6, -0.399932, 0.252775
0.6, -0.39989, 0.253525
0.6, -0.399838, 0.254274
0.6, -0.399776, 0.255024
0.6, -0.399704, 0.255773
0.6, -0.399622, 0.256523
0.6, -0.39953, 0.257272
0.6, -0.399428, 0.258021
0.6, -0.399316, 0.25877
0.6, -0.399194, 0.259518
0.6, -0.399062, 0.260267
0.6, -0.39892, 0.261015
0.6, -0.398768, 0.261763
0.6, -0.398606, 0.26251
0.6, -0.398435, 0.263258
0.6, -0.398253, 0.264004
0.6, -0.398061, 0.264751
0.6, -0.397859, 0.265497
0.6, -0.397648, 0.266243
0.6, -0.397426, 0.266988
0.6, -0.397195, 0.267733
0.6, -0.396953, 0.268478
0.6, -0.396702, 0.269222
0.6, -0.396441, 0.269965
0.6, -0.39617, 0.270709
0.6, -0.395889, 0.271451
0.6, -0.395598, 0.272193
0.6, -0.395297, 0.272935
0.6, -0.394986, 0.273675
0.6, -0.394666, 0.274416
0.6, -0.394335, 0.275155
0.6, -0.393995, 0.275895
0.6, -0.393645, 0.276633
0.6, -0.393284, 0.277371
0.6, -0.392915, 0.278108
0.6, -0.392535, 0.278844
0.6, -0.392145, 0.27958
0.6, -0.391746, 0.280315
0.6, -0.391337, 0.281049
0.6, -0.390918, 0.281782
0.6, -0.39049, 0.282515
0.6, -0.390051, 0.283246
0.6, -0.389603, 0.283977
0.6, -0.389145, 0.284707
0.6, -0.388677, 0.285437
0.6, -0.3882, 0.286165
0.6, -0.387713, 0.286892
0.6, -0.387216, 0.287619
0.6, -0.38671, 0.288344
0.6, -0.386194, 0.289069
0.6, -0.385668, 0.289793
0.6, -0.385133, 0.290515
0.6, -0.384588, 0.291237
0.6, -0.384033, 0.291958
0.6, -0.383469, 0.292677
0.6, -0.382895, 0.293396
0.6, -0.382312, 0.294113
0.6, -0.381719, 0.294829
0.6, -0.381116, 0.295544
0.6, -0.380504, 0.296258
0.6, -0.379883, 0.296971
0.6, -0.379252, 0.297683
0.6, -0.378611, 0.298393
0.6, -0.377961, 0.299103
0.6, -0.377302, 0.299811
0.6, -0.376633, 0.300518
0.6, -0.375955, 0.301223
0.6, -0.375267, 0.301927
0.6, -0.37457, 0.30263
0.6, -0.373863, 0.303332
0.6, -0.373148, 0.304032
0.6, -0.372423, 0.304731
0.6, -0.371688, 0.305429
0.6, -0.370944, 0.306125
0.6, -0.370191, 0.30682
0.6, -0.369429, 0.307513
0.6, -0.368658, 0.308205
0.6, -0.367877, 0.308896
0.6, -0.367087, 0.309585
0.6, -0.366288, 0.310272
0.6, -0.36548, 0.310958
0.6, -0.364663, 0.311643
0.6, -0.363836, 0.312326
0.6, -0.363001, 0.313007
0.6, -0.362156, 0.313687
0.6, -0.361302, 0.314365
0.6, -0.36044, 0.315042
0.6, -0.359568, 0.315717
0.6, -0.358687, 0.31639
0.6, -0.357797, 0.317062
0.6, -0.356899, 0.317732
0.6, -0.355991, 0.3184
0.6, -0.355075, 0.319067
0.6, -0.354149, 0.319732
0.6, -0.353215, 0.320395
0.6, -0.352272, 0.321057
0.6, -0.35132, 0.321716
0.6, -0.35036, 0.322374
0.6, -0.34939, 0.32303
0.6, -0.348412, 0.323684
0.6, -0.347426, 0.324337
0.6, -0.34643, 0.324987
0.6, -0.345426, 0.325636
0.6, -0.344413, 0.326282
0.6, -0.343392, 0.326927
0.6, -0.342362, 0.32757
0.6, -0.341323, 0.328211
0.6, -0.340276, 0.32885
0.6, -0.339221, 0.329487
0.6, -0.338156, 0.330122
0.6, -0.337084, 0.330755
0.6, -0.336003, 0.331386
0.6, -0.334914, 0.332015
0.6, -0.333816, 0.332642
0.6, -0.33271, 0.333267
0.6, -0.331596, 0.33389
0.6, -0.330473, 0.33451
0.6, -0.329342, 0.335129
0.6, -0.328203, 0.335746
0.6, -0.327055, 0.33636
0.6, -0.3259, 0.336972
0.6, -0.324736, 0.337582
0.6, -0.323564, 0.33819
0.6, -0.322384, 0.338795
0.6, -0.321196, 0.339399
0.6, -0.32, 0.34
0.6, -0.318796, 0.340599
0.6, -0.317585, 0.341195
0.6, -0.316365, 0.34179
0.6, -0.315137, 0.342382
0.6, -0.313901, 0.342971
0.6, -0.312658, 0.343559
0.6, -0.311406, 0.344144
0.6, -0.310147, 0.344727
0.6, -0.30888, 0.345307
0.6, -0.307606, 0.345885
0.6, -0.306323, 0.34646
0.6, -0.305033, 0.347034
0.6, -0.303736, 0.347604
0.6, -0.302431, 0.348173
0.6, -0.301118, 0.348738
0.6, -0.299798, 0.349302
0.6, -0.29847, 0.349863
0.6, -0.297135, 0.350421
0.6, -0.295792, 0.350977
0.6, -0.294442, 0.35153
0.6, -0.293084, 0.352081
0.6, -0.29172, 0.352629
0.6, -0.290348, 0.353175
0.6, -0.288968, 0.353718
0.6, -0.287582, 0.354259
0.6, -0.286188, 0.354796
0.6, -0.284787, 0.355332
0.6, -0.283379, 0.355864
0.6, -0.281964, 0.356394
0.6, -0.280542, 0.356922
0.6, -0.279113, 0.357446
0.6, -0.277677, 0.357968
0.6, -0.276234, 0.358488
0.6, -0.274784, 0.359004
0.6, -0.273327, 0.359518
0.6, -0.271863, 0.360029
0.6, -0.270393, 0.360538
0.6, -0.268916, 0.361043
0.6, -0.267432, 0.361546
0.6, -0.265941, 0.362046
0.6, -0.264444, 0.362543
0.6, -0.26294, 0.363038
0.6, -0.26143, 0.363529
0.6, -0.259913, 0.364018
0.6, -0.258389, 0.364504
0.6, -0.256859, 0.364987
0.6, -0.255323, 0.365467
0.6, -0.25378, 0.365945
0.6, -0.252231, 0.366419
0.6, -0.250676, 0.36689
0.6, -0.249114, 0.367359
0.6, -0.247546, 0.367825
0.6, -0.245972, 0.368287
0.6, -0.244392, 0.368747
0.6, -0.242805, 0.369204
0.6, -0.241213, 0.369657
0.6, -0.239615, 0.370108
0.6, -0.23801, 0.370556
0.6, -0.2364, 0.371001
0.6, -0.234783, 0.371443
0.6, -0.233161, 0.371881
0.6, -0.231533, 0.372317
0.6, -0.2299, 0.372749
0.6, -0.22826, 0.373179
0.6, -0.226615, 0.373605
0.6, -0.224964, 0.374029
0.6, -0.223307, 0.374449
0.6, -0.221645, 0.374866
0.6, -0.219978, 0.37528
0.6, -0.218304, 0.375691
0.6, -0.216626, 0.376099
0.6, -0.214942, 0.376503
0.6, -0.213252, 0.376905
0.6, -0.211558, 0.377303
0.6, -0.209858, 0.377698
0.6, -0.208152, 0.37809
0.6, -0.206442, 0.378479
0.6, -0.204726, 0.378864
0.6, -0.203006, 0.379247
0.6, -0.20128, 0.379626
0.6, -0.199549, 0.380001
0.6, -0.197813, 0.380374
0.6, -0.196072, 0.380743
0.6, -0.194327, 0.381109
0.6, -0.192576, 0.381472
0.6, -0.190821, 0.381831
0.6, -0.189061, 0.382187
0.6, -0.187296, 0.38254
0.6, -0.185526, 0.38289
0.6, -0.183752, 0.383236
0.6, -0.181973, 0.383579
0.6, -0.18019, 0.383918
0.6, -0.178402, 0.384255
0.6, -0.17661, 0.384587
0.6, -0.174813, 0.384917
0.6, -0.173012, 0.385243
0.6, -0.171207, 0.385566
0.6, -0.169397, 0.385885
0.6, -0.167583, 0.386201
0.6, -0.165765, 0.386513
0.6, -0.163943, 0.386822
0.6, -0.162116, 0.387128
0.6, -0.160286, 0.38743
0.6, -0.158452, 0.387729
0.6, -0.156613, 0.388025
0.6, -0.154771, 0.388317
0.6, -0.152925, 0.388605
0.6, -0.151075, 0.38889
0.6, -0.149221, 0.389172
0.6, -0.147364, 0.38945
0.6, -0.145502, 0.389724
0.6, -0.143638, 0.389995
0.6, -0.141769, 0.390263
0.6, -0.139897, 0.390527
0.6, -0.138022, 0.390787
0.6, -0.136143, 0.391044
0.6, -0.134261, 0.391298
0.6, -0.132375, 0.391548
0.6, -0.130486, 0.391794
0.6, -0.128594, 0.392037
0.6, -0.126699, 0.392277
0.6, -0.1248, 0.392512
0.6, -0.122898, 0.392745
0.6, -0.120993, 0.392973
0.6, -0.119086, 0.393198
0.6, -0.117175, 0.39342
0.6, -0.115261, 0.393638
0.6, -0.113344, 0.393852
0.6, -0.111425, 0.394063
0.6, -0.109503, 0.39427
0.6, -0.107578, 0.394473
0.6, -0.10565, 0.394673
0.6, -0.10372, 0.39487
0.6, -0.101787, 0.395062
0.6, -0.0998516, 0.395251
0.6, -0.0979137, 0.395437
0.6, -0.0959733, 0.395618
0.6, -0.0940306, 0.395797
0.6, -0.0920854, 0.395971
0.6, -0.090138, 0.396142
0.6, -0.0881883, 0.396309
0.6, -0.0862364, 0.396473
0.6, -0.0842824, 0.396632
0.6, -0.0823263, 0.396789
0.6, -0.0803681, 0.396941
0.6, -0.0784079, 0.39709
0.6, -0.0764457, 0.397235
0.6, -0.0744816, 0.397377
0.6, -0.0725157, 0.397514
0.6, -0.0705479, 0.397649
0.6, -0.0685784, 0.397779
0.6, -0.0666071, 0.397906
0.6, -0.0646342, 0.398029
0.6, -0.0626597, 0.398148
0.6, -0.0606836, 0.398264
0.6, -0.058706, 0.398376
0.6, -0.056727, 0.398484
0.6, -0.0547465, 0.398588
0.6, -0.0527646, 0.398689
0.6, -0.0507815, 0.398786
0.6, -0.048797, 0.39888
0.6, -0.0468113, 0.398969
0.6, -0.0448245, 0.399055
0.6, -0.0428366, 0.399137
0.6, -0.0408475, 0.399216
0.6, -0.0388575, 0.399291
0.6, -0.0368665, 0.399362
0.6, -0.0348745, 0.399429
0.6, -0.0328817, 0.399492
0.6, -0.0308881, 0.399552
0.6, -0.0288937, 0.399608
0.6, -0.0268985, 0.39966
0.6, -0.0249027, 0.399709
0.6, -0.0229063, 0.399754
0.6, -0.0209093, 0.399795
0.6, -0.0189118, 0.399832
0.6, -0.0169138, 0.399866
0.6, -0.0149154, 0.399896
0.6, -0.0129166, 0.399922
0.6, -0.0109175, 0.399944
0.6, -0.00891812, 0.399963
0.6, -0.00691852, 0.399978
0.6, -0.00491874, 0.399989
0.6, -0.00291883, 0.399996
0.6, -0.000918859, 0.4
0.6, 0.00108114, 0.399999
0.6, 0.00308111, 0.399996
0.6, 0.005081, 0.399988
0.6, 0.00708077, 0.399976
0.6, 0.00908036, 0.399961
0.6, 0.0110797, 0.399942
0.6, 0.0130788, 0.39992
0.6, 0.0150776, 0.399893
0.6, 0.0170759, 0.399863
0.6, 0.0190739, 0.399829
0.6, 0.0210714, 0.399792
0.6, 0.0230683, 0.39975
0.6, 0.0250647, 0.399705
0.6, 0.0270605, 0.399656
0.6, 0.0290555, 0.399604
0.6, 0.0310499, 0.399547
0.6, 0.0330434, 0.399487
0.6, 0.0350362, 0.399423
0.6, 0.0370281, 0.399356
0.6, 0.039019, 0.399285
0.6, 0.041009, 0.39921
0.6, 0.0429979, 0.399131
0.6, 0.0449858, 0.399048
0.6, 0.0469725, 0.398962
0.6, 0.0489581, 0.398872
0.6, 0.0509424, 0.398779
0.6, 0.0529255, 0.398681
0.6, 0.0549072, 0.39858
0.6, 0.0568876, 0.398475
0.6, 0.0588666, 0.398367
0.6, 0.060844, 0.398255
0.6, 0.06282, 0.398139
0.6, 0.0647944, 0.398019
0.6, 0.0667671, 0.397896
0.6, 0.0687382, 0.397769
0.6, 0.0707076, 0.397638
0.6, 0.0726752, 0.397503
0.6, 0.074641, 0.397365
0.6, 0.076605, 0.397224
0.6, 0.078567, 0.397078
0.6, 0.080527, 0.396929
0.6, 0.0824851, 0.396776
0.6, 0.084441, 0.39662
0.6, 0.0863949, 0.396459
0.6, 0.0883466, 0.396296
0.6, 0.0902961, 0.396128
0.6, 0.0922433, 0.395957
0.6, 0.0941883, 0.395782
0.6, 0.0961309, 0.395604
0.6, 0.098071, 0.395422
0.6, 0.100009, 0.395236
0.6, 0.101944, 0.395047
0.6, 0.103877, 0.394854
0.6, 0.105807, 0.394657
0.6, 0.107734, 0.394457
0.6, 0.109659, 0.394253
0.6, 0.111581, 0.394046
0.6, 0.1135, 0.393835
0.6, 0.115416, 0.39362
0.6, 0.11733, 0.393402
0.6, 0.119241, 0.39318
0.6, 0.121148, 0.392955
0.6, 0.123053, 0.392726
0.6, 0.124954, 0.392493
0.6, 0.126852, 0.392257
0.6, 0.128748, 0.392018
0.6, 0.13064, 0.391774
0.6, 0.132528, 0.391528
0.6, 0.134414, 0.391277
0.6, 0.136296, 0.391024
0.6, 0.138174, 0.390766
0.6, 0.140049, 0.390506
0.6, 0.141921, 0.390241
0.6, 0.143789, 0.389973
0.6, 0.145654, 0.389702
0.6, 0.147514, 0.389427
0.6, 0.149372, 0.389149
0.6, 0.151225, 0.388867
0.6, 0.153075, 0.388582
0.6, 0.154921, 0.388293
0.6, 0.156763, 0.388001
0.6, 0.158601, 0.387705
0.6, 0.160435, 0.387406
0.6, 0.162265, 0.387103
0.6, 0.164091, 0.386798
0.6, 0.165913, 0.386488
0.6, 0.16773, 0.386175
0.6, 0.169544, 0.385859
0.6, 0.171353, 0.38554
0.6, 0.173158, 0.385217
0.6, 0.174959, 0.38489
0.6, 0.176755, 0.38456
0.6, 0.178547, 0.384227
0.6, 0.180335, 0.383891
0.6, 0.182118, 0.383551
0.6, 0.183896, 0.383208
0.6, 0.18567, 0.382862
0.6, 0.187439, 0.382512
0.6, 0.189204, 0.382159
0.6, 0.190963, 0.381802
0.6, 0.192718, 0.381443
0.6, 0.194468, 0.38108
0.6, 0.196214, 0.380713
0.6, 0.197954, 0.380344
0.6, 0.19969, 0.379971
0.6, 0.20142, 0.379595
0.6, 0.203145, 0.379216
0.6, 0.204866, 0.378833
0.6, 0.206581, 0.378447
0.6, 0.208291, 0.378058
0.6, 0.209996, 0.377666
0.6, 0.211695, 0.377271
0.6, 0.21339, 0.376872
0.6, 0.215079, 0.376471
0.6, 0.216762, 0.376066
0.6, 0.21844, 0.375658
0.6, 0.220113, 0.375247
0.6, 0.22178, 0.374832
0.6, 0.223442, 0.374415
0.6, 0.225098, 0.373995
0.6, 0.226748, 0.373571
0.6, 0.228393, 0.373144
0.6, 0.230032, 0.372714
0.6, 0.231666, 0.372282
0.6, 0.233293, 0.371846
0.6, 0.234915, 0.371407
0.6, 0.236531, 0.370965
0.6, 0.238141, 0.37052
0.6, 0.239744, 0.370072
0.6, 0.241342, 0.369621
0.6, 0.242934, 0.369167
0.6, 0.24452, 0.36871
0.6, 0.2461, 0.36825
0.6, 0.247674, 0.367787
0.6, 0.249241, 0.367321
0.6, 0.250802, 0.366852
0.6, 0.252357, 0.366381
0.6, 0.253906, 0.365906
0.6, 0.255448, 0.365428
0.6, 0.256984, 0.364948
0.6, 0.258513, 0.364465
0.6, 0.260036, 0.363979
0.6, 0.261552, 0.36349
0.6, 0.263062, 0.362998
0.6, 0.264566, 0.362503
0.6, 0.266062, 0.362006
0.6, 0.267553, 0.361505
0.6, 0.269036, 0.361002
0.6, 0.270513, 0.360497
0.6, 0.271982, 0.359988
0.6, 0.273446, 0.359477
0.6, 0.274902, 0.358962
0.6, 0.276351, 0.358446
0.6, 0.277794, 0.357926
0.6, 0.279229, 0.357404
0.6, 0.280658, 0.356879
0.6, 0.282079, 0.356352
0.6, 0.283494, 0.355821
0.6, 0.284901, 0.355288
0.6, 0.286302, 0.354753
0.6, 0.287695, 0.354215
0.6, 0.289081, 0.353674
0.6, 0.290459, 0.353131
0.6, 0.291831, 0.352585
0.6, 0.293195, 0.352036
0.6, 0.294552, 0.351485
0.6, 0.295901, 0.350932
0.6, 0.297243, 0.350376
0.6, 0.298578, 0.349817
0.6, 0.299905, 0.349256
0.6, 0.301225, 0.348693
0.6, 0.302537, 0.348126
0.6, 0.303841, 0.347558
0.6, 0.305138, 0.346987
0.6, 0.306428, 0.346414
0.6, 0.307709, 0.345838
0.6, 0.308983, 0.34526
0.6, 0.31025, 0.344679
0.6, 0.311508, 0.344096
0.6, 0.312759, 0.343511
0.6, 0.314002, 0.342924
0.6, 0.315237, 0.342334
0.6, 0.316464, 0.341741
0.6, 0.317683, 0.341147
0.6, 0.318894, 0.34055
0.6, 0.320098, 0.339951
0.6, 0.321293, 0.33935
0.6, 0.32248, 0.338746
0.6, 0.32366, 0.33814
0.6, 0.324831, 0.337533
0.6, 0.325994, 0.336922
0.6, 0.327149, 0.33631
0.6, 0.328295, 0.335696
0.6, 0.329434, 0.335079
0.6, 0.330564, 0.33446
0.6, 0.331686, 0.333839
0.6, 0.3328, 0.333216
0.6, 0.333905, 0.332591
0.6, 0.335002, 0.331964
0.6, 0.336091, 0.331335
0.6, 0.337171, 0.330704
0.6, 0.338243, 0.330071
0.6, 0.339307, 0.329435
0.6, 0.340361, 0.328798
0.6, 0.341408, 0.328159
0.6, 0.342446, 0.327518
0.6, 0.343475, 0.326875
0.6, 0.344496, 0.32623
0.6, 0.345508, 0.325583
0.6, 0.346511, 0.324934
0.6, 0.347506, 0.324284
0.6, 0.348492, 0.323631
0.6, 0.349469, 0.322977
0.6, 0.350438, 0.322321
0.6, 0.351398, 0.321663
0.6, 0.352349, 0.321003
0.6, 0.353291, 0.320341
0.6, 0.354225, 0.319678
0.6, 0.355149, 0.319013
0.6, 0.356065, 0.318346
0.6, 0.356972, 0.317678
0.6, 0.35787, 0.317008
0.6, 0.358759, 0.316336
0.6, 0.359639, 0.315662
0.6, 0.36051, 0.314987
0.6, 0.361372, 0.31431
0.6, 0.362225, 0.313632
0.6, 0.363069, 0.312952
0.6, 0.363904, 0.312271
0.6, 0.364729, 0.311587
0.6, 0.365546, 0.310903
0.6, 0.366353, 0.310217
0.6, 0.367152, 0.309529
0.6, 0.367941, 0.30884
0.6, 0.368721, 0.308149
0.6, 0.369491, 0.307457
0.6, 0.370253, 0.306764
0.6, 0.371005, 0.306069
0.6, 0.371748, 0.305372
0.6, 0.372482, 0.304675
0.6, 0.373206, 0.303976
0.6, 0.373921, 0.303275
0.6, 0.374627, 0.302573
0.6, 0.375323, 0.30187
0.6, 0.37601, 0.301166
0.6, 0.376687, 0.30046
0.6, 0.377356, 0.299753
0.6, 0.378014, 0.299045
0.6, 0.378663, 0.298336
0.6, 0.379303, 0.297625
0.6, 0.379933, 0.296913
0.6, 0.380554, 0.2962
0.6, 0.381165, 0.295486
0.6, 0.381767, 0.294771
0.6, 0.382359, 0.294055
0.6, 0.382942, 0.293337
0.6, 0.383515, 0.292619
0.6, 0.384078, 0.291899
0.6, 0.384632, 0.291178
0.6, 0.385176, 0.290457
0.6, 0.385711, 0.289734
0.6, 0.386236, 0.28901
0.6, 0.386751, 0.288286
0.6, 0.387257, 0.28756
0.6, 0.387753, 0.286833
0.6, 0.388239, 0.286106
0.6, 0.388716, 0.285378
0.6, 0.389183, 0.284648
0.6, 0.38964, 0.283918
0.6, 0.390087, 0.283187
0.6, 0.390525, 0.282455
0.6, 0.390953, 0.281723
0.6, 0.391371, 0.280989
0.6, 0.391779, 0.280255
0.6, 0.392177, 0.27952
0.6, 0.392566, 0.278784
0.6, 0.392945, 0.278048
0.6, 0.393314, 0.277311
0.6, 0.393673, 0.276573
0.6, 0.394023, 0.275835
0.6, 0.394362, 0.275095
0.6, 0.394692, 0.274356
0.6, 0.395012, 0.273615
0.6, 0.395322, 0.272874
0.6, 0.395622, 0.272133
0.6, 0.395912, 0.271391
0.6, 0.396192, 0.270648
0.6, 0.396462, 0.269905
0.6, 0.396723, 0.269162
0.6, 0.396973, 0.268417
0.6, 0.397214, 0.267673
0.6, 0.397445, 0.266928
0.6, 0.397665, 0.266182
0.6, 0.397876, 0.265437
0.6, 0.398077, 0.26469
0.6, 0.398268, 0.263944
0.6, 0.398449, 0.263197
0.6, 0.39862, 0.26245
0.6, 0.398781, 0.261702
0.6, 0.398932, 0.260954
0.6, 0.399073, 0.260206
0.6, 0.399204, 0.259458
0.6, 0.399325, 0.258709
0.6, 0.399436, 0.25796
0.6, 0.399537, 0.257211
0.6, 0.399629, 0.256462
0.6, 0.39971, 0.255713
0.6, 0.399781, 0.254963
0.6, 0.399842, 0.254213
0.6, 0.399893, 0.253464
0.6, 0.399935, 0.252714
0.6, 0.399966, 0.251964
0.6, 0.399987, 0.251214
0.6, 0.399998, 0.250464
0.6, 0.399999, 0.249714
0.6, 0.39999, 0.248964
0.6, 0.399972, 0.248214
0.6, 0.399943, 0.247464
0.6, 0.399904, 0.246714
0.6, 0.399855, 0.245965
0.6, 0.399796, 0.245215
0.6, 0.399728, 0.244465
0.6, 0.399649, 0.243716
0.6, 0.39956, 0.242967
0.6, 0.399461, 0.242218
0.6, 0.399353, 0.241469
0.6, 0.399234, 0.24072
0.6, 0.399105, 0.239972
0.6, 0.398966, 0.239223
0.6, 0.398818, 0.238475
0.6, 0.398659, 0.237728
0.6, 0.39849, 0.23698
0.6, 0.398312, 0.236233
0.6, 0.398123, 0.235487
0.6, 0.397925, 0.23474
0.6, 0.397716, 0.233995
0.6, 0.397498, 0.233249
0.6, 0.39727, 0.232504
0.6, 0.397031, 0.231759
0.6, 0.396783, 0.231015
0.6, 0.396525, 0.230271
0.6, 0.396257, 0.229528
0.6, 0.395979, 0.228785
0.6, 0.395691, 0.228043
0.6, 0.395394, 0.227302
0.6, 0.395086, 0.22656
0.6, 0.394769, 0.22582
0.6, 0.394441, 0.22508
0.6, 0.394104, 0.224341
0.6, 0.393757, 0.223602
0.6, 0.3934, 0.222864
0.6, 0.393034, 0.222127
0.6, 0.392657, 0.22139
0.6, 0.392271, 0.220655
0.6, 0.391874, 0.219919
0.6, 0.391468, 0.219185
0.6, 0.391053, 0.218451
0.6, 0.390627, 0.217719
0.6, 0.390192, 0.216987
0.6, 0.389747, 0.216255
0.6, 0.389292, 0.215525
0.6, 0.388827, 0.214795
0.6, 0.388353, 0.214067
0.6, 0.387869, 0.213339
0.6, 0.387376, 0.212612
0.6, 0.386872, 0.211887
0.6, 0.386359, 0.211162
0.6, 0.385837, 0.210438
0.6, 0.385304, 0.209715
0.6, 0.384762, 0.208993
0.6, 0.384211, 0.208272
0.6, 0.38365, 0.207552
0.6, 0.383079, 0.206833
0.6, 0.382498, 0.206115
0.6, 0.381909, 0.205399
0.6, 0.381309, 0.204683
0.6, 0.3807, 0.203969
0.6, 0.380082, 0.203256
0.6, 0.379454, 0.202544
0.6, 0.378816, 0.201833
0.6, 0.378169, 0.201123
0.6, 0.377513, 0.200415
0.6, 0.376847, 0.199707
0.6, 0.376172, 0.199001
0.6, 0.375487, 0.198297
0.6, 0.374793, 0.197593
0.6, 0.374089, 0.196891
0.6, 0.373377, 0.196191
0.6, 0.372654, 0.195491
0.6, 0.371923, 0.194793
0.6, 0.371182, 0.194096
0.6, 0.370432, 0.193401
0.6, 0.369673, 0.192707
0.6, 0.368904, 0.192015
0.6, 0.368127, 0.191324
0.6, 0.36734, 0.190634
0.6, 0.366544, 0.189946
0.6, 0.365738, 0.18926
0.6, 0.364924, 0.188575
0.6, 0.3641, 0.187891
0.6, 0.363268, 0.18721
0.6, 0.362426, 0.186529
0.6, 0.361575, 0.18585
0.6, 0.360715, 0.185173
0.6, 0.359846, 0.184498
0.6, 0.358969, 0.183824
0.6, 0.358082, 0.183152
0.6, 0.357186, 0.182481
0.6, 0.356281, 0.181812
0.6, 0.355368, 0.181145
0.6, 0.354445, 0.18048
0.6, 0.353514, 0.179816
0.6, 0.352574, 0.179154
0.6, 0.351625, 0.178494
0.6, 0.350667, 0.177835
0.6, 0.3497, 0.177179
0.6, 0.348725, 0.176524
0.6, 0.347741, 0.175871
0.6, 0.346748, 0.17522
0.6, 0.345747, 0.174571
0.6, 0.344737, 0.173923
0.6, 0.343718, 0.173278
0.6, 0.342691, 0.172634
0.6, 0.341655, 0.171993
0.6, 0.340611, 0.171353
0.6, 0.339558, 0.170716
0.6, 0.338496, 0.17008
0.6, 0.337427, 0.169446
0.6, 0.336348, 0.168815
0.6, 0.335262, 0.168185
0.6, 0.334167, 0.167557
0.6, 0.333063, 0.166932
0.6, 0.331951, 0.166308
0.6, 0.330831, 0.165687
0.6, 0.329703, 0.165068
0.6, 0.328566, 0.164451
0.6, 0.327422, 0.163836
0.6, 0.326269, 0.163223
0.6, 0.325108, 0.162612
0.6, 0.323938, 0.162004
0.6, 0.322761, 0.161397
0.6, 0.321576, 0.160793
