ee_x, ee_y, ee_z,time_us
0.587231, 0.192779, 0.122998,1645479825473606
0.587474, 0.191121, 0.122702,1645479825478607
0.587712, 0.189432, 0.122408,1645479825483607
0.587938, 0.187709, 0.122103,1645479825488607
0.588146, 0.185977, 0.121794,1645479825493606
0.588347, 0.184245, 0.121494,1645479825498606
0.588547, 0.182505, 0.121209,1645479825503606
0.588736, 0.180742, 0.120925,1645479825508606
0.588919, 0.178959, 0.120643,1645479825513606
0.589099, 0.177156, 0.120362,1645479825518607
0.589266, 0.175353, 0.120081,1645479825523607
0.58941, 0.17356, 0.119799,1645479825528606
0.589555, 0.171746, 0.119528,1645479825533606
0.589695, 0.169903, 0.11926,1645479825538607
0.58982, 0.168054, 0.11899,1645479825543607
0.58994, 0.166217, 0.118728,1645479825548607
0.590041, 0.164377, 0.118463,1645479825553607
0.590141, 0.162522, 0.118204,1645479825558608
0.590242, 0.160647, 0.117956,1645479825563607
0.590339, 0.15877, 0.117715,1645479825568607
0.590425, 0.156893, 0.117474,1645479825573607
0.590493, 0.155012, 0.117226,1645479825578608
0.590561, 0.15311, 0.11698,1645479825583607
0.590623, 0.15118, 0.116731,1645479825588607
0.590688, 0.149241, 0.116488,1645479825593607
0.590742, 0.147311, 0.116243,1645479825598607
0.590794, 0.145387, 0.116003,1645479825603607
0.590837, 0.143444, 0.11576,1645479825608608
0.590875, 0.141486, 0.115516,1645479825613607
0.590903, 0.13953, 0.115272,1645479825618607
0.590924, 0.13758, 0.11503,1645479825623607
0.59094, 0.135631, 0.11479,1645479825628607
0.590946, 0.133651, 0.114544,1645479825633607
0.590953, 0.131658, 0.114303,1645479825638607
0.590945, 0.12967, 0.114057,1645479825643607
0.590939, 0.127687, 0.11382,1645479825648607
0.590921, 0.125697, 0.113579,1645479825653606
0.590906, 0.123686, 0.113341,1645479825658607
0.590892, 0.121662, 0.113108,1645479825663607
0.590875, 0.119647, 0.112879,1645479825668607
0.590843, 0.117653, 0.112648,1645479825673607
0.590798, 0.115635, 0.112414,1645479825678607
0.590753, 0.113599, 0.112181,1645479825683607
0.590704, 0.111567, 0.111953,1645479825688607
0.590651, 0.109548, 0.111727,1645479825693607
0.59059, 0.107537, 0.111504,1645479825698607
0.590537, 0.10551, 0.111288,1645479825703607
0.590475, 0.10347, 0.111069,1645479825708607
0.590416, 0.101438, 0.110859,1645479825713606
0.590345, 0.0994238, 0.110649,1645479825718607
0.590277, 0.0974022, 0.110443,1645479825723606
0.59021, 0.09535, 0.11024,1645479825728606
0.590134, 0.0932893, 0.110036,1645479825733606
0.590052, 0.0912527, 0.109836,1645479825738606
0.589956, 0.0892381, 0.109635,1645479825743606
0.589868, 0.0872089, 0.109442,1645479825748606
0.589775, 0.0851584, 0.109248,1645479825753606
0.589676, 0.0831102, 0.109056,1645479825758606
0.58958, 0.081095, 0.108874,1645479825763606
0.589484, 0.0790737, 0.108694,1645479825768606
0.589398, 0.0770219, 0.108523,1645479825773605
0.589296, 0.0749588, 0.108347,1645479825778606
0.589193, 0.0729124, 0.108176,1645479825783606
0.58909, 0.0708889, 0.108011,1645479825788606
0.588985, 0.068853, 0.107848,1645479825793606
0.588889, 0.0667797, 0.107694,1645479825798606
0.588786, 0.0647037, 0.107539,1645479825803606
0.588682, 0.0626698, 0.107391,1645479825808605
0.588575, 0.0606442, 0.107246,1645479825813605
0.588467, 0.0585876, 0.107103,1645479825818606
0.588364, 0.0565114, 0.106968,1645479825823605
0.58826, 0.054454, 0.106835,1645479825828605
0.588151, 0.0524333, 0.106707,1645479825833604
0.588044, 0.0504004, 0.106583,1645479825838605
0.587944, 0.0483272, 0.106465,1645479825843605
0.587838, 0.046256, 0.10635,1645479825848605
0.587726, 0.0442138, 0.106235,1645479825853605
0.587616, 0.0421825, 0.106127,1645479825858604
0.587508, 0.0401227, 0.106023,1645479825863604
0.587398, 0.0380274, 0.105923,1645479825868604
0.587286, 0.0359585, 0.105826,1645479825873604
0.58718, 0.0339358, 0.105736,1645479825878605
0.587067, 0.0319019, 0.105647,1645479825883604
0.586949, 0.0298308, 0.10556,1645479825888604
0.586838, 0.027767, 0.105481,1645479825893603
0.586735, 0.025729, 0.105409,1645479825898604
0.586625, 0.0237102, 0.105339,1645479825903604
0.586512, 0.0216603, 0.105271,1645479825908604
0.58641, 0.0195892, 0.105214,1645479825913604
0.586314, 0.0175414, 0.105163,1645479825918604
0.586214, 0.0155196, 0.105114,1645479825923604
0.586107, 0.0134852, 0.105065,1645479825928603
0.586004, 0.0114274, 0.105023,1645479825933604
0.585907, 0.00935585, 0.104988,1645479825938604
0.585807, 0.00730803, 0.104956,1645479825943604
0.585706, 0.00528805, 0.104926,1645479825948604
0.585606, 0.00324915, 0.104901,1645479825953604
0.585511, 0.00119398, 0.104883,1645479825958604
0.58542, -0.000848515, 0.104871,1645479825963604
0.585327, -0.00287394, 0.104862,1645479825968605
0.585234, -0.00489269, 0.104855,1645479825973605
0.585142, -0.00692918, 0.104855,1645479825978605
0.585055, -0.00898147, 0.104861,1645479825983604
0.584972, -0.0110204, 0.104873,1645479825988604
0.584891, -0.013044, 0.104888,1645479825993604
0.584811, -0.0150666, 0.104908,1645479825998605
0.584732, -0.017102, 0.104933,1645479826003605
0.584655, -0.0191576, 0.104965,1645479826008604
0.584578, -0.021207, 0.105,1645479826013604
0.584503, -0.0232202, 0.105037,1645479826018605
0.584428, -0.02524, 0.105079,1645479826023605
0.584357, -0.0272819, 0.105128,1645479826028605
0.584281, -0.0293281, 0.105179,1645479826033605
0.584199, -0.0313527, 0.10523,1645479826038605
0.584112, -0.0333474, 0.105281,1645479826043605
0.584019, -0.0353609, 0.105335,1645479826048605
0.583917, -0.0374088, 0.105392,1645479826053606
0.583809, -0.0394464, 0.105449,1645479826058606
0.583697, -0.041451, 0.105505,1645479826063606
0.583577, -0.0434506, 0.10556,1645479826068605
0.583449, -0.0454768, 0.105618,1645479826073605
0.583312, -0.0475285, 0.105677,1645479826078605
0.583169, -0.049561, 0.105735,1645479826083606
0.583022, -0.0515529, 0.105792,1645479826088606
0.582869, -0.0535486, 0.10585,1645479826093606
0.582707, -0.0555818, 0.105912,1645479826098605
0.582539, -0.0576147, 0.105974,1645479826103605
0.582367, -0.0596154, 0.106036,1645479826108605
0.582192, -0.0615942, 0.106098,1645479826113605
0.582009, -0.0635922, 0.106162,1645479826118606
0.58182, -0.0656124, 0.106231,1645479826123605
0.581628, -0.0676206, 0.106301,1645479826128605
0.581432, -0.0696018, 0.10637,1645479826133605
0.58123, -0.0715809, 0.106439,1645479826138606
0.581022, -0.0735696, 0.10651,1645479826143606
0.580808, -0.0755736, 0.106584,1645479826148606
0.580589, -0.0775793, 0.10666,1645479826153606
0.580381, -0.0795657, 0.106743,1645479826158605
0.580185, -0.0815357, 0.106832,1645479826163605
0.579992, -0.0835089, 0.106924,1645479826168605
0.579801, -0.0854979, 0.107025,1645479826173606
0.579625, -0.0874901, 0.107137,1645479826178606
0.579459, -0.0894543, 0.107252,1645479826183606
0.579298, -0.0914049, 0.107373,1645479826188605
0.579143, -0.0933688, 0.107502,1645479826193605
0.579001, -0.0953507, 0.107644,1645479826198605
0.57887, -0.0973297, 0.107794,1645479826203605
0.578755, -0.0992785, 0.10795,1645479826208606
0.578642, -0.101217, 0.10811,1645479826213606
0.578532, -0.103174, 0.108277,1645479826218605
0.578428, -0.105147, 0.108453,1645479826223606
0.578329, -0.107112, 0.108634,1645479826228605
0.578229, -0.109068, 0.108817,1645479826233605
0.578134, -0.11101, 0.109004,1645479826238606
0.578054, -0.112958, 0.109202,1645479826243605
0.577978, -0.114916, 0.109408,1645479826248605
0.577903, -0.116864, 0.109616,1645479826253605
0.577839, -0.1188, 0.109831,1645479826258605
0.577784, -0.120735, 0.110054,1645479826263605
0.577716, -0.122664, 0.110273,1645479826268605
0.577651, -0.124598, 0.1105,1645479826273605
0.577599, -0.126533, 0.110735,1645479826278605
0.577546, -0.128461, 0.110972,1645479826283605
0.577495, -0.130375, 0.111212,1645479826288605
0.577448, -0.132284, 0.111457,1645479826293605
0.5774, -0.134195, 0.111705,1645479826298606
0.577355, -0.136118, 0.111961,1645479826303605
0.577312, -0.138039, 0.11222,1645479826308605
0.577265, -0.139958, 0.112481,1645479826313605
0.577223, -0.141868, 0.112747,1645479826318605
0.577185, -0.143769, 0.113016,1645479826323605
0.577148, -0.14567, 0.113289,1645479826328605
0.577115, -0.147578, 0.113569,1645479826333605
0.577081, -0.149473, 0.113851,1645479826338605
0.577051, -0.151358, 0.114136,1645479826343605
0.577012, -0.153241, 0.114419,1645479826348604
0.576982, -0.155117, 0.11471,1645479826353605
0.576941, -0.156995, 0.114999,1645479826358605
0.576908, -0.158873, 0.115297,1645479826363604
0.57688, -0.160745, 0.115598,1645479826368604
0.576862, -0.162609, 0.115907,1645479826373604
0.576827, -0.164463, 0.116209,1645479826378604
0.576798, -0.166316, 0.116519,1645479826383604
0.576763, -0.168178, 0.116829,1645479826388604
0.576732, -0.170038, 0.117145,1645479826393604
0.576692, -0.171889, 0.117459,1645479826398604
0.576654, -0.173745, 0.117778,1645479826403604
0.576617, -0.17559, 0.118099,1645479826408603
0.576583, -0.177427, 0.118423,1645479826413604
0.576547, -0.179252, 0.118747,1645479826418604
0.576512, -0.181088, 0.119078,1645479826423604
0.576483, -0.182918, 0.119416,1645479826428603
0.576447, -0.184747, 0.119751,1645479826433604
0.576411, -0.186551, 0.120085,1645479826438604
0.576371, -0.188354, 0.12042,1645479826443604
0.576327, -0.190156, 0.120758,1645479826448605
0.576293, -0.19196, 0.121104,1645479826453604
0.57627, -0.193761, 0.121459,1645479826458604
0.576241, -0.195546, 0.121811,1645479826463604
0.576215, -0.197326, 0.122176,1645479826468604
0.576218, -0.199115, 0.122616,1645479826473604
0.576241, -0.200912, 0.123149,1645479826478605
0.576284, -0.202684, 0.123791,1645479826483604
0.576334, -0.204415, 0.124493,1645479826488604
0.576362, -0.206105, 0.125204,1645479826493604
0.576387, -0.207768, 0.125909,1645479826498605
0.576446, -0.209425, 0.126689,1645479826503604
0.576581, -0.211063, 0.127585,1645479826508605
0.576789, -0.212675, 0.128601,1645479826513604
0.577036, -0.214259, 0.129655,1645479826518604
0.577268, -0.215798, 0.130656,1645479826523604
0.577493, -0.217302, 0.13162,1645479826528604
0.577755, -0.218761, 0.132613,1645479826533604
0.578082, -0.2202, 0.133712,1645479826538605
0.578442, -0.221646, 0.134896,1645479826543604
0.578795, -0.223069, 0.136091,1645479826548604
0.579134, -0.224433, 0.137219,1645479826553604
0.579462, -0.22576, 0.138327,1645479826558605
0.579808, -0.227063, 0.139453,1645479826563605
0.580168, -0.228342, 0.140632,1645479826568605
0.580555, -0.229607, 0.141858,1645479826573605
0.580937, -0.230866, 0.143078,1645479826578605
0.581299, -0.232111, 0.144259,1645479826583604
0.58166, -0.233313, 0.145392,1645479826588604
0.582043, -0.234473, 0.146531,1645479826593605
0.582429, -0.235609, 0.147663,1645479826598605
0.582796, -0.236739, 0.148799,1645479826603605
0.583161, -0.237856, 0.149909,1645479826608604
0.583528, -0.23893, 0.150989,1645479826613604
0.583902, -0.239969, 0.152041,1645479826618605
0.584269, -0.240992, 0.153076,1645479826623605
0.584612, -0.241985, 0.154088,1645479826628605
0.584959, -0.242951, 0.155098,1645479826633604
0.585314, -0.24388, 0.156119,1645479826638604
0.585674, -0.244786, 0.157135,1645479826643604
0.586017, -0.245677, 0.158143,1645479826648604
0.586358, -0.246549, 0.159135,1645479826653604
0.586695, -0.247403, 0.160126,1645479826658605
0.587042, -0.248225, 0.161122,1645479826663605
0.587384, -0.249048, 0.162132,1645479826668604
0.587722, -0.249852, 0.163126,1645479826673604
0.588044, -0.250652, 0.164098,1645479826678604
0.588352, -0.251424, 0.165027,1645479826683604
0.58865, -0.252185, 0.165946,1645479826688605
0.588949, -0.252925, 0.166857,1645479826693605
0.589243, -0.253658, 0.167776,1645479826698605
0.589523, -0.254365, 0.168665,1645479826703605
0.5898, -0.255063, 0.16954,1645479826708605
0.590075, -0.255725, 0.170388,1645479826713605
0.590343, -0.256384, 0.171223,1645479826718605
0.590597, -0.257014, 0.172041,1645479826723605
0.590835, -0.257635, 0.17284,1645479826728605
0.591084, -0.258233, 0.173641,1645479826733604
0.591321, -0.258802, 0.174416,1645479826738605
0.591545, -0.259373, 0.175182,1645479826743605
0.591764, -0.259916, 0.175924,1645479826748605
0.591967, -0.260443, 0.176647,1645479826753605
0.592167, -0.260958, 0.177366,1645479826758605
0.592374, -0.261449, 0.178089,1645479826763605
0.592567, -0.261949, 0.178802,1645479826768605
0.592744, -0.262421, 0.17948,1645479826773605
0.592908, -0.262877, 0.180132,1645479826778606
0.59306, -0.26334, 0.180764,1645479826783605
0.593204, -0.263772, 0.181381,1645479826788605
0.593333, -0.264211, 0.181985,1645479826793604
0.593455, -0.264638, 0.182587,1645479826798605
0.593572, -0.265034, 0.183164,1645479826803605
0.593674, -0.265437, 0.183732,1645479826808605
0.593768, -0.265819, 0.184278,1645479826813604
0.593848, -0.266193, 0.184804,1645479826818605
0.593914, -0.266578, 0.185326,1645479826823604
0.593974, -0.26693, 0.185824,1645479826828604
0.594023, -0.267277, 0.186316,1645479826833604
0.594059, -0.267634, 0.186809,1645479826838605
0.594074, -0.267961, 0.187258,1645479826843604
0.594072, -0.268288, 0.187693,1645479826848604
0.594061, -0.268618, 0.188126,1645479826853604
0.594037, -0.268919, 0.188535,1645479826858604
0.594009, -0.269232, 0.188951,1645479826863604
0.593972, -0.269551, 0.189362,1645479826868604
0.593911, -0.269868, 0.189722,1645479826873604
0.59335, -0.271057, 0.189793,1645479826878604
0.592788, -0.272449, 0.189932,1645479826883604
0.592535, -0.273373, 0.190105,1645479826888604
0.592253, -0.274388, 0.190355,1645479826893604
0.591777, -0.275795, 0.190538,1645479826898604
0.591094, -0.277469, 0.190612,1645479826903604
0.590448, -0.279007, 0.190572,1645479826908603
0.589901, -0.280379, 0.190507,1645479826913603
0.589274, -0.281989, 0.190473,1645479826918603
0.588446, -0.283966, 0.190404,1645479826923603
0.587563, -0.285994, 0.190279,1645479826928603
0.586833, -0.287741, 0.190107,1645479826933603
0.586244, -0.289272, 0.189933,1645479826938603
0.585623, -0.290919, 0.189761,1645479826943603
0.584882, -0.292789, 0.189594,1645479826948603
0.584087, -0.294728, 0.189401,1645479826953603
0.583325, -0.296643, 0.189205,1645479826958604
0.582567, -0.298611, 0.189026,1645479826963603
0.581731, -0.300705, 0.188832,1645479826968603
0.580873, -0.302821, 0.188635,1645479826973602
0.580095, -0.304822, 0.188466,1645479826978603
0.5794, -0.30672, 0.188319,1645479826983603
0.578712, -0.308654, 0.188195,1645479826988603
0.577973, -0.310685, 0.188062,1645479826993603
0.577218, -0.312723, 0.187908,1645479826998603
0.576504, -0.3147, 0.187763,1645479827003603
0.575864, -0.316609, 0.187655,1645479827008602
0.575259, -0.318481, 0.187575,1645479827013603
0.574683, -0.320357, 0.18753,1645479827018604
0.574117, -0.322213, 0.187478,1645479827023603
0.573551, -0.324072, 0.187425,1645479827028603
0.572988, -0.325945, 0.187377,1645479827033603
0.572421, -0.32785, 0.187348,1645479827038603
0.57188, -0.329768, 0.187363,1645479827043603
0.571354, -0.331658, 0.187383,1645479827048603
0.570853, -0.333508, 0.187405,1645479827053603
0.570366, -0.335347, 0.187438,1645479827058602
0.56988, -0.337194, 0.187479,1645479827063603
0.569406, -0.339047, 0.187547,1645479827068602
0.56895, -0.340887, 0.187636,1645479827073602
0.568517, -0.342707, 0.187747,1645479827078603
0.568104, -0.344518, 0.187887,1645479827083603
0.567704, -0.346312, 0.188046,1645479827088602
0.567328, -0.348065, 0.188212,1645479827093602
0.566995, -0.349799, 0.188416,1645479827098602
0.566698, -0.351514, 0.188659,1645479827103603
0.5664, -0.353213, 0.1889,1645479827108603
0.566103, -0.354895, 0.189139,1645479827113603
0.565837, -0.356552, 0.189406,1645479827118603
0.565619, -0.358168, 0.189708,1645479827123619
0.565413, -0.359769, 0.190024,1645479827128618
0.565217, -0.361365, 0.190351,1645479827133618
0.565038, -0.362923, 0.190689,1645479827138618
0.56488, -0.364448, 0.191036,1645479827143618
0.564757, -0.365956, 0.191424,1645479827148617
0.564647, -0.367446, 0.191825,1645479827153617
0.56455, -0.3689, 0.192225,1645479827158618
0.564474, -0.370313, 0.192638,1645479827163617
0.564432, -0.371695, 0.19308,1645479827168617
0.564412, -0.373057, 0.193553,1645479827173617
0.56441, -0.374402, 0.194044,1645479827178617
0.564412, -0.375713, 0.194535,1645479827183617
0.564435, -0.376973, 0.195021,1645479827188617
0.564508, -0.378207, 0.195553,1645479827193617
0.564613, -0.379424, 0.196138,1645479827198618
0.564724, -0.380611, 0.196728,1645479827203617
0.564844, -0.381754, 0.197315,1645479827208617
0.564999, -0.382865, 0.197923,1645479827213617
0.565171, -0.383964, 0.198561,1645479827218617
0.565361, -0.385041, 0.199218,1645479827223617
0.565569, -0.38608, 0.199882,1645479827228617
0.565785, -0.387081, 0.20053,1645479827233616
0.566025, -0.388068, 0.201199,1645479827238616
0.566293, -0.389044, 0.20191,1645479827243617
0.566573, -0.389989, 0.20263,1645479827248616
0.566861, -0.390876, 0.203332,1645479827253616
0.567161, -0.391746, 0.204041,1645479827258616
0.567472, -0.392611, 0.204779,1645479827263616
0.567794, -0.393456, 0.205544,1645479827268615
0.568134, -0.394265, 0.206321,1645479827273615
0.568476, -0.395039, 0.207088,1645479827278615
0.568817, -0.395808, 0.207853,1645479827283616
0.569179, -0.396569, 0.208643,1645479827288616
0.569551, -0.397319, 0.209456,1645479827293615
0.569929, -0.398037, 0.210264,1645479827298615
0.570305, -0.398736, 0.211073,1645479827303615
0.570696, -0.399419, 0.211896,1645479827308614
0.57109, -0.40009, 0.212725,1645479827313614
0.571489, -0.400744, 0.213551,1645479827318614
0.571899, -0.401374, 0.214386,1645479827323614
0.572294, -0.402001, 0.215221,1645479827328613
0.572695, -0.402604, 0.21606,1645479827333613
0.573098, -0.403217, 0.216927,1645479827338613
0.573514, -0.403801, 0.21779,1645479827343613
0.573928, -0.404354, 0.21863,1645479827348613
0.574336, -0.404887, 0.219456,1645479827353613
0.574754, -0.405401, 0.220301,1645479827358614
0.575157, -0.405938, 0.221171,1645479827363614
0.575575, -0.406448, 0.222045,1645479827368614
0.576008, -0.406926, 0.222914,1645479827373614
0.57643, -0.407399, 0.223771,1645479827378614
0.576852, -0.407843, 0.224622,1645479827383614
0.577264, -0.408281, 0.225469,1645479827388613
0.577687, -0.408713, 0.22634,1645479827393613
0.578145, -0.409108, 0.227232,1645479827398614
0.578586, -0.40949, 0.228109,1645479827403613
0.579002, -0.409872, 0.228964,1645479827408613
0.579431, -0.410218, 0.229811,1645479827413613
0.579882, -0.410533, 0.230674,1645479827418613
0.580325, -0.410854, 0.231556,1645479827423613
0.580759, -0.411167, 0.232438,1645479827428612
0.581208, -0.411443, 0.233311,1645479827433613
0.581666, -0.411705, 0.23419,1645479827438613
0.582096, -0.411976, 0.235063,1645479827443612
0.582521, -0.412224, 0.235918,1645479827448612
0.58297, -0.412433, 0.23679,1645479827453612
0.58342, -0.412633, 0.237665,1645479827458612
0.583853, -0.41284, 0.238538,1645479827463612
0.584284, -0.413042, 0.239414,1645479827468612
0.584707, -0.41322, 0.240266,1645479827473612
0.585138, -0.41337, 0.241113,1645479827478612
0.585573, -0.413508, 0.241965,1645479827483612
0.585982, -0.413655, 0.242812,1645479827488612
0.586368, -0.413807, 0.243648,1645479827493612
0.58678, -0.413932, 0.244505,1645479827498612
0.587195, -0.414036, 0.245352,1645479827503612
0.587599, -0.414135, 0.24619,1645479827508611
0.587991, -0.414231, 0.247022,1645479827513611
0.588369, -0.414323, 0.247844,1645479827518611
0.588752, -0.414414, 0.248684,1645479827523611
0.589126, -0.414493, 0.249521,1645479827528611
0.5895, -0.414567, 0.250354,1645479827533611
0.589859, -0.414636, 0.25118,1645479827538611
0.590211, -0.414691, 0.251991,1645479827543611
0.590563, -0.414731, 0.252801,1645479827548610
0.590912, -0.414764, 0.253614,1645479827553611
0.591246, -0.414807, 0.254429,1645479827558611
0.591572, -0.414851, 0.255245,1645479827563610
0.591895, -0.414872, 0.25604,1645479827568610
0.592225, -0.414874, 0.256841,1645479827573610
0.592564, -0.414866, 0.257659,1645479827578610
0.592885, -0.414841, 0.258451,1645479827583610
0.593198, -0.414815, 0.259254,1645479827588610
0.593509, -0.414785, 0.260049,1645479827593610
0.593816, -0.414731, 0.260835,1645479827598610
0.594123, -0.414668, 0.261612,1645479827603609
0.594418, -0.414597, 0.262394,1645479827608609
0.594727, -0.414505, 0.263184,1645479827613609
0.595032, -0.414397, 0.263973,1645479827618610
0.595331, -0.414287, 0.264762,1645479827623609
0.59562, -0.414163, 0.265531,1645479827628609
0.595907, -0.414033, 0.266305,1645479827633608
0.596188, -0.413895, 0.267076,1645479827638609
0.59647, -0.413735, 0.267851,1645479827643609
0.596753, -0.413563, 0.268626,1645479827648609
0.597024, -0.413386, 0.269399,1645479827653609
0.597296, -0.413192, 0.270166,1645479827658609
0.597563, -0.412983, 0.270929,1645479827663609
0.597818, -0.412774, 0.271682,1645479827668608
0.598061, -0.412563, 0.272442,1645479827673609
0.598306, -0.412347, 0.2732,1645479827678609
0.598545, -0.412124, 0.273963,1645479827683609
0.598785, -0.411899, 0.274713,1645479827688608
0.599021, -0.411668, 0.275462,1645479827693608
0.599261, -0.411434, 0.276213,1645479827698608
0.599501, -0.4112, 0.276982,1645479827703609
0.599741, -0.410964, 0.277753,1645479827708609
0.599984, -0.410722, 0.278535,1645479827713609
0.600225, -0.410479, 0.279311,1645479827718609
0.600468, -0.410226, 0.280089,1645479827723608
0.600713, -0.409971, 0.280868,1645479827728608
0.600953, -0.409721, 0.281659,1645479827733609
0.601198, -0.409459, 0.282452,1645479827738609
0.601441, -0.409195, 0.283253,1645479827743609
0.601686, -0.408928, 0.284057,1645479827748609
0.601935, -0.408654, 0.284856,1645479827753609
0.602178, -0.408382, 0.285663,1645479827758610
0.602428, -0.4081, 0.286467,1645479827763610
0.602675, -0.407809, 0.287281,1645479827768611
0.602916, -0.407516, 0.288079,1645479827773610
0.603148, -0.407212, 0.288878,1645479827778610
0.603383, -0.406903, 0.289684,1645479827783610
0.603616, -0.406578, 0.290495,1645479827788609
0.603841, -0.406239, 0.291302,1645479827793609
0.604056, -0.405897, 0.292099,1645479827798610
0.604263, -0.40555, 0.292897,1645479827803610
0.604471, -0.405194, 0.293692,1645479827808609
0.60467, -0.404823, 0.294483,1645479827813609
0.604873, -0.404424, 0.295259,1645479827818609
0.60509, -0.403991, 0.296038,1645479827823609
0.605311, -0.403545, 0.296819,1645479827828609
0.605519, -0.403093, 0.297583,1645479827833609
0.60572, -0.402623, 0.298348,1645479827838609
0.605938, -0.40212, 0.299105,1645479827843609
0.606143, -0.401608, 0.299851,1645479827848608
0.606344, -0.40109, 0.300589,1645479827853609
0.606542, -0.400558, 0.301338,1645479827858608
0.606753, -0.399998, 0.302083,1645479827863608
0.606972, -0.399409, 0.302834,1645479827868608
0.60719, -0.398824, 0.303591,1645479827873607
0.6074, -0.398227, 0.30434,1645479827878607
0.607595, -0.397628, 0.305077,1645479827883608
0.607796, -0.397016, 0.305819,1645479827888608
0.608009, -0.396375, 0.306559,1645479827893607
0.608231, -0.395707, 0.307288,1645479827898607
0.608458, -0.395019, 0.308018,1645479827903607
0.608667, -0.394333, 0.308731,1645479827908606
0.608853, -0.393657, 0.309437,1645479827913606
0.609049, -0.392967, 0.310142,1645479827918607
0.609255, -0.392244, 0.310844,1645479827923606
0.609474, -0.391515, 0.311562,1645479827928606
0.609668, -0.390795, 0.312279,1645479827933605
0.609851, -0.390066, 0.31298,1645479827938606
0.610054, -0.389298, 0.313699,1645479827943605
0.610273, -0.388508, 0.314421,1645479827948606
0.610469, -0.387742, 0.315142,1645479827953606
0.610655, -0.386974, 0.315855,1645479827958605
0.610849, -0.386165, 0.316564,1645479827963605
0.611063, -0.385319, 0.317281,1645479827968605
0.611264, -0.384482, 0.317999,1645479827973605
0.611463, -0.383644, 0.318703,1645479827978605
0.611665, -0.38276, 0.319385,1645479827983605
0.611868, -0.381881, 0.320075,1645479827988605
0.61207, -0.380993, 0.320787,1645479827993604
0.612288, -0.380073, 0.321503,1645479827998605
0.612485, -0.379156, 0.322209,1645479828003605
0.612684, -0.378231, 0.322906,1645479828008605
0.612891, -0.377285, 0.323599,1645479828013605
0.613089, -0.376341, 0.324293,1645479828018604
0.613298, -0.375379, 0.324995,1645479828023604
0.613499, -0.374406, 0.325697,1645479828028604
0.613688, -0.373449, 0.326394,1645479828033604
0.613888, -0.37246, 0.327089,1645479828038605
0.614085, -0.371467, 0.327777,1645479828043604
0.614275, -0.370466, 0.328475,1645479828048604
0.614465, -0.36945, 0.329161,1645479828053603
0.614634, -0.368445, 0.329842,1645479828058604
0.614825, -0.367413, 0.330524,1645479828063604
0.615011, -0.36638, 0.331213,1645479828068604
0.615198, -0.365337, 0.331905,1645479828073604
0.615378, -0.364293, 0.332602,1645479828078604
0.615539, -0.363259, 0.333283,1645479828083604
0.615709, -0.362196, 0.333955,1645479828088603
0.615873, -0.361133, 0.334626,1645479828093604
0.616037, -0.360055, 0.335278,1645479828098604
0.616198, -0.358972, 0.33594,1645479828103604
0.616364, -0.357886, 0.336607,1645479828108604
0.616533, -0.356772, 0.337273,1645479828113603
0.616684, -0.355671, 0.337937,1645479828118604
0.616834, -0.354554, 0.338604,1645479828123603
0.616974, -0.353443, 0.339262,1645479828128604
0.617129, -0.352299, 0.339915,1645479828133603
0.617279, -0.351154, 0.340567,1645479828138603
0.617423, -0.350006, 0.341225,1645479828143603
0.617569, -0.348851, 0.341894,1645479828148603
0.617706, -0.347689, 0.342538,1645479828153603
0.617837, -0.346508, 0.343165,1645479828158618
0.617972, -0.34532, 0.343804,1645479828163617
0.618122, -0.344114, 0.344458,1645479828168617
0.618262, -0.342903, 0.345111,1645479828173616
0.618407, -0.341684, 0.34576,1645479828178617
0.618546, -0.340464, 0.346418,1645479828183616
0.618685, -0.339221, 0.347067,1645479828188616
0.618808, -0.337983, 0.347707,1645479828193616
0.618941, -0.336726, 0.348351,1645479828198615
0.619076, -0.335467, 0.348993,1645479828203615
0.619221, -0.334175, 0.349618,1645479828208614
0.619343, -0.332889, 0.350241,1645479828213614
0.619462, -0.331592, 0.350849,1645479828218615
0.619578, -0.330287, 0.351456,1645479828223614
0.6197, -0.328978, 0.35207,1645479828228614
0.619827, -0.327656, 0.3527,1645479828233614
0.619949, -0.326327, 0.353325,1645479828238614
0.620071, -0.324982, 0.353941,1645479828243614
0.620179, -0.323647, 0.354549,1645479828248614
0.620287, -0.322296, 0.355149,1645479828253614
0.620387, -0.320944, 0.355746,1645479828258614
0.620483, -0.319586, 0.356335,1645479828263613
0.620588, -0.318223, 0.35694,1645479828268613
0.620688, -0.316848, 0.357539,1645479828273613
0.620775, -0.315451, 0.358105,1645479828278613
0.620859, -0.314061, 0.358675,1645479828283613
0.620963, -0.312658, 0.359271,1645479828288612
0.621058, -0.311264, 0.35987,1645479828293611
0.621148, -0.309855, 0.360465,1645479828298612
0.621231, -0.308428, 0.36105,1645479828303612
0.621317, -0.306996, 0.361626,1645479828308612
0.621402, -0.305542, 0.362186,1645479828313611
0.621481, -0.304087, 0.362741,1645479828318611
0.621569, -0.302631, 0.363319,1645479828323611
0.621646, -0.301154, 0.363879,1645479828328611
0.621713, -0.299658, 0.364408,1645479828333611
0.621781, -0.29816, 0.364954,1645479828338611
0.62186, -0.296671, 0.365524,1645479828343611
0.621929, -0.295179, 0.366083,1645479828348610
0.621996, -0.293668, 0.366629,1645479828353610
0.622053, -0.292145, 0.367172,1645479828358610
0.62211, -0.290615, 0.367704,1645479828363610
